config_id,object,object_index,step,loss,cnr,proxy_mean,proxy_std,proxy_min,proxy_max,proxy_range,proxy_tv_l1,proxy_roughness_l2,proxy_otsu_score,proxy_otsu_threshold,proxy_otsu_fg_fraction,proxy_hist_entropy,proxy_data_loss,proxy_aug_loss,proxy_denoiser_mse,proxy_net_delta_mse,proxy_dual_abs_mean
cfg0000,stripe_target,1,1,0.0036638258025050163,2.7477171421051025,0.5729297399520874,0.14543215930461884,0.027176927775144577,1.0,0.9728230834007263,0.24454985558986664,0.04945635795593262,0.015136144123971462,0.6129032373428345,0.32916259765625,2.899378776550293,0.00021334292250685394,0.003450482850894332,0.004146358463913202,0.009598394855856895,0.09114295244216919
cfg0000,stripe_target,1,2,0.008793622255325317,3.040994882583618,0.6259098052978516,0.14320939779281616,0.0671968087553978,1.0,0.932803213596344,0.22259068489074707,0.0416380912065506,0.015072345733642578,0.6774193644523621,0.29022216796875,2.847489356994629,0.00022205329150892794,0.008571568876504898,0.004219657275825739,0.006096461787819862,0.15336713194847107
cfg0000,stripe_target,1,3,0.01234353519976139,3.3548107147216797,0.6458213925361633,0.13855652511119843,0.11767908930778503,1.0,0.8823208808898926,0.197556272149086,0.03388012945652008,0.014493480324745178,0.7096774578094482,0.256591796875,2.7717947959899902,0.00023017647617962211,0.012113358825445175,0.004234605003148317,0.0033183624036610126,0.18424278497695923
cfg0000,stripe_target,1,4,0.012536589056253433,3.6721363067626953,0.6341263055801392,0.1322440505027771,0.17471365630626678,1.0,0.825286328792572,0.1720009446144104,0.02718360349535942,0.01377114001661539,0.7096774578094482,0.23114013671875,2.678485870361328,0.0002336165343876928,0.012302972376346588,0.004212807863950729,0.001357442932203412,0.18321651220321655
cfg0000,stripe_target,1,5,0.009526117704808712,4.040369987487793,0.5936079621315002,0.1237727701663971,0.13829006254673004,1.0,0.8617099523544312,0.14677968621253967,0.021661292761564255,0.012693626806139946,0.6451612710952759,0.23919677734375,2.5439770221710205,0.00023322181368712336,0.009292895905673504,0.00417664647102356,0.000313766417093575,0.1518610119819641
cfg0000,stripe_target,1,6,0.005181949585676193,4.512118816375732,0.5294497609138489,0.11367757618427277,0.08005670458078384,0.9828157424926758,0.9027590155601501,0.12480718642473221,0.01752389222383499,0.011239555664360523,0.5806452035903931,0.2276611328125,2.3586819171905518,0.00023279048036783934,0.004949158988893032,0.004148521460592747,0.00023012248857412487,0.09981748461723328
cfg0000,stripe_target,1,7,0.0023636757396161556,5.009220123291016,0.4494887590408325,0.10362683981657028,0.01433342695236206,0.8650124073028564,0.8506789803504944,0.1108492761850357,0.015053518116474152,0.00964526366442442,0.5161290168762207,0.2144775390625,2.1777102947235107,0.00023233494721353054,0.002131340792402625,0.004139941185712814,0.0009704907424747944,0.06861167401075363
cfg0000,stripe_target,1,8,0.003728935495018959,5.273543357849121,0.3642962574958801,0.0952112153172493,0.0,0.7688491940498352,0.7688491940498352,0.10695315897464752,0.014145857654511929,0.008245142176747322,0.4193548262119293,0.2139892578125,2.0867559909820557,0.0002318949846085161,0.0034970405977219343,0.004153544548898935,0.0020533050410449505,0.10017599165439606
cfg0000,stripe_target,1,9,0.010165178216993809,5.0796709060668945,0.2859570384025574,0.08952788263559341,0.0,0.697380006313324,0.697380006313324,0.10991036891937256,0.014450406655669212,0.007159411441534758,0.32258063554763794,0.2318115234375,2.099342107772827,0.00023154242080636322,0.009933635592460632,0.004184656776487827,0.0028020301833748817,0.1709533929824829
cfg0000,stripe_target,1,10,0.019800428301095963,4.611334800720215,0.2250007539987564,0.08674754947423935,0.0,0.640929102897644,0.640929102897644,0.11549702286720276,0.015509683638811111,0.006508553400635719,0.25806450843811035,0.2476806640625,2.1576950550079346,0.0002313443983439356,0.01956908404827118,0.004222577437758446,0.0028959803748875856,0.24177058041095734
cfg0000,stripe_target,1,11,0.029075732454657555,4.194517612457275,0.18871039152145386,0.08622749149799347,0.0,0.6012569665908813,0.6012569665908813,0.120537668466568,0.016892753541469574,0.006210199557244778,0.19354838132858276,0.33209228515625,2.2167818546295166,0.00023129138571675867,0.02884444035589695,0.004252930171787739,0.0024384711869060993,0.294018030166626
cfg0000,stripe_target,1,12,0.034631915390491486,3.9951674938201904,0.18097704648971558,0.08715572953224182,0.0,0.5801283121109009,0.5801283121109009,0.12359075248241425,0.018311666324734688,0.006282702554017305,0.19354838132858276,0.31103515625,2.2543423175811768,0.00023135554511100054,0.03440055996179581,0.004259588196873665,0.0016942238435149193,0.320034384727478
cfg0000,stripe_target,1,13,0.034557849168777466,4.050620079040527,0.20266267657279968,0.08911469578742981,0.0,0.5781585574150085,0.5781585574150085,0.12409272789955139,0.019661417230963707,0.006576009094715118,0.22580644488334656,0.27545166015625,2.2682464122772217,0.00023150407650973648,0.03432634472846985,0.004231796599924564,0.0009293879847973585,0.31680625677108765
cfg0000,stripe_target,1,14,0.02892378531396389,4.344180583953857,0.25201335549354553,0.09225049614906311,0.0,0.5952581763267517,0.5952581763267517,0.12233543395996094,0.021009434014558792,0.00718538137152791,0.29032257199287415,0.2386474609375,2.2505574226379395,0.0002317195467185229,0.02869206666946411,0.004162120632827282,0.0003607858088798821,0.2844915986061096
cfg0000,stripe_target,1,15,0.019696632400155067,4.803260326385498,0.32500362396240234,0.09709908813238144,0.0,0.6613497138023376,0.6613497138023376,0.11992037296295166,0.02257104404270649,0.008299867622554302,0.35483869910240173,0.2308349609375,2.188854217529297,0.0002319764025742188,0.019464656710624695,0.004058013204485178,0.00013797619612887502,0.22653061151504517
cfg0000,stripe_target,1,16,0.010119495913386345,5.238982677459717,0.41567009687423706,0.10415949672460556,0.039479851722717285,0.7933224439620972,0.7538425922393799,0.11998310685157776,0.024616507813334465,0.009922351688146591,0.4516128897666931,0.2227783203125,2.120129108428955,0.00023224575852509588,0.009887250140309334,0.003937714267522097,0.0003244933614041656,0.15193453431129456
cfg0000,stripe_target,1,17,0.0037083332426846027,5.377020835876465,0.5164580345153809,0.11348656564950943,0.10951673984527588,0.9353342652320862,0.8258175253868103,0.12675079703330994,0.02740035578608513,0.011944903992116451,0.5806452035903931,0.216552734375,2.1403374671936035,0.00023251600214280188,0.0034758171532303095,0.003816578071564436,0.000874485180247575,0.08711117506027222
cfg0000,stripe_target,1,18,0.003105107694864273,5.1703996658325195,0.6186635494232178,0.12440935522317886,0.1840522289276123,1.0,0.8159477710723877,0.14143753051757812,0.03097115084528923,0.014181450009346008,0.6774193644523621,0.22296142578125,2.274845838546753,0.00023275155399460346,0.0028723562136292458,0.003707707626745105,0.0016218136297538877,0.08898622542619705
cfg0000,stripe_target,1,19,0.009093976579606533,5.123149871826172,0.7113608121871948,0.1316366046667099,0.2552548348903656,1.0,0.744745135307312,0.15472674369812012,0.03254738450050354,0.01518456730991602,0.774193525314331,0.22906494140625,2.3360373973846436,0.0002329456910956651,0.008861030451953411,0.003622128162533045,0.0023170860949903727,0.1694219708442688
cfg0000,stripe_target,1,20,0.02015674114227295,5.209329605102539,0.7792761325836182,0.12265606969594955,0.27742648124694824,1.0,0.7225735187530518,0.1496344357728958,0.02719758450984955,0.01195802167057991,0.8387097120285034,0.245361328125,2.2716686725616455,0.00023307601804845035,0.01992366462945938,0.0035746097564697266,0.0027290445286780596,0.2612757086753845
