object,family,K_eff,basis,requested_basis,rho,s,seed,W,num_frames,carrier_mean,carrier_cv,gain_rel_err,theory_variance_cv2_over_w
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,0,4,2048,9.409419059753418,0.09478187561035156,0.042568173426395656,0.002245900986054039
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,0,8,2048,9.409419059753418,0.09478187561035156,0.030874515411042577,0.0011229504930270195
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,0,16,2048,9.409419059753418,0.09478187561035156,0.021309994560056184,0.0005614752465135098
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,0,32,2048,9.409419059753418,0.09478187561035156,0.015168404819087846,0.0002807376232567549
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,0,64,2048,9.409419059753418,0.09478187561035156,0.013991717928457265,0.00014036881162837744
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,0,128,2048,9.409419059753418,0.09478187561035156,0.016877326237083046,7.018440581418872e-05
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,0,256,2048,9.409419059753418,0.09478187561035156,0.02261115514083768,3.509220290709436e-05
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,0,512,2048,9.409419059753418,0.09478187561035156,0.033986958523912106,1.754610145354718e-05
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,0,1024,2048,9.409419059753418,0.09478187561035156,0.04189058990360699,8.77305072677359e-06
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,1,4,2048,9.409419059753418,0.09478187561035156,0.04234570068058716,0.002245900986054039
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,1,8,2048,9.409419059753418,0.09478187561035156,0.03070169952445674,0.0011229504930270195
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,1,16,2048,9.409419059753418,0.09478187561035156,0.021450194168380128,0.0005614752465135098
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,1,32,2048,9.409419059753418,0.09478187561035156,0.01592982452448009,0.0002807376232567549
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,1,64,2048,9.409419059753418,0.09478187561035156,0.014914568288322794,0.00014036881162837744
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,1,128,2048,9.409419059753418,0.09478187561035156,0.017886923858951,7.018440581418872e-05
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,1,256,2048,9.409419059753418,0.09478187561035156,0.023546007042323798,3.509220290709436e-05
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,1,512,2048,9.409419059753418,0.09478187561035156,0.031063604380198534,1.754610145354718e-05
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,1,1024,2048,9.409419059753418,0.09478187561035156,0.03813311713606304,8.77305072677359e-06
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,2,4,2048,9.409419059753418,0.09478187561035156,0.04259387600691248,0.002245900986054039
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,2,8,2048,9.409419059753418,0.09478187561035156,0.030769281476598232,0.0011229504930270195
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,2,16,2048,9.409419059753418,0.09478187561035156,0.02148374252140132,0.0005614752465135098
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,2,32,2048,9.409419059753418,0.09478187561035156,0.016017808098206805,0.0002807376232567549
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,2,64,2048,9.409419059753418,0.09478187561035156,0.014017584264183404,0.00014036881162837744
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,2,128,2048,9.409419059753418,0.09478187561035156,0.015743274375501295,7.018440581418872e-05
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,2,256,2048,9.409419059753418,0.09478187561035156,0.018320237834153513,3.509220290709436e-05
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,2,512,2048,9.409419059753418,0.09478187561035156,0.023479289511268868,1.754610145354718e-05
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,2,1024,2048,9.409419059753418,0.09478187561035156,0.028900742131101165,8.77305072677359e-06
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,3,4,2048,9.409419059753418,0.09478187561035156,0.042637238074313806,0.002245900986054039
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,3,8,2048,9.409419059753418,0.09478187561035156,0.030873730748730982,0.0011229504930270195
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,3,16,2048,9.409419059753418,0.09478187561035156,0.021232949783269787,0.0005614752465135098
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,3,32,2048,9.409419059753418,0.09478187561035156,0.015826031856840773,0.0002807376232567549
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,3,64,2048,9.409419059753418,0.09478187561035156,0.014627925252853308,0.00014036881162837744
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,3,128,2048,9.409419059753418,0.09478187561035156,0.01709651119718469,7.018440581418872e-05
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,3,256,2048,9.409419059753418,0.09478187561035156,0.02272239791076432,3.509220290709436e-05
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,3,512,2048,9.409419059753418,0.09478187561035156,0.029343184691604993,1.754610145354718e-05
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,3,1024,2048,9.409419059753418,0.09478187561035156,0.03984588602073438,8.77305072677359e-06
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,4,4,2048,9.409419059753418,0.09478187561035156,0.04270669889098367,0.002245900986054039
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,4,8,2048,9.409419059753418,0.09478187561035156,0.03090105978392359,0.0011229504930270195
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,4,16,2048,9.409419059753418,0.09478187561035156,0.021435349176717806,0.0005614752465135098
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,4,32,2048,9.409419059753418,0.09478187561035156,0.01599689768539549,0.0002807376232567549
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,4,64,2048,9.409419059753418,0.09478187561035156,0.014002023066488112,0.00014036881162837744
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,4,128,2048,9.409419059753418,0.09478187561035156,0.016375164669331383,7.018440581418872e-05
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,4,256,2048,9.409419059753418,0.09478187561035156,0.023741062934210903,3.509220290709436e-05
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,4,512,2048,9.409419059753418,0.09478187561035156,0.03925912405932214,1.754610145354718e-05
digit_0,synthetic_digit,37.05977431431953,random_uniform,random_uniform,0.001,0.1,4,1024,2048,9.409419059753418,0.09478187561035156,0.061444061178892374,8.77305072677359e-06
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,0,4,2048,67.53927612304688,0.04795040562748909,0.021633850644838925,0.0005748103499601843
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,0,8,2048,67.53927612304688,0.04795040562748909,0.016487288205277718,0.0002874051749800922
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,0,16,2048,67.53927612304688,0.04795040562748909,0.012920017942367043,0.0001437025874900461
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,0,32,2048,67.53927612304688,0.04795040562748909,0.010668646779380522,7.185129374502304e-05
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,0,64,2048,67.53927612304688,0.04795040562748909,0.011647091485690177,3.592564687251152e-05
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,0,128,2048,67.53927612304688,0.04795040562748909,0.015105448882044126,1.796282343625576e-05
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,0,256,2048,67.53927612304688,0.04795040562748909,0.0210903428866253,8.98141171812788e-06
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,0,512,2048,67.53927612304688,0.04795040562748909,0.03362570540275015,4.49070585906394e-06
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,0,1024,2048,67.53927612304688,0.04795040562748909,0.04401041479911762,2.24535292953197e-06
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,1,4,2048,67.53927612304688,0.04795040562748909,0.02139059786182361,0.0005748103499601843
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,1,8,2048,67.53927612304688,0.04795040562748909,0.016380639138777915,0.0002874051749800922
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,1,16,2048,67.53927612304688,0.04795040562748909,0.012868087548921213,0.0001437025874900461
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,1,32,2048,67.53927612304688,0.04795040562748909,0.011082465363233129,7.185129374502304e-05
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,1,64,2048,67.53927612304688,0.04795040562748909,0.012020304591753062,3.592564687251152e-05
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,1,128,2048,67.53927612304688,0.04795040562748909,0.01593032460480554,1.796282343625576e-05
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,1,256,2048,67.53927612304688,0.04795040562748909,0.021673878402339718,8.98141171812788e-06
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,1,512,2048,67.53927612304688,0.04795040562748909,0.028399161975691263,4.49070585906394e-06
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,1,1024,2048,67.53927612304688,0.04795040562748909,0.03492865525355163,2.24535292953197e-06
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,2,4,2048,67.53927612304688,0.04795040562748909,0.02159313722747569,0.0005748103499601843
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,2,8,2048,67.53927612304688,0.04795040562748909,0.016359921136011552,0.0002874051749800922
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,2,16,2048,67.53927612304688,0.04795040562748909,0.01297485860305623,0.0001437025874900461
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,2,32,2048,67.53927612304688,0.04795040562748909,0.01135534864405073,7.185129374502304e-05
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,2,64,2048,67.53927612304688,0.04795040562748909,0.012198407595608123,3.592564687251152e-05
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,2,128,2048,67.53927612304688,0.04795040562748909,0.01407834765445592,1.796282343625576e-05
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,2,256,2048,67.53927612304688,0.04795040562748909,0.01628439769095808,8.98141171812788e-06
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,2,512,2048,67.53927612304688,0.04795040562748909,0.022027037777782133,4.49070585906394e-06
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,2,1024,2048,67.53927612304688,0.04795040562748909,0.026348128067075732,2.24535292953197e-06
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,3,4,2048,67.53927612304688,0.04795040562748909,0.021682816233948486,0.0005748103499601843
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,3,8,2048,67.53927612304688,0.04795040562748909,0.0165284449493363,0.0002874051749800922
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,3,16,2048,67.53927612304688,0.04795040562748909,0.0129067551706345,0.0001437025874900461
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,3,32,2048,67.53927612304688,0.04795040562748909,0.011301501576654311,7.185129374502304e-05
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,3,64,2048,67.53927612304688,0.04795040562748909,0.012155374020375434,3.592564687251152e-05
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,3,128,2048,67.53927612304688,0.04795040562748909,0.01596472647965084,1.796282343625576e-05
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,3,256,2048,67.53927612304688,0.04795040562748909,0.02124742860523633,8.98141171812788e-06
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,3,512,2048,67.53927612304688,0.04795040562748909,0.027663600199254186,4.49070585906394e-06
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,3,1024,2048,67.53927612304688,0.04795040562748909,0.03889482370957982,2.24535292953197e-06
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,4,4,2048,67.53927612304688,0.04795040562748909,0.02189622155962778,0.0005748103499601843
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,4,8,2048,67.53927612304688,0.04795040562748909,0.016728215670180298,0.0002874051749800922
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,4,16,2048,67.53927612304688,0.04795040562748909,0.012935835843168575,0.0001437025874900461
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,4,32,2048,67.53927612304688,0.04795040562748909,0.010860982911025961,7.185129374502304e-05
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,4,64,2048,67.53927612304688,0.04795040562748909,0.011820478052021709,3.592564687251152e-05
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,4,128,2048,67.53927612304688,0.04795040562748909,0.015697831636834025,1.796282343625576e-05
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,4,256,2048,67.53927612304688,0.04795040562748909,0.023902706863497138,8.98141171812788e-06
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,4,512,2048,67.53927612304688,0.04795040562748909,0.039731683067739214,4.49070585906394e-06
digit_1,synthetic_digit,139.48966292397157,random_uniform,random_uniform,0.001,0.1,4,1024,2048,67.53927612304688,0.04795040562748909,0.06033894437740264,2.24535292953197e-06
digit_2,synthetic_digit,210.00167616690024,random_uniform,random_uniform,0.001,0.1,0,4,2048,102.87250518798828,0.039791807532310486,0.01789480861727888,0.0003958469866721104
digit_2,synthetic_digit,210.00167616690024,random_uniform,random_uniform,0.001,0.1,0,8,2048,102.87250518798828,0.039791807532310486,0.01372280509698988,0.0001979234933360552
digit_2,synthetic_digit,210.00167616690024,random_uniform,random_uniform,0.001,0.1,0,16,2048,102.87250518798828,0.039791807532310486,0.010762220051693416,9.89617466680276e-05
digit_2,synthetic_digit,210.00167616690024,random_uniform,random_uniform,0.001,0.1,0,32,2048,102.87250518798828,0.039791807532310486,0.009650227147359209,4.94808733340138e-05
digit_2,synthetic_digit,210.00167616690024,random_uniform,random_uniform,0.001,0.1,0,64,2048,102.87250518798828,0.039791807532310486,0.011184798278234076,2.47404366670069e-05
digit_2,synthetic_digit,210.00167616690024,random_uniform,random_uniform,0.001,0.1,0,128,2048,102.87250518798828,0.039791807532310486,0.014764948183018047,1.237021833350345e-05
digit_2,synthetic_digit,210.00167616690024,random_uniform,random_uniform,0.001,0.1,0,256,2048,102.87250518798828,0.039791807532310486,0.020939288953488417,6.185109166751725e-06
digit_2,synthetic_digit,210.00167616690024,random_uniform,random_uniform,0.001,0.1,0,512,2048,102.87250518798828,0.039791807532310486,0.03303256913712115,3.0925545833758623e-06
digit_2,synthetic_digit,210.00167616690024,random_uniform,random_uniform,0.001,0.1,0,1024,2048,102.87250518798828,0.039791807532310486,0.04214946503763178,1.5462772916879312e-06
digit_2,synthetic_digit,210.00167616690024,random_uniform,random_uniform,0.001,0.1,1,4,2048,102.87250518798828,0.039791807532310486,0.017986628624141708,0.0003958469866721104
digit_2,synthetic_digit,210.00167616690024,random_uniform,random_uniform,0.001,0.1,1,8,2048,102.87250518798828,0.039791807532310486,0.01374275663445628,0.0001979234933360552
digit_2,synthetic_digit,210.00167616690024,random_uniform,random_uniform,0.001,0.1,1,16,2048,102.87250518798828,0.039791807532310486,0.010846726255828762,9.89617466680276e-05
digit_2,synthetic_digit,210.00167616690024,random_uniform,random_uniform,0.001,0.1,1,32,2048,102.87250518798828,0.039791807532310486,0.01019125496264631,4.94808733340138e-05
digit_2,synthetic_digit,210.00167616690024,random_uniform,random_uniform,0.001,0.1,1,64,2048,102.87250518798828,0.039791807532310486,0.012213197200547947,2.47404366670069e-05
digit_2,synthetic_digit,210.00167616690024,random_uniform,random_uniform,0.001,0.1,1,128,2048,102.87250518798828,0.039791807532310486,0.016497972751680686,1.237021833350345e-05
digit_2,synthetic_digit,210.00167616690024,random_uniform,random_uniform,0.001,0.1,1,256,2048,102.87250518798828,0.039791807532310486,0.022664310175275353,6.185109166751725e-06
