object,object_index,method,lambda_true,lambda_analytic,cnr,psnr,ssim,ks_d,ks_p
stripe_target,1,static,0.999625027179718,0.999625027179718,2.4918155670166016,7.456350803375244,0.19021835923194885,0.004820406436920166,0.9340171352980762
stripe_target,1,dynamic,0.999625027179718,0.999625027179718,-0.009432904422283173,5.890067100524902,0.001240841462276876,0.24714422225952148,0.0
stripe_target,1,scgi,0.999625027179718,0.999625027179718,2.4919238090515137,7.458377361297607,0.19023315608501434,0.004685699939727783,0.9740428844495653
stripe_target,1,analytic,0.999625027179718,0.999625027179718,2.4919214248657227,7.461617469787598,0.19023048877716064,0.004645496606826782,0.986090455085806
stripe_target,1,oracle,0.999625027179718,0.999625027179718,2.491786241531372,7.455916881561279,0.1901901662349701,0.004820346832275391,0.9340347226291853
