config_id,object,object_index,step,loss,cnr,proxy_mean,proxy_std,proxy_min,proxy_max,proxy_range,proxy_tv_l1,proxy_roughness_l2,proxy_otsu_score,proxy_otsu_threshold,proxy_otsu_fg_fraction,proxy_hist_entropy,proxy_data_loss,proxy_aug_loss,proxy_denoiser_mse,proxy_net_delta_mse,proxy_dual_abs_mean
cfg0000,stripe_target,1,1,0.00043818686390295625,2.697256088256836,0.48740503191947937,0.14446702599525452,0.0,1.0,1.0,0.2538548707962036,0.053958043456077576,0.014898224733769894,0.5161290168762207,0.3563232421875,2.9007654190063477,0.0002284239453729242,0.00020976291853003204,0.0029380926862359047,0.0001515004987595603,0.009319491684436798
cfg0000,stripe_target,1,2,0.00036678952164947987,2.9012374877929688,0.47175294160842896,0.1418142318725586,0.0,1.0,1.0,0.24172872304916382,0.050349995493888855,0.014625832438468933,0.5161290168762207,0.3043212890625,2.861696243286133,0.00022808529320172966,0.00013870424299966544,0.0029376517049968243,0.0004441819619387388,0.023216715082526207
cfg0000,stripe_target,1,3,0.0007820198661647737,3.1383183002471924,0.4622196555137634,0.13797016441822052,0.0,1.0,1.0,0.2253214567899704,0.04557056725025177,0.014285001903772354,0.5161290168762207,0.26995849609375,2.799053192138672,0.0002278389292769134,0.0005541809368878603,0.002928303088992834,0.0003215518081560731,0.03584592789411545
cfg0000,stripe_target,1,4,0.0010861618211492896,3.424919366836548,0.46616965532302856,0.1337900608778,0.0151543989777565,1.0,0.9848455786705017,0.20585501194000244,0.040218718349933624,0.013983683660626411,0.5161290168762207,0.25933837890625,2.7199807167053223,0.0002278426691191271,0.0008583191083744168,0.002913802396506071,0.00014180666767060757,0.04092421382665634
cfg0000,stripe_target,1,5,0.001094800652936101,3.7634124755859375,0.4840009808540344,0.12968870997428894,0.04264330118894577,1.0,0.9573566913604736,0.18457156419754028,0.03478935733437538,0.013784307986497879,0.5483871102333069,0.2318115234375,2.6208369731903076,0.0002279542968608439,0.0008668463560752571,0.002898752223700285,0.0003174835001118481,0.043563343584537506
cfg0000,stripe_target,1,6,0.0012879697605967522,4.1342339515686035,0.5091201066970825,0.12557247281074524,0.08366381376981735,1.0,0.916336178779602,0.1628265678882599,0.02965182438492775,0.013538490980863571,0.5806452035903931,0.2236328125,2.498819589614868,0.00022810067457612604,0.001059869071468711,0.0028888043016195297,0.0006788343889638782,0.05283239483833313
cfg0000,stripe_target,1,7,0.0020798908080905676,4.496659755706787,0.5299979448318481,0.12092918157577515,0.1251329779624939,1.0,0.8748670220375061,0.14211510121822357,0.02504763938486576,0.013041503727436066,0.5806452035903931,0.233154296875,2.3684322834014893,0.00022816660930402577,0.0018517242278903723,0.002886139554902911,0.0006538155721500516,0.0672367513179779
cfg0000,stripe_target,1,8,0.0029468799475580454,4.80987548828125,0.5388027429580688,0.1153821051120758,0.1576213538646698,1.0,0.8423786163330078,0.1238199770450592,0.021090850234031677,0.012212431989610195,0.6129032373428345,0.21856689453125,2.2237069606781006,0.00022808666108176112,0.0027187932282686234,0.002891684416681528,0.0003399411216378212,0.0779656171798706
cfg0000,stripe_target,1,9,0.0032411282882094383,5.039304733276367,0.5321444272994995,0.10880838334560394,0.16424426436424255,1.0,0.8357557058334351,0.10921323299407959,0.017787916585803032,0.011075405403971672,0.5806452035903931,0.228515625,2.0943379402160645,0.00022791742230765522,0.0030132108367979527,0.002903868444263935,0.00012807613529730588,0.08047656714916229
cfg0000,stripe_target,1,10,0.0029321087058633566,5.15531587600708,0.510041356086731,0.10136032849550247,0.14869996905326843,0.9816482663154602,0.8329483270645142,0.0985616147518158,0.015080353245139122,0.009670364670455456,0.5483871102333069,0.2303466796875,1.971118450164795,0.0002277052990393713,0.0027044033631682396,0.0029201717115938663,0.00029920809902250767,0.07713311165571213
