object,object_source,variant,cnr,psnr,ssim,scale_aligned_psnr,affine_aligned_psnr,affine_offset,affine_slope,recon_min,recon_max,recon_mean,pattern_factor,num_patterns,streaming
ring,handcrafted,minmax,8.250157356262207,12.065423965454102,0.14634312689304352,12.68267822265625,20.56142807006836,-0.388385698919752,1.6525602849461822,0.0,0.9999271631240845,0.31435418128967285,8.0,131072,True
heldout_0,mnist,raw,5.289918899536133,11.803593635559082,0.7195143699645996,22.945287704467773,23.517562866210938,0.09677073284743858,9003.429666442862,-3.748694871319458e-05,0.00010761630983324721,9.372812570518363e-08,8.0,131072,True
heldout_0,mnist,minmax,5.289918899536133,14.554086685180664,0.17828238010406494,16.212459564208984,23.517562866210938,-0.24074037366189358,1.3065169936689016,0.0,0.9999310970306396,0.2589747905731201,8.0,131072,True
heldout_1,mnist,raw,5.192752838134766,9.332905769348145,0.695375919342041,19.66501235961914,21.118976593017578,0.14406569224884314,13239.52806228826,-3.963535345974378e-05,7.968899444676936e-05,3.833174844203313e-08,8.0,131072,True
heldout_1,mnist,minmax,5.192753314971924,12.408592224121094,0.1675473004579544,13.48554801940918,21.118976593017578,-0.38068768179506846,1.5799304574084558,0.0,0.9999161958694458,0.3324582278728485,8.0,131072,True
heldout_2,mnist,raw,5.161218643188477,9.357993125915527,0.6902362108230591,19.639080047607422,21.17530059814453,0.14453887176292446,13245.605139942489,-4.029792398796417e-05,8.394089672947302e-05,6.108059835696622e-08,8.0,131072,True
heldout_2,mnist,minmax,5.161218643188477,12.543145179748535,0.1710481196641922,13.467453002929688,21.17530059814453,-0.3892315175958214,1.6457508299486148,0.0,0.9999195337295532,0.3248240649700165,8.0,131072,True
heldout_3,mnist,raw,5.134580135345459,11.090068817138672,0.7245237231254578,22.06239891052246,22.745763778686523,0.10746291576730224,9932.180266980931,-3.984763316111639e-05,0.00010206676961388439,7.207278684973062e-08,8.0,131072,True
heldout_3,mnist,minmax,5.134579658508301,13.733745574951172,0.17419391870498657,15.22747802734375,22.745763778686523,-0.28831096001828577,1.4096187968896472,0.0,0.9999295473098755,0.2812744081020355,8.0,131072,True
letter_A,handcrafted,raw,10.57099437713623,32.117855072021484,0.9905055165290833,48.021427154541016,47.00323486328125,0.0010045998998056591,130.86353836095958,-0.0001994148042285815,0.007233143784105778,-5.8512358691587e-07,16.0,262144,True
letter_A,handcrafted,minmax,10.57099437713623,31.523035049438477,0.14029118418693542,34.83067321777344,47.00323486328125,-0.025091526935599313,0.9726521925665546,0.0,0.9999986886978149,0.026751140132546425,16.0,262144,True
stripe_target,handcrafted,raw,9.839347839355469,6.72248649597168,0.5501179099082947,17.95037078857422,21.870105743408203,0.21186879208158715,20436.680880927393,-2.9914135666331276e-05,5.250237154541537e-05,4.104037998331478e-08,16.0,262144,True
stripe_target,handcrafted,minmax,9.839346885681152,12.321290969848633,0.3651008605957031,12.433578491210938,21.870105743408203,-0.399476852748002,1.684524092550848,0.0,0.9998787045478821,0.363416850566864,16.0,262144,True
letter_L,handcrafted,raw,13.98472785949707,10.561436653137207,0.853529691696167,26.26021385192871,25.31243133544922,0.08801948773008544,8648.684732688751,-4.030654963571578e-05,0.00012338611122686416,-1.4899740108376136e-08,16.0,262144,True
letter_L,handcrafted,minmax,13.984726905822754,14.396430969238281,0.10783831030130386,15.114185333251953,25.31243133544922,-0.26057915223529066,1.4158126762175494,0.0,0.9999389052391052,0.24612705409526825,16.0,262144,True
ring,handcrafted,raw,11.750429153442383,8.82441234588623,0.7679240107536316,22.771892547607422,23.664203643798828,0.13038895374619042,12794.128471766178,-3.2799729524413124e-05,8.550423808628693e-05,5.5850790658951155e-08,16.0,262144,True
ring,handcrafted,minmax,11.7504301071167,13.91547966003418,0.16481409966945648,14.162818908691406,23.664203643798828,-0.2892550001200648,1.5137241137452264,0.0,0.9999154806137085,0.27769824862480164,16.0,262144,True
heldout_0,mnist,raw,5.781249046325684,11.803593635559082,0.7195138335227966,24.65460777282715,26.343042373657227,0.09702407866753378,9519.231656581633,-3.3469146728748456e-05,0.00010931258293567225,6.203526936587878e-08,16.0,262144,True
heldout_0,mnist,minmax,5.781248569488525,15.864153861999512,0.19445469975471497,16.94556999206543,26.343042373657227,-0.2215764831574053,1.359267564176724,0.0,0.9999299645423889,0.23482578992843628,16.0,262144,True
heldout_1,mnist,raw,5.964960098266602,9.332903861999512,0.6953758597373962,21.254520416259766,24.098012924194336,0.14386643481340103,14117.343979322959,-2.9135975637473166e-05,7.124949479475617e-05,5.006265269003052e-08,16.0,262144,True
heldout_1,mnist,minmax,5.964959621429443,14.580488204956055,0.1943516582250595,15.162860870361328,24.098012924194336,-0.2674561557348942,1.4173173508961285,0.0,0.9999004006385803,0.2907107472419739,16.0,262144,True
heldout_2,mnist,raw,5.913808822631836,9.357991218566895,0.6902363896369934,21.213512420654297,24.14606475830078,0.1443119331238723,14063.190175952659,-3.046426900255028e-05,7.230651681311429e-05,7.366656973317731e-08,16.0,262144,True
heldout_2,mnist,minmax,5.913808822631836,14.308677673339844,0.1995883584022522,14.963077545166016,24.14606475830078,-0.2841128763282475,1.4454256755461699,0.0,0.9999027252197266,0.2971171736717224,16.0,262144,True
heldout_3,mnist,raw,5.75801420211792,11.090066909790039,0.7245237231254578,23.938735961914062,25.732744216918945,0.10728565152825116,10554.855720531945,-3.2707324862712994e-05,9.435691026737913e-05,8.461552170047071e-08,16.0,262144,True
heldout_3,mnist,minmax,5.75801420211792,15.17113208770752,0.19244152307510376,16.333786010742188,25.732744216918945,-0.23793544337131883,1.3412502258660655,0.0,0.9999213218688965,0.25805339217185974,16.0,262144,True
letter_A,handcrafted,raw,10.719932556152344,32.116939544677734,0.9905068278312683,51.50901794433594,50.08891677856445,0.0009277614365552258,136.91289728863626,-0.00011655820708256215,0.007087661884725094,1.9510935089783743e-09,32.0,524288,True
letter_A,handcrafted,minmax,10.719932556152344,35.99213790893555,0.31439125537872314,37.501346588134766,50.08891677856445,-0.015030560355052154,0.9863519914627604,0.0,0.9999986290931702,0.0161794051527977,32.0,524288,True
stripe_target,handcrafted,raw,13.778111457824707,6.722484588623047,0.5501179099082947,18.878849029541016,25.048107147216797,0.21257833384051644,21178.12155289628,-2.353330455662217e-05,4.7533038014080375e-05,6.099810434534447e-09,32.0,524288,True
stripe_target,handcrafted,minmax,13.778111457824707,14.269613265991211,0.3954274654388428,14.275485038757324,25.048107147216797,-0.28581285069833573,1.5052634015200037,0.0,0.9998593330383301,0.33118483424186707,32.0,524288,True
letter_L,handcrafted,raw,20.033050537109375,10.56143569946289,0.853529691696167,28.542959213256836,28.49134635925293,0.08770559907720063,8934.381986995439,-3.0509476346196607e-05,0.00011938497482333332,2.070942173304502e-08,32.0,524288,True
letter_L,handcrafted,minmax,20.033050537109375,16.81279182434082,0.11838884651660919,17.01091194152832,28.49134635925293,-0.1848777167612412,1.3393035696051003,0.0,0.9999333024024963,0.20366430282592773,32.0,524288,True
ring,handcrafted,raw,16.673221588134766,8.824411392211914,0.7679240107536316,24.37685775756836,26.836292266845703,0.13032021020729562,13202.96517717116,-2.5660101528046653e-05,7.73251085774973e-05,5.932803048835922e-08,32.0,524288,True
ring,handcrafted,minmax,16.673219680786133,15.97148323059082,0.1809743344783783,16.065473556518555,26.836292266845703,-0.20846921704893406,1.3598421854168254,0.0,0.9999029636383057,0.24971480667591095,32.0,524288,True
heldout_0,mnist,raw,6.149709701538086,11.803586959838867,0.7195137143135071,25.83259391784668,29.435874938964844,0.09729838459868906,9892.01757379891,-2.6210551368421875e-05,9.87098683253862e-05,3.1967502422958205e-08,32.0,524288,True
heldout_0,mnist,minmax,6.149709224700928,17.863935470581055,0.2138623297214508,18.703088760375977,29.435874938964844,-0.16197684726077563,1.2358138780109547,0.0,0.9999199509620667,0.2100570648908615,32.0,524288,True
heldout_1,mnist,raw,6.528185844421387,9.332903861999512,0.6953757405281067,22.27227210998535,27.15362548828125,0.14404746868520504,14516.914518565438,-2.7340500309946947e-05,7.033502333797514e-05,3.62141854282072e-08,32.0,524288,True
heldout_1,mnist,minmax,6.528186321258545,15.317706108093262,0.2103753387928009,15.754790306091309,27.15362548828125,-0.25285223656617556,1.4180923800439598,0.0,0.9998976588249207,0.280253529548645,32.0,524288,True
heldout_2,mnist,raw,6.407412528991699,9.357990264892578,0.6902361512184143,22.145511627197266,27.19308090209961,0.1451394868760908,14519.892606244706,-2.5158782591461204e-05,6.957726873224601e-05,1.4355080679706589e-08,32.0,524288,True
heldout_2,mnist,minmax,6.407412052154541,16.15928840637207,0.22100073099136353,16.45232391357422,27.19308090209961,-0.22016333382382458,1.3757024725995937,0.0,0.9998944997787476,0.2656906247138977,32.0,524288,True
heldout_3,mnist,raw,6.162197589874268,11.090066909790039,0.7245241403579712,25.10816764831543,28.819881439208984,0.1076446217455798,10880.761614152589,-2.374329778831452e-05,8.918582170736045e-05,4.908958928240281e-08,32.0,524288,True
heldout_3,mnist,minmax,6.162197113037109,18.31753158569336,0.21483831107616425,18.82477569580078,28.819881439208984,-0.15070054129522123,1.2288636037201652,0.0,0.9999114871025085,0.21066559851169586,32.0,524288,True
letter_A,handcrafted,raw,10.841431617736816,32.11695861816406,0.9905074834823608,55.191253662109375,53.1059684753418,0.0009377329564691848,138.9923867495202,-9.091752872336656e-05,0.007094098720699549,-6.982014610912302e-08,64.0,1048576,True
letter_A,handcrafted,minmax,10.841432571411133,38.33052062988281,0.43668606877326965,39.273521423339844,53.1059684753418,-0.011699111351909167,0.9986639215179006,0.0,0.9999986290931702,0.012644032947719097,64.0,1048576,True
stripe_target,handcrafted,raw,19.386587142944336,6.722481727600098,0.5501179099082947,19.465635299682617,28.152446746826172,0.2126555448287084,21662.70879443952,-1.8847085812012665e-05,4.394082861836068e-05,2.399190179858124e-09,64.0,1048576,True
stripe_target,handcrafted,minmax,19.386587142944336,16.607131958007812,0.4176463186740875,16.645309448242188,28.152446746826172,-0.19562338640549584,1.3603728311180276,0.0,0.9998407959938049,0.3001610040664673,64.0,1048576,True
letter_L,handcrafted,raw,28.13390350341797,10.561423301696777,0.853529691696167,29.879817962646484,31.56854248046875,0.08797254647984601,9184.277455819474,-2.5558567358530127e-05,0.00011176251427968964,-8.919670335671981e-09,64.0,1048576,True
letter_L,handcrafted,minmax,28.133907318115234,18.455541610717773,0.12764112651348114,18.5582275390625,31.568544387817383,-0.14676442801639783,1.2612867522046363,0.0,0.9999272227287292,0.18604417145252228,64.0,1048576,True
ring,handcrafted,raw,23.847835540771484,8.824409484863281,0.7679240107536316,25.34531593322754,29.97662353515625,0.13060593190546763,13442.682422328142,-2.0563935322570615e-05,7.29548410163261e-05,3.701521933408003e-08,64.0,1048576,True
ring,handcrafted,minmax,23.847829818725586,18.413068771362305,0.195285826921463,18.41791343688965,29.97662353515625,-0.1458285170013964,1.257277598993033,0.0,0.9998931288719177,0.22026322782039642,64.0,1048576,True
heldout_0,mnist,raw,6.2959980964660645,11.803586959838867,0.7195138335227966,26.48615074157715,32.445350646972656,0.09748588813197635,10033.424147732363,-2.047429370577447e-05,9.444360330235213e-05,1.2829005413550476e-08,64.0,1048576,True
heldout_0,mnist,minmax,6.295998573303223,20.773839950561523,0.23406702280044556,21.246803283691406,32.445350646972656,-0.10794138461495073,1.153120343764328,0.0,0.9999130368232727,0.1782606542110443,64.0,1048576,True
heldout_1,mnist,raw,6.898565292358398,9.332903861999512,0.6953755617141724,22.90492057800293,30.182296752929688,0.14388048803946402,14743.255985801094,-1.9850329408654943e-05,6.48713976261206e-05,4.6984109047798484e-08,64.0,1048576,True
heldout_1,mnist,minmax,6.898563861846924,18.731433868408203,0.23763734102249146,18.838838577270508,30.182300567626953,-0.14877799961920365,1.2492215526539896,0.0,0.9998820424079895,0.2348271906375885,64.0,1048576,True
heldout_2,mnist,raw,6.720431804656982,9.357989311218262,0.6902362108230591,22.73019790649414,30.21192169189453,0.14514130161061378,14753.566586605963,-1.898309164971579e-05,6.393978401320055e-05,1.4004656989641262e-08,64.0,1048576,True
heldout_2,mnist,minmax,6.720430850982666,19.354564666748047,0.2469213753938675,19.444969177246094,30.21192169189453,-0.13492700510691277,1.2235556352190042,0.0,0.9998794794082642,0.2290659248828888,64.0,1048576,True
heldout_3,mnist,raw,6.388126850128174,11.090066909790039,0.7245242595672607,25.732624053955078,31.78990936279297,0.10797714342214745,11028.178369042005,-2.057812707789708e-05,8.684826025273651e-05,1.8281596680935763e-08,64.0,1048576,True
heldout_3,mnist,minmax,6.388125896453857,20.177860260009766,0.22888091206550598,20.49066734313965,31.78990936279297,-0.11896211465899874,1.1848276094922878,0.0,0.9999069571495056,0.19170793890953064,64.0,1048576,True
