image_size,num_pixels,basis,rho,sigma_a,window_frac,window_frames,gain_rel_mse_mean,gain_rel_mse_std,gain_corr_mean,gain_corr_std
32,1024,random_binary,0.0003,0.15,0.0015,3,0.0010165299336222233,0.0001832034385235753,0.8400818221271038,0.07575781893678935
32,1024,random_binary,0.0003,0.15,0.0025,5,0.0006136998290457996,0.00011580392396167391,0.8913045637309551,0.05738515880719553
32,1024,random_binary,0.0003,0.15,0.004,8,0.0003505694621708244,6.87812416140402e-05,0.9317215103656054,0.03976255825190957
32,1024,random_binary,0.0003,0.15,0.006,12,0.0002593527974568133,5.121439111378762e-05,0.9474004358053207,0.032031121944567614
32,1024,random_binary,0.0003,0.15,0.009,18,0.00019907517025785637,4.0373103343238055e-05,0.9582613445818424,0.026429179571895403
32,1024,random_binary,0.0003,0.15,0.013,27,0.00016207727776418324,3.275992507846839e-05,0.9650115258991718,0.02300630045332032
32,1024,random_binary,0.0003,0.15,0.02,41,0.00013778212041870574,2.4780465855793127e-05,0.9696001913398504,0.020174025417129846
32,1024,random_binary,0.0003,0.15,0.03,61,0.0001350613322301797,2.1110237199082187e-05,0.9695491939783096,0.020083895478328215
32,1024,random_binary,0.0003,0.15,0.045,92,0.00015259739666362293,2.3232129713689856e-05,0.9647125322371721,0.023243728920565133
32,1024,random_binary,0.0003,0.15,0.067,137,0.00018897800418926636,3.287185866069302e-05,0.956196740269661,0.029147995050329188
32,1024,random_binary,0.0003,0.15,0.1,205,0.0002558605037847883,5.5064308328133716e-05,0.9401065073907375,0.04116523972324328
32,1024,random_binary,0.0003,0.15,0.15,307,0.0003616877538661356,8.82111313057237e-05,0.9150067120790482,0.060208137549768746
32,1024,random_binary,0.0003,0.15,0.22,451,0.0005295787668728735,0.00016099737939209819,0.8773555848747492,0.09084137966643865
32,1024,random_binary,0.0003,0.15,0.33,676,0.0008040114144023391,0.0003417469436850022,0.8104100404307246,0.15537674107211985
32,1024,random_binary,0.0003,0.15,0.5,1024,0.00124245696770231,0.0006061398719574274,0.698612779029645,0.25401701405533855
32,1024,random_binary,0.0003,0.3,0.0015,3,0.0010266382087138481,0.00018431708735270087,0.9482112601399422,0.030424046518256035
32,1024,random_binary,0.0003,0.3,0.0025,5,0.000630941638519289,0.00011680085263049112,0.9667484443634748,0.020663913744604696
32,1024,random_binary,0.0003,0.3,0.004,8,0.0003810526613960974,7.048019817316506e-05,0.9792381096631289,0.013460286802280267
32,1024,random_binary,0.0003,0.3,0.006,12,0.00030308372788567794,5.233056122844605e-05,0.9832255151122808,0.011029022492882309
32,1024,random_binary,0.0003,0.3,0.009,18,0.00026392138215669547,4.194726828196234e-05,0.9851994980126619,0.00981984393964806
32,1024,random_binary,0.0003,0.3,0.013,27,0.00025490323969279416,3.622369505435652e-05,0.9855358358472586,0.00973352252456309
32,1024,random_binary,0.0003,0.3,0.02,41,0.00027858680550707504,3.0509523507203925e-05,0.9841636400669813,0.010522763235502896
32,1024,random_binary,0.0003,0.3,0.03,61,0.0003421787760089501,3.1569140197125063e-05,0.9803873989731073,0.012836773560998537
32,1024,random_binary,0.0003,0.3,0.045,92,0.0004630422317859484,4.888155828226017e-05,0.9731355141848326,0.017407334046750666
32,1024,random_binary,0.0003,0.3,0.067,137,0.0006402276558219455,8.414631032878024e-05,0.9630395695567131,0.023690794718657614
32,1024,random_binary,0.0003,0.3,0.1,205,0.0009166142444883008,0.0001639336824924323,0.946919959038496,0.03442229471588697
32,1024,random_binary,0.0003,0.3,0.15,307,0.0013236304912425112,0.00031625336281346564,0.9233118612319231,0.05198069355110765
32,1024,random_binary,0.0003,0.3,0.22,451,0.0019549888093024492,0.0006026689687642843,0.8898798935115337,0.07466140917744124
32,1024,random_binary,0.0003,0.3,0.33,676,0.003017406208527973,0.0013131212992087546,0.8288315143436193,0.12687169754532465
32,1024,random_binary,0.0003,0.3,0.5,1024,0.004731989436550066,0.0024326886073479663,0.7225799716543406,0.22693925918652721
32,1024,random_binary,0.0003,0.5,0.0015,3,0.0010492337969481014,0.00018598039388588396,0.9792852438986301,0.013071199535663542
32,1024,random_binary,0.0003,0.5,0.0025,5,0.0006706058156851213,0.00011868438998086548,0.9864942021667957,0.008827875471126016
32,1024,random_binary,0.0003,0.5,0.004,8,0.00045257188048708485,7.355083881134025e-05,0.9907505176961422,0.00612515389666379
32,1024,random_binary,0.0003,0.5,0.006,12,0.0004061298286615056,5.4428308753820404e-05,0.9916199613362551,0.005552205875339633
32,1024,random_binary,0.0003,0.5,0.009,18,0.000415850162426068,4.602816313187793e-05,0.9913542382419109,0.0057407752983111154
32,1024,random_binary,0.0003,0.5,0.013,27,0.000472464392260008,4.6905995076502756e-05,0.9901251327246428,0.006633559355542213
32,1024,random_binary,0.0003,0.5,0.02,41,0.0006088570826250361,5.458541190951829e-05,0.9873078316450119,0.008485934326324608
32,1024,random_binary,0.0003,0.5,0.03,61,0.0008287693781312555,7.626657470960993e-05,0.982635710388422,0.01147595931922443
32,1024,random_binary,0.0003,0.5,0.045,92,0.0011964586155954748,0.00013467078350628623,0.9747282564640045,0.016471209584560813
32,1024,random_binary,0.0003,0.5,0.067,137,0.0017112235727836378,0.00024292267091466921,0.9641018901020288,0.022995291793169385
32,1024,random_binary,0.0003,0.5,0.1,205,0.002492725878255442,0.00046739578314825334,0.9477500002831221,0.03354170757185164
32,1024,random_binary,0.0003,0.5,0.15,307,0.003624728284194134,0.0009181707546926566,0.9241066612303257,0.050933352881622956
32,1024,random_binary,0.0003,0.5,0.22,451,0.00539148705865955,0.0017544106775400736,0.8910439778119326,0.07131432665913287
32,1024,random_binary,0.0003,0.5,0.33,676,0.008402884734096006,0.003840023244168298,0.8303650980815291,0.1189947827263635
32,1024,random_binary,0.0003,0.5,0.5,1024,0.013197117528761737,0.007173514721093244,0.7241209845524281,0.21994731322893515
32,1024,random_binary,0.001,0.05,0.0015,3,0.0010138400775758782,0.00018243065308464805,0.6680153738707304,0.10560572230995331
32,1024,random_binary,0.001,0.05,0.0025,5,0.0006095944572734879,0.00011524401798626937,0.751700347289443,0.09435180580168466
32,1024,random_binary,0.001,0.05,0.004,8,0.00034387117284495616,6.805911689653125e-05,0.8303399290889502,0.07643363227386775
32,1024,random_binary,0.001,0.05,0.006,12,0.00024994432351377327,5.0653406822398303e-05,0.8656003382056952,0.0657917276594783
32,1024,random_binary,0.001,0.05,0.009,18,0.00018509829328650085,3.969513910959274e-05,0.8930204920470715,0.05666738253081549
32,1024,random_binary,0.001,0.05,0.013,27,0.0001421588697212428,3.1721208430123716e-05,0.9127263575792313,0.04973735686671366
32,1024,random_binary,0.001,0.05,0.02,41,0.00010776642852761142,2.384130551138965e-05,0.9298337548971176,0.0422239163422905
32,1024,random_binary,0.001,0.05,0.03,61,9.102305557462387e-05,2.028071746059676e-05,0.9378654230386019,0.03855920454615893
32,1024,random_binary,0.001,0.05,0.045,92,8.704828826466837e-05,2.1057990397413873e-05,0.9376429934054613,0.03991469542417174
32,1024,random_binary,0.001,0.05,0.067,137,9.418497882052179e-05,2.706717201188062e-05,0.9312578774988651,0.04593368909251836
32,1024,random_binary,0.001,0.05,0.1,205,0.00011751489864764153,3.9085791708027664e-05,0.9125366490334272,0.062321839463503566
32,1024,random_binary,0.001,0.05,0.15,307,0.0001598899145847099,5.305184065427247e-05,0.8797171320766211,0.0861826211435921
32,1024,random_binary,0.001,0.05,0.22,451,0.00023033071829559049,8.526028285338123e-05,0.825868034735322,0.13284232784953684
32,1024,random_binary,0.001,0.05,0.33,676,0.0003394533418941137,0.00015572187729743573,0.7395677308086306,0.21835183702206637
32,1024,random_binary,0.001,0.05,0.5,1024,0.0005035759272686846,0.0002467360915077478,0.6088826365303248,0.33502719294716754
32,1024,random_binary,0.001,0.1,0.0015,3,0.001017567909002537,0.00018269295995545346,0.8645119164139032,0.06392767120526155
32,1024,random_binary,0.001,0.1,0.0025,5,0.0006159765534903272,0.00011545785894184074,0.9091443922370672,0.04812657175279439
32,1024,random_binary,0.001,0.1,0.004,8,0.00035513976945367176,6.873834616542123e-05,0.943162091076374,0.03330323282045741
32,1024,random_binary,0.001,0.1,0.006,12,0.000266099389136798,5.106399594554277e-05,0.9558720011264086,0.026984592452925966
32,1024,random_binary,0.001,0.1,0.009,18,0.00020933910991516314,4.0291910718465516e-05,0.9642073307186365,0.022783568119783364
32,1024,random_binary,0.001,0.1,0.013,27,0.0001769165435234754,3.303459686471321e-05,0.9689258802682161,0.020555306486910875
32,1024,random_binary,0.001,0.1,0.02,41,0.00016050078829721315,2.5355995887001686e-05,0.9712769109755754,0.0190840063973236
32,1024,random_binary,0.001,0.1,0.03,61,0.0001686017494648695,2.2157273608155295e-05,0.9693815726786852,0.020041314366030485
32,1024,random_binary,0.001,0.1,0.045,92,0.00020270286222512368,2.599297081078474e-05,0.9625898040831089,0.023787949549761912
32,1024,random_binary,0.001,0.1,0.067,137,0.0002614638779050438,3.8684696434138194e-05,0.951914619654417,0.02980190752390716
32,1024,random_binary,0.001,0.1,0.1,205,0.0003614180768636288,6.885732661635497e-05,0.9331315066665411,0.041986826043958286
32,1024,random_binary,0.001,0.1,0.15,307,0.0005147662413946819,0.00012028684957557027,0.9050519987940788,0.05945639824406171
32,1024,random_binary,0.001,0.1,0.22,451,0.0007537123165093362,0.00022536514289774672,0.8627804629504681,0.08626678122406427
32,1024,random_binary,0.001,0.1,0.33,676,0.001139392481491086,0.00047668623805611875,0.7922886982560158,0.1434163694299564
32,1024,random_binary,0.001,0.1,0.5,1024,0.0017468305504735326,0.0008456020381829173,0.6666236876044422,0.2513100663577478
32,1024,random_binary,0.001,0.15,0.0015,3,0.0010234959681838518,0.00018294999003299952,0.9299619812518358,0.03824061550940366
32,1024,random_binary,0.001,0.15,0.0025,5,0.0006263500490604201,0.00011576937978602021,0.9545521065592766,0.02699150300100846
32,1024,random_binary,0.001,0.15,0.004,8,0.00037377690568973776,6.957027800716308e-05,0.9716214053332806,0.017989867971927077
32,1024,random_binary,0.001,0.15,0.006,12,0.0002929715033133107,5.152613333598934e-05,0.9772984646260738,0.014716854180193669
32,1024,random_binary,0.001,0.15,0.009,18,0.0002493204019629047,4.1018831712413045e-05,0.9803318902850151,0.013035860078419967
32,1024,random_binary,0.001,0.15,0.013,27,0.00023421045943905483,3.4951205354222306e-05,0.9812317676842213,0.012746258760928235
32,1024,random_binary,0.001,0.15,0.02,41,0.0002476112472322711,2.881866639389316e-05,0.980045298114419,0.01346193800712925
32,1024,random_binary,0.001,0.15,0.03,61,0.00029684164701393456,2.8768504173874826e-05,0.9759332705289125,0.015940785316372046
32,1024,random_binary,0.001,0.15,0.045,92,0.00039471427771786693,4.180384316176143e-05,0.9677347149699926,0.02060594352694585
32,1024,random_binary,0.001,0.15,0.067,137,0.0005404095909398166,6.989324964580565e-05,0.9561022538691759,0.02708424128955219
32,1024,random_binary,0.001,0.15,0.1,205,0.000769460593801341,0.00013548365917388455,0.9372695479542017,0.03873056747264612
32,1024,random_binary,0.001,0.15,0.15,307,0.0011079907653765986,0.00026154482463245477,0.9100866988301277,0.05589750462991565
32,1024,random_binary,0.001,0.15,0.22,451,0.0016294350352836773,0.0004986046665551855,0.8703717608004808,0.07910786597951713
32,1024,random_binary,0.001,0.15,0.33,676,0.0024840770711307414,0.001059790084899651,0.802875162102282,0.12951954374133257
32,1024,random_binary,0.001,0.15,0.5,1024,0.003837652020592941,0.0019209686165223528,0.688522054348141,0.21511294147051851
32,1024,random_binary,0.001,0.3,0.0015,3,0.0010544052074692445,0.00018373943356965773,0.9797376878559589,0.012539651481986285
32,1024,random_binary,0.001,0.3,0.0025,5,0.0006813339714426547,0.00011734672465226644,0.9866148233413696,0.008693248698109935
32,1024,random_binary,0.001,0.3,0.004,8,0.000473804616376583,7.323576318756187e-05,0.9905507043004036,0.006227071068119685
32,1024,random_binary,0.001,0.3,0.006,12,0.00043766973067249637,5.383248951150824e-05,0.9912020396441221,0.005784984305377383
32,1024,random_binary,0.001,0.3,0.009,18,0.0004632564123312477,4.63401081281594e-05,0.9906267374753952,0.006228161938758637
32,1024,random_binary,0.001,0.3,0.013,27,0.0005408127208283986,4.9912510875005276e-05,0.988999355584383,0.007465146747005733
32,1024,random_binary,0.001,0.3,0.02,41,0.0007139580648072297,6.331168206039126e-05,0.9854934271425009,0.009920519109381421
32,1024,random_binary,0.001,0.3,0.03,61,0.0009842318522714777,9.257267888750838e-05,0.9799545500427485,0.013538833879377482
32,1024,random_binary,0.001,0.3,0.045,92,0.0014287551020970568,0.0001610541454062435,0.9708189759403467,0.018871860200564628
32,1024,random_binary,0.001,0.3,0.067,137,0.0020502038205449935,0.00028922220312164125,0.9584572426974773,0.02577036499996248
32,1024,random_binary,0.001,0.3,0.1,205,0.002990248685819097,0.0005579383509622319,0.9394244737923145,0.0369991182500705
32,1024,random_binary,0.001,0.3,0.15,307,0.004347193149442319,0.0011118579824358791,0.9124206621199846,0.05426776554929684
32,1024,random_binary,0.001,0.3,0.22,451,0.006448562031437177,0.0021335544650836753,0.8736296407878399,0.07490408540620512
32,1024,random_binary,0.001,0.3,0.33,676,0.00994249148061499,0.004525696146754388,0.8065639613196254,0.1198632100139218
32,1024,random_binary,0.001,0.3,0.5,1024,0.015390060885692947,0.008286916742482565,0.6975355003960431,0.1981891361657727
32,1024,random_binary,0.001,0.5,0.0015,3,0.0011258812228334136,0.00018517863560901497,0.9917630422860384,0.0051668669749257755
32,1024,random_binary,0.001,0.5,0.0025,5,0.0008101109178824117,0.00012117312534297172,0.993999408558011,0.003886342169511883
32,1024,random_binary,0.001,0.5,0.004,8,0.0007099054419086315,8.254333941039229e-05,0.9947142042219639,0.0033728838300805773
32,1024,random_binary,0.001,0.5,0.006,12,0.0007795675610395847,6.369227383395394e-05,0.9941695630550385,0.0037052528827870006
32,1024,random_binary,0.001,0.5,0.009,18,0.0009664906046964461,7.396591127022761e-05,0.9927446581423283,0.004700892748689339
32,1024,random_binary,0.001,0.5,0.013,27,0.0012624164155567996,0.00011036785435978737,0.9904998745769262,0.006327525249096947
32,1024,random_binary,0.001,0.5,0.02,41,0.0018096292988047935,0.00018562468394798796,0.9863832984119654,0.009295433577931517
32,1024,random_binary,0.001,0.5,0.03,61,0.0026033570247818716,0.0003002088809303325,0.9803673103451729,0.013255788623200189
32,1024,random_binary,0.001,0.5,0.045,92,0.003877391427522525,0.0005336429250023969,0.9707489255815744,0.018783335278253894
32,1024,random_binary,0.001,0.5,0.067,137,0.005643869735649787,0.0009657544801728708,0.9578465092927217,0.025800049401452196
32,1024,random_binary,0.001,0.5,0.1,205,0.00831752415979281,0.0017509262202716977,0.9381981510668993,0.03671986967936167
32,1024,random_binary,0.001,0.5,0.15,307,0.012175204654340632,0.003398653660492722,0.9102429542690516,0.054056944747212274
32,1024,random_binary,0.001,0.5,0.22,451,0.018224367464426905,0.006546096064515428,0.869970366358757,0.07320652613174007
32,1024,random_binary,0.001,0.5,0.33,676,0.02821456763194874,0.013665569439796603,0.8004485527053475,0.11555358846503017
32,1024,random_binary,0.001,0.5,0.5,1024,0.04309919528895989,0.02437029202385332,0.6907494198530912,0.1906113508022935
32,1024,random_binary,0.003,0.05,0.0015,3,0.0010156693715543952,0.00018205105546231177,0.7713030651211739,0.07955187853498316
32,1024,random_binary,0.003,0.05,0.0025,5,0.0006132728467491688,0.00011482751198645507,0.8385360185056925,0.06539871245805606
32,1024,random_binary,0.003,0.05,0.004,8,0.0003510857386572752,6.807507508309399e-05,0.894652895629406,0.04890267898502192
32,1024,random_binary,0.003,0.05,0.006,12,0.0002604657925076026,5.048355861587953e-05,0.917220912873745,0.040504937677044155
32,1024,random_binary,0.003,0.05,0.009,18,0.00020104682607779978,3.961391073407002e-05,0.9328936338424683,0.03443510748979205
32,1024,random_binary,0.003,0.05,0.013,27,0.0001651610598401021,3.220554625153013e-05,0.9425957407802343,0.030718614830775468
32,1024,random_binary,0.003,0.05,0.02,41,0.00014291332718130434,2.460497211526772e-05,0.9486644398421049,0.027411963992404455
32,1024,random_binary,0.003,0.05,0.03,61,0.0001428786235919688,2.1289665917597712e-05,0.9474529381841421,0.02790293043801429
32,1024,random_binary,0.003,0.05,0.045,92,0.00016421484770035022,2.3473630131256866e-05,0.9381650257855654,0.03330816619276983
32,1024,random_binary,0.003,0.05,0.067,137,0.0002050829443760449,3.30740500179354e-05,0.9226923193782568,0.040821485867508694
32,1024,random_binary,0.003,0.05,0.1,205,0.00027762896388594527,5.5999950233277755e-05,0.8945684880018234,0.055935324760152554
32,1024,random_binary,0.003,0.05,0.15,307,0.00038924562204556423,9.235695914460191e-05,0.8508762679994106,0.08070073620892901
32,1024,random_binary,0.003,0.05,0.22,451,0.0005569738705162308,0.0001641257993559405,0.786052281036973,0.1143911173767866
32,1024,random_binary,0.003,0.05,0.33,676,0.0008031679280975368,0.0003201017606043326,0.683832177426666,0.18753236291913103
32,1024,random_binary,0.003,0.05,0.5,1024,0.001151644346464309,0.0005286334516566724,0.5203255456872284,0.30010484007178667
32,1024,random_binary,0.003,0.1,0.0015,3,0.0010256781733914977,0.00018187019869369032,0.9199612364172935,0.03730268001422085
32,1024,random_binary,0.003,0.1,0.0025,5,0.0006313776311799302,0.00011468686682745378,0.9474910665303469,0.02656850361085433
32,1024,random_binary,0.003,0.1,0.004,8,0.0003844030597974779,6.890803212108338e-05,0.9663851261138916,0.018118858776516384
32,1024,random_binary,0.003,0.1,0.006,12,0.0003087498139393574,5.068927279446203e-05,0.9724205136299133,0.015004703075505457
32,1024,random_binary,0.003,0.1,0.009,18,0.00027294650453768554,4.023016687694046e-05,0.975183192640543,0.01358481322146771
32,1024,random_binary,0.003,0.1,0.013,27,0.0002681921660041553,3.504743697213746e-05,0.9753079935908318,0.013639859886843712
32,1024,random_binary,0.003,0.1,0.02,41,0.0003000083224833361,3.1042291210036295e-05,0.9723350591957569,0.014891769590603529
32,1024,random_binary,0.003,0.1,0.03,61,0.000374372295482317,3.4480937795421995e-05,0.9653286878019571,0.018594282580030052
32,1024,random_binary,0.003,0.1,0.045,92,0.0005102765117044328,5.138701594429934e-05,0.9522617384791374,0.02576790573027386
32,1024,random_binary,0.003,0.1,0.067,137,0.0007061168344080215,8.711584855069199e-05,0.9340380020439625,0.034910751069406505
32,1024,random_binary,0.003,0.1,0.1,205,0.001005750460535637,0.0001726727092788757,0.9053436033427715,0.050327369659840124
32,1024,random_binary,0.003,0.1,0.15,307,0.0014346865100378636,0.00033775522889029855,0.8640081696212292,0.07576738684308866
32,1024,random_binary,0.003,0.1,0.22,451,0.002059526217635721,0.0006195299771699773,0.8057251796126366,0.10470909883971187
32,1024,random_binary,0.003,0.1,0.33,676,0.0029969683819217607,0.0012095379485340917,0.7095348844304681,0.16140570587462733
32,1024,random_binary,0.003,0.1,0.5,1024,0.00433980287562008,0.0020628602526499666,0.5562920679803938,0.2642680619889973
32,1024,random_binary,0.003,0.15,0.0015,3,0.0010423242674733046,0.00018162680233035783,0.9605882689356804,0.020032643971499033
32,1024,random_binary,0.003,0.15,0.0025,5,0.0006615016227442538,0.00011474038370900671,0.9740818422287703,0.013907623885430405
32,1024,random_binary,0.003,0.15,0.004,8,0.00043989383993903175,7.016276024879341e-05,0.9822972547262907,0.009786057921590933
32,1024,random_binary,0.003,0.15,0.006,12,0.00038931902599870227,5.112901524054733e-05,0.98417510651052,0.008653550242713231
32,1024,random_binary,0.003,0.15,0.009,18,0.0003922477926607826,4.191695980093285e-05,0.983939977362752,0.008722382193710567
32,1024,random_binary,0.003,0.15,0.013,27,0.0004390200792840915,4.159800101168301e-05,0.9819524604827166,0.009847836363691506
32,1024,random_binary,0.003,0.15,0.02,41,0.0005606347422144609,4.8605244383328576e-05,0.9770365711301565,0.012359484518427067
32,1024,random_binary,0.003,0.15,0.03,61,0.0007586367246403825,6.886863938223759e-05,0.9688364528119564,0.016871035702026825
32,1024,random_binary,0.003,0.15,0.045,92,0.0010863679708563723,0.00011130360403219263,0.9549977295100689,0.024429210125143527
32,1024,random_binary,0.003,0.15,0.067,137,0.0015433786029461771,0.000195796277584469,0.9361055009067059,0.03405308818985309
32,1024,random_binary,0.003,0.15,0.1,205,0.0022265741863520816,0.0003909967044808993,0.9071285724639893,0.049588412713478004
32,1024,random_binary,0.003,0.15,0.15,307,0.003187887694366509,0.0007792178681787255,0.8660872634500265,0.07522827880514396
32,1024,random_binary,0.003,0.15,0.22,451,0.004582194145768881,0.0014290258532961132,0.8090337291359901,0.10278561334128981
32,1024,random_binary,0.003,0.15,0.33,676,0.006685948515951168,0.002754215650186602,0.7145591331645846,0.1522573090334083
32,1024,random_binary,0.003,0.15,0.5,1024,0.009684411066700704,0.004710702316495676,0.5630146814510226,0.25796581895720905
32,1024,random_binary,0.003,0.3,0.0015,3,0.001131854638515506,0.00018078523944651664,0.9883921705186367,0.0062428989827152635
32,1024,random_binary,0.003,0.3,0.0025,5,0.0008238211630668957,0.00011660451067812702,0.9914339650422335,0.004696586555295351
32,1024,random_binary,0.003,0.3,0.004,8,0.0007391932740574703,7.89333786202499e-05,0.9922732021659613,0.004169558368532095
32,1024,random_binary,0.003,0.3,0.006,12,0.0008245356439147145,5.998831697979668e-05,0.991383258253336,0.004539564961291716
32,1024,random_binary,0.003,0.3,0.009,18,0.0010342151726945303,7.069770502214788e-05,0.9891948364675045,0.005690528854487554
32,1024,random_binary,0.003,0.3,0.013,27,0.0013583832478616387,0.00010568049081133037,0.9858123492449522,0.0075722768030586475
32,1024,random_binary,0.003,0.3,0.02,41,0.0019617716898210347,0.00018521513269180616,0.9795466735959053,0.011106672433673038
32,1024,random_binary,0.003,0.3,0.03,61,0.0028265420987736434,0.0003049231395482698,0.9703979808837175,0.01634072011455409
32,1024,random_binary,0.003,0.3,0.045,92,0.004198625560093205,0.0005055517423758956,0.9557413831353188,0.02425957550419711
32,1024,random_binary,0.003,0.3,0.067,137,0.006092118172091432,0.0009080127347074769,0.9358320087194443,0.0344220024817114
32,1024,random_binary,0.003,0.3,0.1,205,0.008901700042770244,0.0017182351887632746,0.9057621788233519,0.04991387186333026
32,1024,random_binary,0.003,0.3,0.15,307,0.012800926153431647,0.0033875204234788876,0.8636667467653751,0.07533156428481273
32,1024,random_binary,0.003,0.3,0.22,451,0.01845684292493388,0.006225928677776066,0.8057863153517246,0.10046957874888975
32,1024,random_binary,0.003,0.3,0.33,676,0.026920554315438494,0.011643077321935952,0.7108964063227177,0.142570037486383
32,1024,random_binary,0.003,0.3,0.5,1024,0.03853209243970923,0.019491430558890733,0.5624180729500949,0.2427134453321347
32,1024,random_binary,0.003,0.5,0.0015,3,0.0013428966522042174,0.00018138781066585847,0.9946261458098888,0.0028024999080604263
32,1024,random_binary,0.003,0.5,0.0025,5,0.0012083930960216094,0.00012609637576411554,0.9951325505971909,0.002536006945885575
32,1024,random_binary,0.003,0.5,0.004,8,0.001449046831112355,0.00011495232044785118,0.9941720589995384,0.0029626270033635744
32,1024,random_binary,0.003,0.5,0.006,12,0.0018586799451441038,0.0001185040926393088,0.9925417117774487,0.0037198350298744535
32,1024,random_binary,0.003,0.5,0.009,18,0.0025559329878888093,0.00020299165259317334,0.9897528998553753,0.005168438952687406
32,1024,random_binary,0.003,0.5,0.013,27,0.003537868025887292,0.0003294405393042368,0.9858270287513733,0.007283170866140726
32,1024,random_binary,0.003,0.5,0.02,41,0.005266403080895543,0.0006001119943447408,0.9788623172789812,0.011303025836829855
32,1024,random_binary,0.003,0.5,0.03,61,0.007707494936767034,0.0009929292692312838,0.9688699841499329,0.017006736329637458
32,1024,random_binary,0.003,0.5,0.045,92,0.011572038434678689,0.001716497294674476,0.9530259575694799,0.025275793580688835
32,1024,random_binary,0.003,0.5,0.067,137,0.016921995556913316,0.003090934764828761,0.9314181767404079,0.03594549568449762
32,1024,random_binary,0.003,0.5,0.1,205,0.024889987224014476,0.005381239894532113,0.8989473227411509,0.051123564970501495
32,1024,random_binary,0.003,0.5,0.15,307,0.035810579429380596,0.010241180810063545,0.8539553713053465,0.07561060430487092
32,1024,random_binary,0.003,0.5,0.22,451,0.05142780195455998,0.01851704131058372,0.7926451098173857,0.09802699553844875
32,1024,random_binary,0.003,0.5,0.33,676,0.07392901420826092,0.03276179962617612,0.6943987542763352,0.13656848986230655
32,1024,random_binary,0.003,0.5,0.5,1024,0.10251029336359352,0.05157406122672574,0.5496400479460135,0.22459684373364386
32,1024,random_binary,0.01,0.05,0.0015,3,0.0010234097826469224,0.0001818905591587137,0.8147092051804066,0.05450770637559907
32,1024,random_binary,0.01,0.05,0.0025,5,0.0006271759657465736,0.00011431848643772312,0.8710604831576347,0.0434386959197509
32,1024,random_binary,0.01,0.05,0.004,8,0.00037716992028435925,6.826814155579251e-05,0.9139124341309071,0.03202453618566535
32,1024,random_binary,0.01,0.05,0.006,12,0.00029822211763530504,5.023333150330576e-05,0.9287592712789774,0.026917087830771482
32,1024,random_binary,0.01,0.05,0.009,18,0.0002571582654127269,3.9615413037563664e-05,0.9362083226442337,0.02444783153045454
32,1024,random_binary,0.01,0.05,0.013,27,0.00024532484530936927,3.382114251443103e-05,0.9375649224966764,0.024245242561587714
32,1024,random_binary,0.01,0.05,0.02,41,0.0002648932395459269,2.900570928587781e-05,0.931664802134037,0.02570093483851708
32,1024,random_binary,0.01,0.05,0.03,61,0.00032146114426723216,3.072162573786055e-05,0.9163174480199814,0.03129269157480566
32,1024,random_binary,0.01,0.05,0.045,92,0.0004261245931047597,4.212151771799509e-05,0.8874828442931175,0.04234742671832622
32,1024,random_binary,0.01,0.05,0.067,137,0.0005709984352506581,6.807464020545613e-05,0.847719106823206,0.055415247490815986
32,1024,random_binary,0.01,0.05,0.1,205,0.0007777805185469333,0.0001311754974081366,0.7863816134631634,0.08059523921206674
32,1024,random_binary,0.01,0.05,0.15,307,0.0010366655114921741,0.0002320620274265487,0.7000432955101132,0.12324576574196489
32,1024,random_binary,0.01,0.05,0.22,451,0.0013451684499159455,0.0003574768087494331,0.5880519128404558,0.17577232796874442
32,1024,random_binary,0.01,0.05,0.33,676,0.0016789170695119537,0.0005379523455622737,0.4581708759069443,0.20617802694020895
32,1024,random_binary,0.01,0.05,0.5,1024,0.0020389769233588595,0.0007594460108844561,0.3023935977189467,0.2540794820614362
32,1024,random_binary,0.01,0.1,0.0015,3,0.0010567532481218223,0.00018149843296856935,0.9389980379492044,0.022198163123237104
32,1024,random_binary,0.01,0.1,0.0025,5,0.0006874257760500768,0.00011383143271539207,0.9583566170185804,0.016064579988291253
32,1024,random_binary,0.01,0.1,0.004,8,0.0004885305379502825,6.957738072081215e-05,0.9693554881960154,0.011936294142816578
32,1024,random_binary,0.01,0.1,0.006,12,0.00045999643043614924,5.022186194061007e-05,0.9708361010998487,0.010926109791679779
32,1024,random_binary,0.01,0.1,0.009,18,0.0004963564397257869,4.2197605661888836e-05,0.9683179594576359,0.011645390396059822
32,1024,random_binary,0.01,0.1,0.013,27,0.0005868599837413058,4.577384032210858e-05,0.9624363966286182,0.013902058564740683
32,1024,random_binary,0.01,0.1,0.02,41,0.000785653637649375,6.368067745998915e-05,0.9497852493077517,0.01843139424095143
32,1024,random_binary,0.01,0.1,0.03,61,0.001086023825337179,9.99236843209027e-05,0.9302721079438925,0.025831183321325765
32,1024,random_binary,0.01,0.1,0.045,92,0.0015566430192848202,0.00015393333917644624,0.8987401463091373,0.037526259699311566
32,1024,random_binary,0.01,0.1,0.067,137,0.002172256812627893,0.00026049606430320765,0.856671791523695,0.052147188489530934
32,1024,random_binary,0.01,0.1,0.1,205,0.0030098758506937884,0.0005115212003019333,0.794796435162425,0.07753778915888339
32,1024,random_binary,0.01,0.1,0.15,307,0.004014848964288831,0.0009290218803200684,0.7116279387846589,0.12127059285696869
