basis,law,fit_status,n,intercept,intercept_se,r2,rmse_log10,rho_exponent,rho_exponent_se,sigma_a_exponent,sigma_a_exponent_se,bootstrap_iterations,intercept_ci_low,intercept_ci_high,rho_exponent_ci_low,rho_exponent_ci_high,sigma_a_exponent_ci_low,sigma_a_exponent_ci_high
hadamard_paired,best_agc_window_frames ~ rho^a * sigma_a^b,ok,45,0.39688394238043917,0.025104404042279958,0.7067914171777432,0.05969223129370692,-0.06654194536999838,0.00713430964571393,-0.09898845590464134,0.026223434699137012,200,0.34266449112235237,0.4347450950287214,-0.07645780500471815,-0.05765735525331444,-0.15957055578466067,-0.054783586676001535
random_binary,best_agc_window_frames ~ rho^a * sigma_a^b,ok,45,-0.0565230132751125,0.08703240823163742,0.8208602788785753,0.2069421219265639,-0.2955304552838024,0.024733355489776142,-0.6408055532862788,0.09091188423064049,200,-0.2976749775290413,0.13771965921473037,-0.3552024541543121,-0.24497146850405194,-0.8152207834122368,-0.46162518466875363
random_uniform,best_agc_window_frames ~ rho^a * sigma_a^b,ok,45,0.02588869315058725,0.08357917990438174,0.748671518732553,0.198731176003555,-0.23064050732834562,0.02375199779164074,-0.48468547359457853,0.08730472799667893,200,-0.2092872268851769,0.2016078519545423,-0.2780560489967435,-0.17704789176399965,-0.7019246337559429,-0.2878761095864604
srht_paired,best_agc_window_frames ~ rho^a * sigma_a^b,ok,45,0.16801148425654086,0.05669725165724185,0.7865963532730578,0.13481241992208717,-0.17861943308863681,0.016112541397218315,-0.3345872691029287,0.059224535820496214,200,0.03609252013353346,0.28294599314140273,-0.20885064358169844,-0.14023169302397567,-0.4632132078870696,-0.2206881006872373
