image_size,num_pixels,basis,rho,sigma_a,window_frac,window_frames,gain_rel_mse_mean,gain_rel_mse_std,gain_corr_mean,gain_corr_std,boundary_status
32,1024,srht_paired,0.001,0.1,0.006,12,4.368499423890171e-05,5.927986387077306e-06,0.9921190496534109,0.005011144890739935,interior
32,1024,srht_paired,0.001,0.15,0.006,12,7.081813942022563e-05,6.1509929496791525e-06,0.9943180046975613,0.003576005031319568,interior
32,1024,srht_paired,0.001,0.3,0.004,8,0.00017543186595503357,1.1663646522044683e-05,0.996466850861907,0.00221362834836536,interior
32,1024,srht_paired,0.001,0.5,0.0025,5,0.00032676360660843784,2.6377575238728743e-05,0.9975505974143744,0.0015365296480904934,interior
32,1024,srht_paired,0.003,0.05,0.009,18,3.6924030951013265e-05,5.438865041490705e-06,0.9865016341209412,0.007061451663252691,interior
32,1024,srht_paired,0.003,0.1,0.004,8,8.621493930149882e-05,9.671592746305899e-06,0.9921174924820662,0.004131769039171632,interior
32,1024,srht_paired,0.003,0.15,0.004,8,0.00014197336531651672,1.081039995838421e-05,0.9942192323505878,0.0029892595558817896,interior
32,1024,srht_paired,0.003,0.3,0.0025,5,0.0003429431317272247,2.721206140778542e-05,0.9964159112423658,0.0018771696703883628,interior
32,1024,srht_paired,0.003,0.5,0.0015,3,0.0006763253768440336,6.767744522974921e-05,0.9972873590886593,0.0013562615927870919,lower_bound
32,1024,srht_paired,0.01,0.05,0.006,12,7.627570357726654e-05,6.3228464208904215e-06,0.9807348474860191,0.006701134949116698,interior
32,1024,srht_paired,0.01,0.1,0.004,8,0.00019035631521546748,1.185318830135801e-05,0.9879901390522718,0.00415525817578075,interior
32,1024,srht_paired,0.01,0.15,0.0025,5,0.00030759928449697327,2.6261820743619922e-05,0.9913096986711025,0.003118495983598797,interior
32,1024,srht_paired,0.01,0.3,0.0015,3,0.0007443123267876217,6.548598608860383e-05,0.9945693258196115,0.0018980756528424604,lower_bound
32,1024,srht_paired,0.01,0.5,0.0015,3,0.0014474684940068983,9.09248588174279e-05,0.9958545546978712,0.0013295025726287211,lower_bound
32,1024,srht_paired,0.03,0.05,0.004,8,0.00015298359494408942,1.0786590794426157e-05,0.9658664017915726,0.007137656825986774,interior
32,1024,srht_paired,0.03,0.1,0.0025,5,0.0003678935354400892,2.6850715005259364e-05,0.9795294608920813,0.004406852016024854,interior
32,1024,srht_paired,0.03,0.15,0.0015,3,0.0006485529629571829,6.370634342783024e-05,0.9839767832309008,0.00354769466742973,lower_bound
32,1024,srht_paired,0.03,0.3,0.0015,3,0.0015461272560060024,8.459560973549537e-05,0.9901589527726173,0.001917616232634219,lower_bound
32,1024,srht_paired,0.03,0.5,0.0015,3,0.0036851461773039773,0.00020172127038888527,0.9908620435744524,0.0017073886050042268,lower_bound
32,1024,srht_paired,0.1,0.05,0.0025,5,0.0003261685760662658,2.5433191064009847e-05,0.9310836605727673,0.00842393048346712,interior
32,1024,srht_paired,0.1,0.1,0.0015,3,0.0007935963694762904,6.440769337811254e-05,0.958562484011054,0.005052172677649099,lower_bound
32,1024,srht_paired,0.1,0.15,0.0015,3,0.0013481094974849839,7.532264722824178e-05,0.9686080235987902,0.0032226562895790907,lower_bound
32,1024,srht_paired,0.1,0.3,0.0015,3,0.004356532939709723,0.00021594756568703156,0.9740121401846409,0.0024344074708480714,lower_bound
32,1024,srht_paired,0.1,0.5,0.0015,3,0.01156358391745016,0.0007121334056284125,0.9731402229517698,0.002769937559154929,lower_bound
32,1024,srht_paired,0.3,0.05,0.0015,3,0.0006762175198673503,6.340200519834252e-05,0.8601292669773102,0.013591142169490644,lower_bound
32,1024,srht_paired,0.3,0.1,0.0015,3,0.0016536109178559855,8.270817474713081e-05,0.9130172226577997,0.005749123844257853,lower_bound
32,1024,srht_paired,0.3,0.15,0.0015,3,0.0032874257522053085,0.0001478908355183053,0.9234217796474695,0.004503231341042772,lower_bound
32,1024,srht_paired,0.3,0.3,0.0015,3,0.012205045495647937,0.0006393081217774782,0.9268286470323801,0.0044324703266037145,lower_bound
32,1024,srht_paired,0.3,0.5,0.0015,3,0.0338598326779902,0.002385977372785323,0.9202197566628456,0.005420175257978776,lower_bound
32,1024,srht_paired,1.0,0.05,0.0015,3,0.0012737787365040276,7.288625320994404e-05,0.709694430232048,0.016891815997695476,lower_bound
32,1024,srht_paired,1.0,0.1,0.0015,3,0.004041631487780251,0.0001813813068668551,0.7710262928158045,0.010790400448697085,lower_bound
32,1024,srht_paired,1.0,0.15,0.0015,3,0.008655237179482356,0.000401476574283755,0.7827188391238451,0.010175921230633059,lower_bound
32,1024,srht_paired,1.0,0.3,0.0015,3,0.033523502526804805,0.001690842883539387,0.7816624287515879,0.01049978037856411,lower_bound
32,1024,srht_paired,1.0,0.5,0.0015,3,0.09114003414288163,0.005179737277142615,0.7645484693348408,0.01162987211793157,lower_bound
32,1024,srht_paired,3.0,0.05,0.0015,3,0.0019001944237970747,9.711947725246432e-05,0.5239641908556223,0.020746867620756945,lower_bound
32,1024,srht_paired,3.0,0.1,0.0015,3,0.006528217796585523,0.00032014293265685765,0.5877743009477854,0.017826187269024223,lower_bound
32,1024,srht_paired,3.0,0.15,0.0015,3,0.014189824840286747,0.0007073491564117679,0.60124871134758,0.017665084039120392,lower_bound
32,1024,srht_paired,3.0,0.3,0.0015,3,0.05446441343519837,0.002682750573503273,0.6038355436176062,0.01718802897719543,lower_bound
32,1024,srht_paired,3.0,0.5,0.0015,3,0.14201048901304603,0.007036912884832258,0.5953486002981663,0.015863357688309744,lower_bound
