config_id,config_index,global_config_index,init_seed,object,object_index,method,steps,lr,beta,xi,x_step,channels,blocks,residual_scale,denoiser,denoise_kernel,nlm_h,nlm_patch_size,nlm_patch_distance,otsu_temperature,binary_prior_weight,fixed_init_seed,cnr,psnr,ssim,ks_d,ks_p,best_trace_cnr,final_loss,final_proxy_mean,final_proxy_std,final_proxy_min,final_proxy_max,final_proxy_range,final_proxy_tv_l1,final_proxy_roughness_l2,final_proxy_otsu_score,final_proxy_otsu_threshold,final_proxy_otsu_fg_fraction,final_proxy_hist_entropy,final_proxy_data_loss,final_proxy_aug_loss,final_proxy_denoiser_mse,final_proxy_binary_prior_loss,final_proxy_net_delta_mse,final_proxy_dual_abs_mean
cfg0000,0,0,20240709,letter_A,0,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240709,8.61868667602539,9.335256576538086,0.08149317651987076,0.00494229793548584,0.8982973786074485,9.304610252380371,0.002624213695526123,0.37410151958465576,0.09458743780851364,0.11033841222524643,0.9715327620506287,0.861194372177124,0.03182051703333855,0.002881269436329603,0.009013036265969276,0.4838709533214569,0.0892333984375,1.2470133304595947,0.0005593179957941175,0.0020648958161473274,0.004861912224441767,0.0,2.704008511500433e-05,0.07132161408662796
cfg0000,0,0,20240710,stripe_target,1,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240709,6.863532543182373,7.335970878601074,0.1853019893169403,0.004685699939727783,0.9740428844495653,7.527558326721191,0.002282199915498495,0.5073659420013428,0.10285713523626328,0.16563144326210022,0.8941401243209839,0.728508710861206,0.09354270249605179,0.015963664278388023,0.010317179374396801,0.5483871102333069,0.21807861328125,1.7747728824615479,0.00022764451568946242,0.0020545553416013718,0.004183740820735693,0.0,1.601510120963212e-05,0.07012374699115753
cfg0000,0,0,20240711,letter_L,2,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240709,14.352523803710938,9.371338844299316,0.0822000503540039,0.004587233066558838,1.0,15.568257331848145,0.002857331419363618,0.36939191818237305,0.09468043595552444,0.16218158602714539,0.932914137840271,0.7707325220108032,0.02700115740299225,0.0028576438780874014,0.0093320207670331,0.4838709533214569,0.08807373046875,1.1280555725097656,0.0008648340008221567,0.0019924973603338003,0.004804237745702267,0.0,3.039047987840604e-05,0.07004779577255249
cfg0000,0,0,20240712,ring,3,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240709,9.772926330566406,6.674371719360352,0.10784266144037247,0.003703176975250244,1.0,10.448437690734863,0.005330261774361134,0.5364118218421936,0.11714810132980347,0.2649971842765808,1.0,0.7350028157234192,0.04323526471853256,0.004686096683144569,0.013891112059354782,0.6451612710952759,0.13128662109375,1.5352898836135864,0.000301595835480839,0.0050286659970879555,0.004716017283499241,0.0,2.0496594515861943e-05,0.11431237310171127
cfg0001,1,1,20240710,letter_A,0,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240710,8.918634414672852,9.099316596984863,0.07939112186431885,0.00494229793548584,0.8982973786074485,9.318371772766113,0.00259038177318871,0.38286447525024414,0.09049564599990845,0.15622162818908691,0.958294689655304,0.802073061466217,0.029184509068727493,0.0025941147468984127,0.008177423849701881,0.4838709533214569,0.08953857421875,1.0475082397460938,0.0005610496154986322,0.002029332099482417,0.00485369423404336,0.0,2.152621527784504e-05,0.070670485496521
cfg0001,1,1,20240711,stripe_target,1,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240710,6.386989593505859,7.7399163246154785,0.18699580430984497,0.004685699939727783,0.9740428844495653,7.373508453369141,0.0020750814583152533,0.4808673858642578,0.10660780966281891,0.15870927274227142,0.8830999135971069,0.7243906259536743,0.10440601408481598,0.01884620636701584,0.010963788256049156,0.5483871102333069,0.21490478515625,1.8780193328857422,0.00022794508549850434,0.0018471364164724946,0.004092446994036436,0.0,3.190992720192298e-05,0.06682419776916504
cfg0001,1,1,20240712,letter_L,2,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240710,15.010003089904785,6.929749488830566,0.08408847451210022,0.004587233066558838,1.0,16.085508346557617,0.005542721599340439,0.500412106513977,0.10514353215694427,0.30822816491127014,1.0,0.6917718648910522,0.02496299147605896,0.002885926980525255,0.011400634422898293,0.6451612710952759,0.0880126953125,1.2455127239227295,0.0008663521148264408,0.004676369484513998,0.004797241184860468,0.0,1.7552782082930207e-05,0.10961483418941498
cfg0001,1,1,20240713,ring,3,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240710,9.280454635620117,8.81646728515625,0.10599957406520844,0.003703176975250244,1.0,10.029993057250977,0.002331164898350835,0.40644943714141846,0.10650908201932907,0.14094780385494232,0.9363535642623901,0.7954057455062866,0.04515472799539566,0.004774663597345352,0.011458816938102245,0.5161290168762207,0.1304931640625,1.4453518390655518,0.00030182936461642385,0.002029335591942072,0.004733649548143148,0.0,6.64438175590476e-06,0.07009410113096237
cfg0002,2,2,20240711,letter_A,0,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240711,8.783639907836914,9.440038681030273,0.08280380815267563,0.00494229793548584,0.8982973786074485,9.28341293334961,0.0026226418558508158,0.37173664569854736,0.0986720472574234,0.1332472562789917,0.9748145341873169,0.8415672779083252,0.033835671842098236,0.002988930093124509,0.009847357869148254,0.4838709533214569,0.0902099609375,1.2575774192810059,0.000557757681235671,0.0020648841746151447,0.004863861948251724,0.0,2.8808917704736814e-05,0.07124291360378265
cfg0002,2,2,20240712,stripe_target,1,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240711,7.116584300994873,5.950730323791504,0.19243286550045013,0.004685699939727783,0.9740428844495653,7.61279821395874,0.0056013972498476505,0.6186071634292603,0.1179438903927803,0.2514752447605133,1.0,0.7485247850418091,0.1045341044664383,0.020218126475811005,0.013631590642035007,0.6774193644523621,0.21710205078125,1.9443902969360352,0.00022692314814776182,0.005374473985284567,0.004097310360521078,0.0,2.8508638933999464e-05,0.11995929479598999
