object,oracle_cnr,blind_agc_cnr,oracle_minus_blind_cnr,oracle_psnr,blind_agc_psnr,oracle_minus_blind_psnr_db,no_correction_cnr,static_reference_cnr,blind_minus_none_cnr
letter_A,3.734581136703491,3.699459171295166,0.03512196540832502,13.677341842651368,13.712352752685547,-0.03501091003417933,2.966432571411133,3.734581232070923,0.7330265998840333
letter_L,5.536261367797851,5.3991645812988285,0.1370967864990229,15.934247398376465,16.00406379699707,-0.0698163986206044,4.590317058563232,5.536261558532715,0.8088475227355962
ring,3.1184932708740236,3.006088972091675,0.11240429878234881,9.934486389160156,9.826619529724121,0.1078668594360348,1.7869090557098388,3.1184935569763184,1.219179916381836
stripe,2.024100828170776,1.8769193172454834,0.14718151092529275,6.552498054504395,6.131881046295166,0.42061700820922887,0.8188938140869141,2.0241007804870605,1.0580255031585692
