experiment,basis,correction,channel,rho,sigma_a,window_frac,agc_window,seed,object,num_frames,num_pixels,mse,rel_mse,psnr,recon_scale,gain_rel_mse,gain_corr,gain_scale
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,2,9,2048,1024,0.031206449428580446,0.39268884716638,15.05755641180658,0.6026414528648169,0.0003973276761826128,0.9792391657829285,1.0000908374786377
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,3,0,2048,1024,0.0312565502319568,0.36970008972493346,15.050589565119871,0.6402466548919165,0.0003928309597540647,0.9761021733283997,1.0000706911087036
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,3,1,2048,1024,0.030353552136649656,0.38058640209374756,15.177904781282159,0.6377600323753689,0.0003711408353410661,0.9775095582008362,1.000117540359497
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,3,2,2048,1024,0.028720166415282286,0.40643228650920266,15.41813047959354,0.6563454349051103,0.00037414528196677566,0.9772583842277527,1.0000745058059692
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,3,3,2048,1024,0.03929400372171453,0.41678835989830304,14.056737180535393,0.6306695631410738,0.0003848790074698627,0.9765905141830444,1.0000689029693604
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,3,4,2048,1024,0.01346800603488942,0.38051115662080226,18.706966976805496,0.6193154880115591,0.0003973350685555488,0.975813090801239,1.000059723854065
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,3,5,2048,1024,0.046824545989289174,0.40532192388278426,13.295264248507994,0.6211265926398782,0.0003695852356031537,0.9775933623313904,1.0001111030578613
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,3,6,2048,1024,0.05197458506848822,0.3904493695233905,12.842089691092443,0.6254260322056812,0.00037200524820946157,0.9774485230445862,1.0001133680343628
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,3,7,2048,1024,0.05513995814442761,0.4296068077021587,12.585335678938472,0.5954946553619385,0.0003733214398380369,0.9772745966911316,1.000034213066101
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,3,8,2048,1024,0.04623069353615843,0.40808214211273175,13.350695913841689,0.604003477902531,0.00036664752406068146,0.9777676463127136,1.0001072883605957
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,3,9,2048,1024,0.03048008163807224,0.3835485400985652,15.159838741133818,0.6143298339302742,0.00037458582664839923,0.9772952795028687,1.0001164674758911
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,4,0,2048,1024,0.031706679890085576,0.37502418895415424,14.988492319844477,0.6242351167876389,0.00041426921961829066,0.9759377837181091,1.0001447200775146
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,4,1,2048,1024,0.031546947823574034,0.3955497305607425,15.010426525054532,0.6272303514717369,0.0003965093055739999,0.9768809676170349,1.0000803470611572
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,4,2,2048,1024,0.029030493070425614,0.4108238617595307,15.371455878008959,0.6437505158493672,0.0004093764291610569,0.9762420654296875,1.0001513957977295
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,4,3,2048,1024,0.03999053669643989,0.42417642954391266,13.980427673408913,0.6208818233657846,0.0004309199284762144,0.9750629663467407,1.0001884698867798
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,4,4,2048,1024,0.013500925718863565,0.3814412354306976,18.696364521856786,0.6093503325006359,0.0004319403087720275,0.9747510552406311,1.0000438690185547
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,4,5,2048,1024,0.04773996136323834,0.41324592854063674,13.211179368110233,0.611566417373434,0.00040701183024793863,0.9762694239616394,1.0000884532928467
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,4,6,2048,1024,0.0539797897645044,0.40551309554050385,12.677688112262128,0.6113591299028782,0.0004170343454461545,0.9757210612297058,1.0001176595687866
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,4,7,2048,1024,0.055562838652696886,0.43290155712364314,12.552155746746996,0.5879888402771354,0.00040657620411366224,0.9762755632400513,1.0000712871551514
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,4,8,2048,1024,0.046245848970888834,0.4082159203841867,13.349272434642586,0.5867381334458094,0.0004120770317967981,0.9760778546333313,1.0001493692398071
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.01,21,4,9,2048,1024,0.031018190932377798,0.39031988135332635,15.0838353505228,0.6127438116888394,0.0004111347661819309,0.9764769077301025,1.0002586841583252
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,0,0,2048,1024,0.033641181776802316,0.39790532957219416,14.731287563304505,0.5759204662474426,0.0006496701389551163,0.9767704606056213,1.000247597694397
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,0,1,2048,1024,0.03261637158096209,0.4089586435705139,14.865643538418274,0.5982791392336364,0.0006279316730797291,0.9775301218032837,1.0002236366271973
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,0,2,2048,1024,0.031704939475261484,0.4486711831067136,14.988730715445184,0.5943781745357394,0.0006405822350643575,0.9770781397819519,1.0002304315567017
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,0,3,2048,1024,0.042202287101107516,0.4476362894806695,13.746640123445966,0.5884079350508018,0.0006430383073166013,0.9770076870918274,1.0002446174621582
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,0,4,2048,1024,0.013917105388000662,0.3931995467096782,18.564510840316903,0.5837324611830443,0.0006410586647689342,0.9772392511367798,1.0003399848937988
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,0,5,2048,1024,0.05090722104634465,0.4406623137093617,12.932206098410441,0.5720322208793669,0.0006219547358341515,0.9778512716293335,1.0002943277359009
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,0,6,2048,1024,0.058843321231604684,0.4420494679325906,12.303028228266871,0.5649775154731818,0.0006310778553597629,0.9776697158813477,1.0003726482391357
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,0,7,2048,1024,0.05996301261061799,0.4671842216560553,12.22116555822087,0.5341677884605591,0.0006309975287877023,0.9773877859115601,1.0001977682113647
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,0,8,2048,1024,0.048183965337959295,0.42532383329315626,13.170974622552583,0.5602763511092722,0.0006192047731019557,0.9779238104820251,1.0002774000167847
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,0,9,2048,1024,0.03493095672622046,0.4395564820224469,14.567895192799572,0.5515263454301731,0.0006495465058833361,0.9770486354827881,1.00039541721344
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,1,0,2048,1024,0.03302216526958501,0.39058364958636277,14.811944533687434,0.5936449975324384,0.0007073330925777555,0.9444584250450134,1.0001438856124878
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,1,1,2048,1024,0.035038739489346424,0.4393313749941354,14.554515258677696,0.581900693821407,0.0007296946132555604,0.9429128766059875,1.0001963376998901
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,1,2,2048,1024,0.03298735212581835,0.46681919444751185,14.816525436028162,0.5820022970257992,0.0007207387825474143,0.9432299137115479,1.000106692314148
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,1,3,2048,1024,0.043848970598067055,0.46510252984726513,13.580405977101812,0.5714936922191602,0.0007331112865358591,0.9423583745956421,1.000143051147461
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,1,4,2048,1024,0.01494217488887687,0.4221608035122571,18.255861847499485,0.5768183512773137,0.0007322311284951866,0.9426319599151611,1.0001834630966187
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,1,5,2048,1024,0.055499716812553765,0.48041580581602755,12.55709232860369,0.5674897085843895,0.0007183848647400737,0.9442402124404907,1.0002540349960327
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,1,6,2048,1024,0.05919818591016754,0.44471532259652696,12.276916017445693,0.5724380361895133,0.0007177568622864783,0.9439594745635986,1.0002084970474243
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,1,7,2048,1024,0.06311761196124369,0.4917623570447664,11.998494409088014,0.5267920606493501,0.0007219425751827657,0.9431621432304382,1.000115990638733
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,1,8,2048,1024,0.05413121026216444,0.47782065440271854,12.665522628719195,0.5428802919632465,0.0007266119937412441,0.94340580701828,1.0002323389053345
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,1,9,2048,1024,0.03400427071261846,0.42789545460568157,14.68466535003418,0.5589990158320707,0.0007074262830428779,0.9445849657058716,1.0001721382141113
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,2,0,2048,1024,0.03408396384815951,0.40314252210606444,14.674499040086843,0.5738293511231125,0.000715872913133353,0.9628554582595825,1.0003230571746826
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,2,1,2048,1024,0.03502064466351691,0.43910449398106766,14.556758636428878,0.5556481512911945,0.0006908089271746576,0.9638406038284302,1.0002217292785645
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,2,2,2048,1024,0.03296518355845777,0.4665054768530274,14.819445016523165,0.5629341106138696,0.0007037817849777639,0.9632748961448669,1.0002635717391968
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,2,3,2048,1024,0.04393349379358123,0.4659990606330107,13.572042582657769,0.5729162890736824,0.0007018057513050735,0.9631659388542175,1.000190019607544
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,2,4,2048,1024,0.014414123557743809,0.40724178563803876,18.412117594920375,0.5714566016625326,0.0006989688845351338,0.9635286331176758,1.0002622604370117
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,2,5,2048,1024,0.05341660312082705,0.46238398871329733,12.72323733176993,0.557673146624439,0.0006839121924713254,0.964210033416748,1.0002214908599854
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,2,6,2048,1024,0.06000315512283516,0.4507625035631023,12.218259126761783,0.5543257455537665,0.0006793469074182212,0.9644078612327576,1.0002038478851318
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,2,7,2048,1024,0.06357888748235538,0.49535624994502736,11.966870757370886,0.5069220971286995,0.0006997126620262861,0.9634318947792053,1.0002448558807373
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,2,8,2048,1024,0.05260229413982628,0.46432478577971253,12.78995314581233,0.5286100150712463,0.0006810991326346993,0.9642597436904907,1.0001819133758545
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,2,9,2048,1024,0.03456971391629067,0.43501075429064817,14.61304214472358,0.5532320550566725,0.0006841479334980249,0.9642775058746338,1.0002480745315552
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,3,0,2048,1024,0.03481755772160829,0.4118194144317694,14.58201695746781,0.5919189491726302,0.0006834578816778958,0.9582363367080688,1.0001765489578247
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,3,1,2048,1024,0.03367082510939086,0.42217985315920026,14.727462410201447,0.5770013275060217,0.000687941035721451,0.9581496119499207,1.0002306699752808
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,3,2,2048,1024,0.03200497205024441,0.452917082093311,14.947825477348655,0.5876782945432197,0.0006826707976870239,0.9582997560501099,1.0001813173294067
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,3,3,2048,1024,0.04334655950903142,0.4597734955427724,13.630453675197014,0.5720772468030654,0.000666271080262959,0.9594003558158875,1.0002024173736572
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,3,4,2048,1024,0.014703023874196964,0.4154040773148414,18.325933375766866,0.566015978806081,0.000697332841809839,0.9573822021484375,1.0001822710037231
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,3,5,2048,1024,0.05259129279037639,0.45523994996457956,12.790861533009005,0.5553777809459548,0.0006880183354951441,0.9580547213554382,1.000207781791687
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,3,6,2048,1024,0.059570197296312064,0.44750998870082104,12.249709615167717,0.5590795366308642,0.0006763609708286822,0.9588385820388794,1.0002214908599854
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,3,7,2048,1024,0.06253997220287494,0.48726184632720937,12.038423161237972,0.5259278681306411,0.0006863774033263326,0.957931637763977,1.000131607055664
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,3,8,2048,1024,0.05240277015454341,0.462563571117133,12.806457544087724,0.5372194368692019,0.0006894043181091547,0.9579253792762756,1.0001956224441528
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,3,9,2048,1024,0.034540399747817606,0.4346418771119203,14.616726405014287,0.5621682973773174,0.0006797895184718072,0.9585909843444824,1.0002130270004272
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,4,0,2048,1024,0.03572562523730949,0.4225599676770791,14.470201618445559,0.5595201899398304,0.0007615635404363275,0.9562771916389465,1.000388741493225
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,4,1,2048,1024,0.035680931742291186,0.4473834684657794,14.475638133415362,0.5518014322041164,0.0007867812528274953,0.954216480255127,1.0002985000610352
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,4,2,2048,1024,0.03293368488887899,0.46605972469011203,14.823596741658807,0.5646216496509827,0.0007864609360694885,0.9546051025390625,1.0003628730773926
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,4,3,2048,1024,0.04514756559372646,0.4788766232750094,13.453656623541256,0.5550556493884925,0.0008031970937736332,0.9537474513053894,1.0003856420516968
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,4,4,2048,1024,0.014849735554642017,0.41954911787031124,18.282812802311014,0.5527042997876285,0.0007911262800917029,0.9538359045982361,1.0002743005752563
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,4,5,2048,1024,0.05452465205132501,0.471975465037882,12.634070971875326,0.5387224274400912,0.0007823453051969409,0.9544887542724609,1.000299334526062
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,4,6,2048,1024,0.06298361844183561,0.47315267795810434,12.007723925375098,0.5410304213821002,0.0007863096543587744,0.9543639421463013,1.0003206729888916
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,4,7,2048,1024,0.06381030277177459,0.4971592542831963,11.951091947006141,0.5086385415190635,0.000767559336964041,0.9553805589675903,1.000299096107483
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,4,8,2048,1024,0.05382620938078531,0.4751283864850392,12.690062035574048,0.5156378658670505,0.0007935043540783226,0.9540828466415405,1.0003470182418823
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.02,41,4,9,2048,1024,0.035970441742453244,0.45263692469201033,14.440542287054852,0.5471136477590939,0.0007936619222164154,0.954839289188385,1.0004537105560303
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,0,0,2048,1024,0.042315801187871885,0.5005080656643945,13.734974319796006,0.47981338447604915,0.0016078868648037314,0.9424676895141602,1.0006574392318726
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,0,1,2048,1024,0.0408412612771672,0.5120859863936644,13.889008543114835,0.48025806863632753,0.001612354419194162,0.9423065185546875,1.0006589889526367
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,0,2,2048,1024,0.04006256096860922,0.5669437294493526,13.972612922120426,0.4641213708580445,0.0016328961355611682,0.9413566589355469,1.0006197690963745
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,0,3,2048,1024,0.052947121137924394,0.5616058861473887,12.761576485480575,0.4614490761637957,0.0016324491007253528,0.9413862824440002,1.0006228685379028
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,0,4,2048,1024,0.01744957107508557,0.4930021901621625,17.582152438917884,0.47493409018951543,0.0016476757591590285,0.9413595795631409,1.0007356405258179
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,0,5,2048,1024,0.06408426067385649,0.5547252040174597,11.932486216798777,0.4383622960807643,0.0016134728211909533,0.9425939321517944,1.0007256269454956
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,0,6,2048,1024,0.07491606162566716,0.5627929302441285,11.25425061771951,0.4320369350771672,0.0016228993190452456,0.9425804018974304,1.0007874965667725
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,0,7,2048,1024,0.07479165297601484,0.5827172228465052,11.261468682950966,0.40166677345034785,0.0016237309901043773,0.941656231880188,1.0006093978881836
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,0,8,2048,1024,0.060889435255533815,0.5374760634226358,12.15458053972128,0.43105827049521317,0.0016148159047588706,0.9424837827682495,1.0007141828536987
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,0,9,2048,1024,0.04390040806034374,0.552424288793377,13.575314429120489,0.444947815074488,0.0016369858058169484,0.9419761896133423,1.0007745027542114
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,1,0,2048,1024,0.03994015985948655,0.4724091614110273,13.985902012090833,0.5018124647110687,0.0014549987390637398,0.8847687244415283,1.0004135370254517
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,1,1,2048,1024,0.041624775956629285,0.5219100436078467,13.806480910486618,0.49902662173944795,0.0014773388393223286,0.8834651112556458,1.0004453659057617
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,1,2,2048,1024,0.039516395842000354,0.5592146955012376,14.032226728220184,0.48186063965260156,0.001463172840885818,0.8828365802764893,1.0003386735916138
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,1,3,2048,1024,0.051650724489228625,0.5478551104103525,12.869235823831314,0.4840213614238804,0.0014717438025400043,0.8827418088912964,1.000380277633667
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,1,4,2048,1024,0.017590934633868155,0.49699613040224316,17.54711085184487,0.4965701143248174,0.0014813912566751242,0.8826844096183777,1.000423550605774
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,1,5,2048,1024,0.06706334522665572,0.5805127104809773,11.735147870652309,0.4664407893555966,0.0015070476802065969,0.8805539608001709,1.0004277229309082
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,1,6,2048,1024,0.07226687732033098,0.5428914276076618,11.410607109087929,0.46737276209571715,0.0014850870938971639,0.8825344443321228,1.0004321336746216
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,1,7,2048,1024,0.07570233523716409,0.5898125365211828,11.208907233404608,0.4273619892612985,0.001476040342822671,0.8816752433776855,1.0003352165222168
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,1,8,2048,1024,0.06578283220102218,0.5806704815673895,11.81887432422277,0.4440366043404666,0.0015048965578898787,0.8803925514221191,1.0004096031188965
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,1,9,2048,1024,0.04038734166159739,0.5082173373649586,13.937547316206462,0.47426309346808765,0.0014925847062841058,0.8808078169822693,1.000372290611267
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,2,0,2048,1024,0.04212089953764948,0.4982027838261867,13.75502362556212,0.4895670287696928,0.0015945587074384093,0.9171180725097656,1.0006494522094727
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,2,1,2048,1024,0.04143811265522765,0.5195695757125715,13.82600033235942,0.4676269119377266,0.0015438643749803305,0.9194777607917786,1.0006067752838135
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,2,2,2048,1024,0.03932909004491026,0.5565640450040578,14.05286101722619,0.46220262260881667,0.001588873565196991,0.9172443151473999,1.0006327629089355
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,2,3,2048,1024,0.053131404518706515,0.5635605652525432,12.74648703445399,0.4593691379339143,0.0015723825199529529,0.9178074598312378,1.0005996227264404
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,2,4,2048,1024,0.017392203394497242,0.49138138286249483,17.596453943369383,0.47893303460731323,0.0015650289133191109,0.9189847111701965,1.0006673336029053
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,2,5,2048,1024,0.0635808917744574,0.550367949794987,11.96673385040153,0.45373607525453247,0.0015349077293649316,0.9199220538139343,1.0006012916564941
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,2,6,2048,1024,0.07294319474916534,0.54797213606042,11.370152194764565,0.4343649353061271,0.0015453289961442351,0.9192947149276733,1.0005971193313599
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.05,103,2,7,2048,1024,0.07578937026321544,0.5904906443935585,11.203917014886658,0.40217732450771176,0.0015888581983745098,0.9170848727226257,1.0006183385849
