experiment,basis,correction,channel,rho,sigma_a,mse_mean,rel_mse_mean,psnr_mean,gain_rel_mse_mean,gain_corr_mean,mse_std,rel_mse_std,psnr_std,gain_rel_mse_std,gain_corr_std,window_frac,agc_window,sigma_delta
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.06947781843136934,0.7364649074205694,11.883824941959775,0.005333808036521077,0.6293539094924927,0.022870120729365343,0.03980280892200788,1.7522168391994737,0.0009758115163002073,0.13825606997690823,0.2,411.0,
agc_window_sweep,srht_paired,agc,ou,0.01,0.1,0.001612816036089732,0.016612401247492418,28.398805319679905,0.00035529676300939173,0.9800321054458618,0.0006861024793274203,0.002648831231112011,2.172004618404447,1.5024168315630651e-05,0.004218720783292358,0.01,21.0,
agc_window_sweep,srht_paired,agc,ou,0.01,0.1,0.0015959736134231672,0.01641899660469426,28.450971823191107,0.0006863230362068862,0.9607303762435913,0.000683491946387336,0.0026463622292136986,2.186388520244802,4.754278577518009e-05,0.01053014521741558,0.02,41.0,
agc_window_sweep,srht_paired,agc,ou,0.01,0.1,0.0016764179131979605,0.017269714006917316,28.22954485061061,0.0016619081958197056,0.9046063566207886,0.0007115055132011605,0.0027282088938988362,2.1684732467145134,0.000272166373434384,0.026398502875441727,0.05,103.0,
agc_window_sweep,srht_paired,agc,ou,0.01,0.1,0.001836375560289535,0.01898256152091336,27.814223987184917,0.0033139665657654404,0.8001934742927551,0.0007617046891980467,0.0028574237425691373,2.1251260788143247,0.0005449230983498895,0.05106521428486156,0.1,205.0,
agc_window_sweep,srht_paired,agc,ou,0.01,0.1,0.0020374975972123426,0.021137159589489384,27.34223975897344,0.005368494000285864,0.6257571291923523,0.0008237332483708423,0.003009433898948379,2.0789801829552452,0.0009464095818897215,0.13963440726716375,0.2,411.0,
error_propagation,dct_paired,synthetic_residual_gain,residual,,,8.709017967489971e-11,8.853163017060645e-10,101.31516094927491,,,4.469512093519006e-11,2.711007656752951e-10,2.6531620489292314,,,,,0.0
error_propagation,dct_paired,synthetic_residual_gain,residual,,,0.010609142042912446,0.10959280307915091,20.197972206390173,,,0.004442090128805154,0.016186293316724946,2.1156415963090835,,,,,0.02
error_propagation,dct_paired,synthetic_residual_gain,residual,,,0.04174198394948321,0.4363151884276833,14.171946518520436,,,0.015605597333663956,0.04306120583508224,1.9453705968331514,,,,,0.05
error_propagation,dct_paired,synthetic_residual_gain,residual,,,0.07127415309176542,0.7559651433227268,11.768331498407392,,,0.023441328093652663,0.03404702863139945,1.7312157845561498,,,,,0.1
error_propagation,dct_paired,synthetic_residual_gain,residual,,,0.08664899547930306,0.9238696397615916,10.894041473526125,,,0.027194518406441943,0.021746475581668964,1.6539669089359057,,,,,0.2
error_propagation,fourier_fourstep,synthetic_residual_gain,residual,,,0.010307343164290028,0.10972532602499156,20.146766776114994,,,0.0032652171985108813,0.0022287254769954826,1.6768854305035052,,,,,0.0
error_propagation,fourier_fourstep,synthetic_residual_gain,residual,,,0.015374831136289542,0.16267340545369716,18.4435084234142,,,0.005103151017367751,0.009601740215301188,1.7849235515650588,,,,,0.02
error_propagation,fourier_fourstep,synthetic_residual_gain,residual,,,0.03480898678708519,0.36721546973132463,14.908325167010746,,,0.012005301024544543,0.023041338699038284,1.8101947220135004,,,,,0.05
error_propagation,fourier_fourstep,synthetic_residual_gain,residual,,,0.06197649823498539,0.6582883287623205,12.369267397267333,,,0.02013157033514129,0.02990413412482269,1.71465244786751,,,,,0.1
error_propagation,fourier_fourstep,synthetic_residual_gain,residual,,,0.08249857297258557,0.880071551488275,11.105275673258893,,,0.025740398570416458,0.023299464301154375,1.6499166553912412,,,,,0.2
error_propagation,hadamard_paired,synthetic_residual_gain,residual,,,8.296440985217835e-14,8.609610920495493e-13,120.0,,,3.156477973512056e-14,1.292756744075334e-13,0.0,,,,,0.0
error_propagation,hadamard_paired,synthetic_residual_gain,residual,,,0.005627255724779265,0.05797848077888603,22.970484472385916,,,0.0024053587982360227,0.009184019497106548,2.156930490348553,,,,,0.02
error_propagation,hadamard_paired,synthetic_residual_gain,residual,,,0.026879865634836447,0.2793918716794586,16.1176580762829,,,0.010540585339810594,0.03344092515731916,2.0308066021621807,,,,,0.05
error_propagation,hadamard_paired,synthetic_residual_gain,residual,,,0.057131025250228964,0.6011898353122386,12.771095771451664,,,0.019989009324455492,0.04495877851744208,1.8600669619768142,,,,,0.1
error_propagation,hadamard_paired,synthetic_residual_gain,residual,,,0.08031787739609643,0.8543453530460801,11.234831791162994,,,0.02583564317425059,0.027417041372063675,1.6846866817174944,,,,,0.2
error_propagation,random_binary,synthetic_residual_gain,residual,,,0.030737378847069275,0.328027305526116,15.391698995065475,,,0.00971412408198396,0.009611329757695781,1.633516334294414,,,,,0.0
error_propagation,random_binary,synthetic_residual_gain,residual,,,0.03327143828870761,0.3543921467126575,15.056910291454875,,,0.01071431259898153,0.012810176483640771,1.6607785888275004,,,,,0.02
error_propagation,random_binary,synthetic_residual_gain,residual,,,0.043839209129942214,0.4635273205057615,13.894399646824182,,,0.015021362846636422,0.024995776672091918,1.761812192319655,,,,,0.05
error_propagation,random_binary,synthetic_residual_gain,residual,,,0.06216246403853834,0.6581031400957769,12.372598580329988,,,0.02122893567296766,0.036614490634914544,1.741917114304393,,,,,0.1
error_propagation,random_binary,synthetic_residual_gain,residual,,,0.08114182574056018,0.8630291128418526,11.191066845861265,,,0.026211030724506854,0.02858707110343771,1.6833322004586662,,,,,0.2
error_propagation,random_gaussian,synthetic_residual_gain,residual,,,0.030775925661322104,0.3306122201410111,15.357655344481497,,,0.009057967015915824,0.009688587087217867,1.5521804331408946,,,,,0.0
error_propagation,random_gaussian,synthetic_residual_gain,residual,,,0.030786027129632826,0.3307354867530588,15.356005437236652,,,0.009056041912971192,0.009612927004574627,1.5514829525683,,,,,0.02
error_propagation,random_gaussian,synthetic_residual_gain,residual,,,0.030812272439872026,0.3310224696655765,15.352272957903915,,,0.009062754518186996,0.009707866094328022,1.5514387823135483,,,,,0.05
error_propagation,random_gaussian,synthetic_residual_gain,residual,,,0.031006378646882018,0.33305685271085816,15.325577596818857,,,0.009131665109035986,0.00955277275650283,1.5532862815685808,,,,,0.1
error_propagation,random_gaussian,synthetic_residual_gain,residual,,,0.0315805384878497,0.33913895409340794,15.247011812470973,,,0.009324209021130805,0.009797578458464162,1.5567193265358097,,,,,0.2
error_propagation,random_uniform,synthetic_residual_gain,residual,,,0.030716594928822127,0.32860463004814106,15.385248442035202,,,0.009383535509982298,0.012280792813191084,1.6152220454985247,,,,,0.0
error_propagation,random_uniform,synthetic_residual_gain,residual,,,0.03778508867459284,0.4010218459835697,14.522573689196923,,,0.012387868559616908,0.01971339141500907,1.7259949165918367,,,,,0.02
error_propagation,random_uniform,synthetic_residual_gain,residual,,,0.05836158713603438,0.6160367751883411,12.660706069962778,,,0.019958894154687892,0.03665508296455961,1.803869106423558,,,,,0.05
error_propagation,random_uniform,synthetic_residual_gain,residual,,,0.07814318304385032,0.8299973854182536,11.36068513912197,,,0.02519257437691524,0.028129427312623207,1.7133352914891327,,,,,0.1
error_propagation,random_uniform,synthetic_residual_gain,residual,,,0.08869718142336903,0.9475468885536763,10.783494150667623,,,0.02734406157901537,0.01529097662169171,1.626147935978077,,,,,0.2
error_propagation,srht_paired,synthetic_residual_gain,residual,,,6.755320490260994e-14,7.195551789766358e-13,120.0,,,2.107591511622823e-14,9.438418544029505e-14,0.0,,,,,0.0
error_propagation,srht_paired,synthetic_residual_gain,residual,,,0.005646431610300255,0.05817412951901233,22.95672811335648,,,0.0023994201236548266,0.009264178788912489,2.1691146479986174,,,,,0.02
error_propagation,srht_paired,synthetic_residual_gain,residual,,,0.027079640704689486,0.28073272251111486,16.102562599349735,,,0.010984404960583418,0.036780285116329164,2.057179842951014,,,,,0.05
error_propagation,srht_paired,synthetic_residual_gain,residual,,,0.05702622566547817,0.5976530254455652,12.801319445987849,,,0.020868550208858902,0.05276480067299887,1.9068977810789567,,,,,0.1
error_propagation,srht_paired,synthetic_residual_gain,residual,,,0.08023658713025979,0.8546560243105048,11.232902435169704,,,0.02533131134603799,0.02513196872713435,1.671855953379544,,,,,0.2
pairwise_failure,dct_paired,none,jitter,0.001,0.05,8.80720341676656e-05,0.0009105498931462635,41.067383414450326,,,3.9820494834691934e-05,0.00021016821486008553,2.2526091731126328,,,,,
pairwise_failure,dct_paired,none,jitter,0.001,0.1,0.000358589058367496,0.0037062505895709623,34.993299305245735,,,0.00016751018127147456,0.0009449015468828641,2.2955592473899116,,,,,
pairwise_failure,dct_paired,none,jitter,0.001,0.15,0.0008205386979444673,0.008478579621095139,31.425025579610004,,,0.00039702654119050043,0.0023756946635961583,2.343026192060593,,,,,
pairwise_failure,dct_paired,none,jitter,0.003,0.05,0.0002556614562430276,0.0026356831534484764,36.43989321286826,,,0.00011528407605236418,0.0005724124264062755,2.256263456744439,,,,,
pairwise_failure,dct_paired,none,jitter,0.003,0.1,0.0010399038069874727,0.010717219421881918,30.37356157647267,,,0.0004863872030288238,0.0026278304193219732,2.306015637644252,,,,,
pairwise_failure,dct_paired,none,jitter,0.003,0.15,0.002367478835617032,0.024395727238528463,26.83012425677729,,,0.001149857140453981,0.006667630542718203,2.358663333067071,,,,,
pairwise_failure,dct_paired,none,jitter,0.01,0.05,0.0008064181214261635,0.008287046985267228,31.446199591556574,,,0.0003592997916973437,0.0016173793139237227,2.250263989363433,,,,,
pairwise_failure,dct_paired,none,jitter,0.01,0.1,0.003212948457116154,0.03302986811917579,25.456165960882007,,,0.001459901778532187,0.0070490203396020475,2.275059947772674,,,,,
pairwise_failure,dct_paired,none,jitter,0.01,0.15,0.0070727094142911204,0.07278418605392616,22.03869794037523,,,0.003261163831533026,0.016649202638380142,2.2910647832087925,,,,,
pairwise_failure,dct_paired,none,jitter,0.03,0.05,0.0023156892220110993,0.02378089587234952,26.85809395701418,,,0.001019472806414791,0.004347722984978619,2.239056707961048,,,,,
pairwise_failure,dct_paired,none,jitter,0.03,0.1,0.008772188510620891,0.090283145266942,21.066628790399538,,,0.003840411596932641,0.01680718194500445,2.222712162602828,,,,,
pairwise_failure,dct_paired,none,jitter,0.03,0.15,0.01790928949772618,0.1849703443847362,17.948612245440714,,,0.007690029246280047,0.033703571464643534,2.1823152770312495,,,,,
pairwise_failure,dct_paired,oracle,jitter,0.001,0.05,8.708676719069666e-11,8.852925735563765e-10,101.31515955169851,8.525940573662037e-15,1.0000000238418578,4.4689476506217575e-11,2.710431542048922e-10,2.652771429562697,6.961401372215579e-15,4.7683715823176486e-08,,,
pairwise_failure,dct_paired,oracle,jitter,0.001,0.1,8.709947427319932e-11,8.854161716187893e-10,101.31461857925859,2.8402414019865556e-15,0.9999999880790711,4.469186066681135e-11,2.7107986391834247e-10,2.653194891680372,5.680482803973112e-15,6.951036313496979e-08,,,
pairwise_failure,dct_paired,oracle,jitter,0.001,0.15,8.709405838818217e-11,8.853306465877209e-10,101.31512294723602,5.6789305313939725e-15,1.0000000238418578,4.470037740299706e-11,2.7113116098477627e-10,2.653510706414836,6.955245239441598e-15,8.08516738778425e-08,,,
pairwise_failure,dct_paired,oracle,jitter,0.003,0.05,8.709533982232922e-11,8.853654459385064e-10,101.31498597200478,5.683247688919538e-15,1.0000000953674317,4.4697726652113106e-11,2.7113166415426334e-10,2.6533885287335894,6.9605284623993644e-15,1.3381209566007762e-07,,,
pairwise_failure,dct_paired,oracle,jitter,0.003,0.1,8.708792119054518e-11,8.8527268534632e-10,101.31543569757551,1.704109096401559e-14,0.9999999761581421,4.4697292671683426e-11,2.711272976865885e-10,2.6534918429184864,2.0871080083391592e-14,8.085167385857046e-08,,,
pairwise_failure,dct_paired,oracle,jitter,0.003,0.15,8.709498940374944e-11,8.853819242177196e-10,101.31487831398026,5.675521562594453e-15,1.0,4.4698915644868686e-11,2.71140020437399e-10,2.652943759088406,6.951072876563593e-15,9.973764733719124e-08,,,
pairwise_failure,dct_paired,oracle,jitter,0.01,0.05,8.708899114610876e-11,8.852986784421188e-10,101.31527072827383,0.0,1.000000035762787,4.4698955833639984e-11,2.711211301967826e-10,2.6531990071739804,0.0,1.283923341442104e-07,,,
pairwise_failure,dct_paired,oracle,jitter,0.01,0.1,8.709818515665015e-11,8.85376582747021e-10,101.31476832074284,8.521772832748367e-15,1.0,4.469923631914214e-11,2.710684574571502e-10,2.6531793834687667,6.957998707190713e-15,1.0662402998243318e-07,,,
pairwise_failure,dct_paired,oracle,jitter,0.01,0.15,8.710126705191264e-11,8.854206304348316e-10,101.31470462971421,5.678591379401892e-15,1.0000000715255737,4.4704256645331436e-11,2.7117189537112174e-10,2.653355382900658,6.954825782349671e-15,5.840038636891757e-08,,,
pairwise_failure,dct_paired,oracle,jitter,0.03,0.05,8.708823486989165e-11,8.853064752047459e-10,101.31506468903771,2.841715578127957e-15,1.0000000715255737,4.468857839029715e-11,2.7102348605913935e-10,2.6527734064232544,5.683431156255914e-15,9.536743160621816e-08,,,
pairwise_failure,dct_paired,oracle,jitter,0.03,0.1,8.709062692559644e-11,8.853292382474316e-10,101.31506538843942,5.68079468150429e-15,1.0000000238418578,4.4694755003338554e-11,2.7108649283350643e-10,2.652974008024384,6.957524188000793e-15,8.085167380321569e-08,,,
pairwise_failure,dct_paired,oracle,jitter,0.03,0.15,8.709601710838673e-11,8.853688991164416e-10,101.31488783651417,1.135139667674109e-14,1.000000035762787,4.4696897486843034e-11,2.7108995137880004e-10,2.653245607604614,5.675698379746001e-15,7.152557369285367e-08,,,
pairwise_failure,dct_paired,pairwise,jitter,0.001,0.05,7.594001424836881e-05,0.0007788698902292359,41.699013647148995,1.270062994080945e-06,0.9811000728607178,3.3265439221680965e-05,0.00013524704494185733,2.238891685321965,4.6283576131948427e-08,0.021469265627960223,,,
pairwise_failure,dct_paired,pairwise,jitter,0.001,0.1,0.0003030293748613989,0.003108271393297186,35.688181578114126,5.080731252746773e-06,0.981093487739563,0.0001326097246678894,0.0005384477405908717,2.2377120134205177,1.784759677148562e-07,0.021479426823927467,,,
pairwise_failure,dct_paired,pairwise,jitter,0.001,0.15,0.0006790529274380707,0.006966350999429093,32.182833252949905,1.1432664286985528e-05,0.9810856783390045,0.00029671284603259617,0.0012020466758500571,2.2355282170125266,3.8701720967353743e-07,0.021489227152887123,,,
pairwise_failure,dct_paired,pairwise,jitter,0.003,0.05,0.00022743021678741922,0.002332754735895647,36.934803612392926,3.8093640841907472e-06,0.9754277217388153,9.956136335770538e-05,0.0004045080697708202,2.238180453450496,1.390557540005471e-07,0.020563918052141812,,,
pairwise_failure,dct_paired,pairwise,jitter,0.003,0.1,0.0009030930627703722,0.009265636911656482,30.943868497144702,1.5237505085679004e-05,0.9753755581378937,0.0003942704207323298,0.0015953288947708837,2.2342197087476747,5.342251852018305e-07,0.02057583410826111,,,
pairwise_failure,dct_paired,pairwise,jitter,0.003,0.15,0.002007394913672733,0.020605196685174,27.471439939911228,3.4284597932128234e-05,0.9753193354606629,0.0008727055589790673,0.0035068201493474757,2.2273613225728277,1.1529706167115597e-06,0.02058670903504362,,,
pairwise_failure,dct_paired,pairwise,jitter,0.01,0.05,0.0007536157994836722,0.007731556495965872,31.73009433364424,1.2695959685515846e-05,0.9438587534427643,0.00032917284588848954,0.0013327546216323663,2.2350169616719047,4.7118881336621867e-07,0.0179930196830766,,,
pairwise_failure,dct_paired,pairwise,jitter,0.01,0.1,0.0029422508054087306,0.030213235199158892,25.807992136697067,5.0788138760253785e-05,0.9436313486099244,0.00127450843484583,0.0050889068584064005,2.2212910340078476,1.8531265787437787e-06,0.017853438128520784,,,
pairwise_failure,dct_paired,pairwise,jitter,0.01,0.15,0.00636523055851164,0.06545789989656986,22.44609703012056,0.0001142801032983698,0.9433990645408631,0.0027226543536895994,0.01062465171538387,2.1991738582140976,4.096946525073834e-06,0.017722318313057334,,,
pairwise_failure,dct_paired,pairwise,jitter,0.03,0.05,0.0022246185723913694,0.02283724840655245,27.024309241611284,3.8087042048573495e-05,0.8744716048240662,0.0009660206867724869,0.0038718602085157155,2.22558132507052,1.4186684623328573e-06,0.01172744949082275,,,
pairwise_failure,dct_paired,pairwise,jitter,0.03,0.1,0.008295522104912311,0.08537936325055145,21.28973586736848,0.00015233559155603872,0.8742000675201416,0.0035223826865772383,0.01354824837217894,2.1862574666398125,5.7072845014879435e-06,0.011676966650426722,,,
pairwise_failure,dct_paired,pairwise,jitter,0.03,0.15,0.016773282862309394,0.17326358961114396,18.20654475610472,0.0003426956367911771,0.8739254832267761,0.006903737180589892,0.02488490681496554,2.130321260592746,1.2914363023935679e-05,0.011645153041854501,,,
pairwise_failure,hadamard_paired,none,jitter,0.001,0.05,6.154628399141507e-05,0.0006413150882481399,42.85174118477342,,,3.561252509886384e-05,0.00027744902423326105,2.650442449650259,,,,,
pairwise_failure,hadamard_paired,none,jitter,0.001,0.1,0.00024759596975788996,0.0025777493377380756,36.81803398495878,,,0.0001452223600331314,0.0011305691452701072,2.665241752576022,,,,,
pairwise_failure,hadamard_paired,none,jitter,0.001,0.15,0.000559424167238297,0.0058193692793392805,33.28874287743136,,,0.00033222176530985987,0.0025832098762727574,2.678267366705826,,,,,
pairwise_failure,hadamard_paired,none,jitter,0.003,0.05,0.00015400916912850833,0.0015945706903025042,38.72717480648642,,,7.732990919929619e-05,0.0005030283552818858,2.4161095930045082,,,,,
pairwise_failure,hadamard_paired,none,jitter,0.003,0.1,0.0006196745160050452,0.006409440048509137,32.69700580252353,,,0.00031797504438929987,0.002089934526759364,2.439992173867622,,,,,
pairwise_failure,hadamard_paired,none,jitter,0.003,0.15,0.0013972824196183018,0.014439252191661856,29.180186223149416,,,0.0007310793742113503,0.004843814333179605,2.4605215209574007,,,,,
pairwise_failure,hadamard_paired,none,jitter,0.01,0.05,0.00042548659511676656,0.004378880865907587,34.229207762375765,,,0.0001915638383724824,0.0009229564040848304,2.26346699144777,,,,,
pairwise_failure,hadamard_paired,none,jitter,0.01,0.1,0.0017027054988087242,0.01751472566286353,28.220221243998193,,,0.0007828007394403748,0.003932963126222395,2.286268556758924,,,,,
pairwise_failure,hadamard_paired,none,jitter,0.01,0.15,0.0037956293840311402,0.03903788399134898,24.74958929273756,,,0.0017757390229675857,0.009222047707261793,2.3029930079743837,,,,,
pairwise_failure,hadamard_paired,none,jitter,0.03,0.05,0.0011850000298114195,0.012167447124947267,29.771478668642686,,,0.0005248929873170232,0.0022791872030857654,2.245969733754128,,,,,
pairwise_failure,hadamard_paired,none,jitter,0.03,0.1,0.004626810198616366,0.04753959630166205,23.85774978325891,,,0.00206224692648518,0.009220657280139032,2.2465840891895605,,,,,
pairwise_failure,hadamard_paired,none,jitter,0.03,0.15,0.009915580282309742,0.10204116756245771,20.542095010729525,,,0.004409773431970477,0.02001368722850363,2.232208327387768,,,,,
pairwise_failure,hadamard_paired,oracle,jitter,0.001,0.05,8.324523383722082e-14,8.645558841962675e-13,120.0,8.525940573662037e-15,1.0000000238418578,3.154982025831738e-14,1.3047235014279636e-13,0.0,6.961401372215579e-15,4.7683715823176486e-08,,,
pairwise_failure,hadamard_paired,oracle,jitter,0.001,0.1,8.429303662040147e-14,8.745033894429672e-13,120.0,2.8402414019865556e-15,0.9999999880790711,3.2311848869989556e-14,1.3383012870221732e-13,0.0,5.680482803973112e-15,6.951036313496979e-08,,,
pairwise_failure,hadamard_paired,oracle,jitter,0.001,0.15,8.442103608536723e-14,8.766352328367315e-13,120.0,5.6789305313939725e-15,1.0000000238418578,3.2271001375655065e-14,1.3460429460774286e-13,0.0,6.955245239441598e-15,8.08516738778425e-08,,,
pairwise_failure,hadamard_paired,oracle,jitter,0.003,0.05,8.34570293992633e-14,8.65658869094557e-13,120.0,5.683247688919538e-15,1.0000000953674317,3.179180336976195e-14,1.312588617398725e-13,0.0,6.9605284623993644e-15,1.3381209566007762e-07,,,
pairwise_failure,hadamard_paired,oracle,jitter,0.003,0.1,8.404169852729159e-14,8.719415235082723e-13,120.0,1.704109096401559e-14,0.9999999761581421,3.1903046933160783e-14,1.2816068189026662e-13,0.0,2.0871080083391592e-14,8.085167385857046e-08,,,
pairwise_failure,hadamard_paired,oracle,jitter,0.003,0.15,8.458124859769003e-14,8.782003030038804e-13,120.0,5.675521562594453e-15,1.0,3.2119364318195977e-14,1.3119404338905863e-13,0.0,6.951072876563593e-15,9.973764733719124e-08,,,
pairwise_failure,hadamard_paired,oracle,jitter,0.01,0.05,8.339275824948554e-14,8.652665567735192e-13,120.0,0.0,1.000000035762787,3.171262949305343e-14,1.2702673816646054e-13,0.0,0.0,1.283923341442104e-07,,,
pairwise_failure,hadamard_paired,oracle,jitter,0.01,0.1,8.433730764664391e-14,8.760332889590585e-13,120.0,8.521772832748367e-15,1.0,3.184513124564914e-14,1.32454085430188e-13,0.0,6.957998707190713e-15,1.0662402998243318e-07,,,
pairwise_failure,hadamard_paired,oracle,jitter,0.01,0.15,8.441598043580016e-14,8.770857934098009e-13,120.0,5.678591379401892e-15,1.0000000715255737,3.1873781299914883e-14,1.2912653871986093e-13,0.0,6.954825782349671e-15,5.840038636891757e-08,,,
pairwise_failure,hadamard_paired,oracle,jitter,0.03,0.05,8.371233812296115e-14,8.688763135899155e-13,120.0,2.841715578127957e-15,1.0000000715255737,3.1968189516331695e-14,1.3035241072404007e-13,0.0,5.683431156255914e-15,9.536743160621816e-08,,,
pairwise_failure,hadamard_paired,oracle,jitter,0.03,0.1,8.337864131468828e-14,8.675089285060944e-13,120.0,5.68079468150429e-15,1.0000000238418578,3.1134653426284136e-14,1.2180875105555577e-13,0.0,6.957524188000793e-15,8.085167380321569e-08,,,
pairwise_failure,hadamard_paired,oracle,jitter,0.03,0.15,8.431886165002869e-14,8.760897659812808e-13,120.0,1.135139667674109e-14,1.000000035762787,3.177362433687645e-14,1.2926855500570383e-13,0.0,5.675698379746001e-15,7.152557369285367e-08,,,
pairwise_failure,hadamard_paired,pairwise,jitter,0.001,0.05,3.790243060446428e-05,0.0003887277246564628,44.717321207841714,1.2713985415757634e-06,0.9810749912261962,1.661263566852442e-05,6.757631815320213e-05,2.2391346672563155,4.6077655372118425e-08,0.021499853552404788,,,
pairwise_failure,hadamard_paired,pairwise,jitter,0.001,0.1,0.0001513932270389369,0.0015527787729090873,38.70246111809574,5.08613985402917e-06,0.9810683798789978,6.632164554390604e-05,0.0002694770967777457,2.238103332596895,1.7780019728970225e-07,0.02150999225132053,,,
pairwise_failure,hadamard_paired,pairwise,jitter,0.001,0.15,0.00033986583646420645,0.003486174565818648,35.18975043801302,1.1444969877629775e-05,0.9810605597496033,0.00014877248972700017,0.0006035238967356047,2.236567960398539,3.8583941487338405e-07,0.021519796759435147,,,
pairwise_failure,hadamard_paired,pairwise,jitter,0.003,0.05,0.00011358426222707733,0.0011649662038556623,39.95051798648681,3.8133837915665934e-06,0.9753964936733246,4.976836289884537e-05,0.00020232258126541233,2.2384827840560986,1.3847192927775992e-07,0.020594293382575155,,,
pairwise_failure,hadamard_paired,pairwise,jitter,0.003,0.1,0.0004524974812238076,0.004641736102251804,33.946282405611704,1.5253761994244996e-05,0.9753443217277527,0.00019799422382161153,0.0008026003653768552,2.235731395754424,5.32395681368747e-07,0.02060611156527242,,,
pairwise_failure,hadamard_paired,pairwise,jitter,0.003,0.15,0.0010115100506714859,0.010378728755173105,30.450803598066685,3.432152021559887e-05,0.9752880465984345,0.000441652827265423,0.0017826761820623066,2.2315032935016585,1.1499955806626413e-06,0.02061689043913701,,,
pairwise_failure,hadamard_paired,pairwise,jitter,0.01,0.05,0.0003773202934762059,0.0038704362301243134,34.73555765618526,1.2709360526059754e-05,0.9437925887107849,0.00016513648158053435,0.0006696068392564533,2.236214145061847,4.6913089174096576e-07,0.018028121551592387,,,
pairwise_failure,hadamard_paired,pairwise,jitter,0.01,0.1,0.0014898708098053464,0.015290309855233957,28.767335944588044,5.084207223262638e-05,0.943564909696579,0.0006493017635928157,0.002610651017691613,2.2278462053727286,1.8460021380405154e-06,0.01788812203735892,,,
pairwise_failure,hadamard_paired,pairwise,jitter,0.01,0.15,0.0032831685098170704,0.03372133061509204,25.32997268381421,0.00011440206770203077,0.943332314491272,0.001421480475171921,0.005641234445280958,2.2149188230638233,4.083367387406404e-06,0.01775660516932366,,,
pairwise_failure,hadamard_paired,pairwise,jitter,0.03,0.05,0.0011223070319209953,0.011516201988957746,29.99881141425883,3.8127271545818074e-05,0.8743265557289124,0.0004896920642397098,0.001972674598970244,2.230278642056623,1.4120903493456814e-06,0.011766812852410814,,,
pairwise_failure,hadamard_paired,pairwise,jitter,0.03,0.1,0.004325086114940662,0.04444336260075909,24.129435570302316,0.00015249701216816903,0.8740543973445892,0.0018651688555623876,0.0073397223485908185,2.207205925661111,5.683407818164704e-06,0.01171537635983903,,,
pairwise_failure,hadamard_paired,pairwise,jitter,0.03,0.15,0.009179100384213958,0.09452269023641016,20.845991458539075,0.0003430595860118046,0.8737793147563935,0.003889755745818584,0.014760276307848338,2.173106581609577,1.2865953599956814e-05,0.01168279753849801,,,
pairwise_failure,srht_paired,none,jitter,0.001,0.05,5.048074354372586e-05,0.0005242601849317842,43.49946630229464,,,2.306337686729922e-05,0.00013584945973311871,2.289122158471321,,,,,
pairwise_failure,srht_paired,none,jitter,0.001,0.1,0.00020135463432251717,0.0020912514491672096,37.48836924197248,,,9.168719357374347e-05,0.0005366063116030456,2.2837525679632154,,,,,
pairwise_failure,srht_paired,none,jitter,0.001,0.15,0.00045139730745843943,0.004688545855448456,33.97951232143461,,,0.0002048290194320262,0.0011909778480417327,2.2780370763401208,,,,,
pairwise_failure,srht_paired,none,jitter,0.003,0.05,0.00012641499558495954,0.0013037189396591215,39.46322718186958,,,5.420006870817788e-05,0.0002282730055614027,2.1868240751995986,,,,,
pairwise_failure,srht_paired,none,jitter,0.003,0.1,0.0005028973520358863,0.005187678528556378,33.463616367751754,,,0.00021490872597457704,0.0008962400438768305,2.180579892597993,,,,,
pairwise_failure,srht_paired,none,jitter,0.003,0.15,0.001122732123692004,0.011585541423368664,29.97229649187347,,,0.00047790475664618274,0.001971476822699406,2.173103362656772,,,,,
pairwise_failure,srht_paired,none,jitter,0.01,0.05,0.0003879304243289448,0.003985715810757213,34.60524153484694,,,0.00016818244400576402,0.0006742602560180227,2.2129095711511044,,,,,
pairwise_failure,srht_paired,none,jitter,0.01,0.1,0.001531427845585828,0.01574634551814551,28.636687900677607,,,0.000660465853365111,0.00262429736830455,2.20112308723452,,,,,
pairwise_failure,srht_paired,none,jitter,0.01,0.15,0.0033743061730434104,0.034731165483669,25.198713529961687,,,0.0014443064729618904,0.005661536916880177,2.1849693794891545,,,,,
pairwise_failure,srht_paired,none,jitter,0.03,0.05,0.0011346685638012662,0.011655661174604084,29.94495882998348,,,0.000492298541201023,0.0019720352541221222,2.2152104090023443,,,,,
pairwise_failure,srht_paired,none,jitter,0.03,0.1,0.0043717596085232355,0.04498980209988898,24.074963546371507,,,0.0018730691519206523,0.0073456839101278025,2.1875217841651713,,,,,
pairwise_failure,srht_paired,none,jitter,0.03,0.15,0.009277307964231098,0.09571023125050089,20.790673835326988,,,0.003902891183166472,0.014801823239592728,2.1494783210521304,,,,,
pairwise_failure,srht_paired,oracle,jitter,0.001,0.05,6.806990028867663e-14,7.247913070086983e-13,120.0,8.525940573662037e-15,1.0000000238418578,2.1209409014029722e-14,9.746133913142827e-14,0.0,6.961401372215579e-15,4.7683715823176486e-08,,,
pairwise_failure,srht_paired,oracle,jitter,0.001,0.1,6.819337874337943e-14,7.257915307617324e-13,120.0,2.8402414019865556e-15,0.9999999880790711,2.1383120169119534e-14,9.955980701782788e-14,0.0,5.680482803973112e-15,6.951036313496979e-08,,,
