experiment,basis,correction,channel,rho,sigma_a,mse_mean,rel_mse_mean,psnr_mean,gain_rel_mse_mean,gain_corr_mean,mse_std,rel_mse_std,psnr_std,gain_rel_mse_std,gain_corr_std,window_frac,agc_window,sigma_delta
agc_window_sweep,fourier_fourstep,agc,ou,0.01,0.1,0.009382372698054215,0.09850849052655718,20.647012788462277,0.00998187718912959,0.5550251805782318,0.0034813299343768984,0.011875502715775367,1.9231624363170172,0.0010317403471168227,0.08240077445275472,0.1,205.0,
agc_window_sweep,fourier_fourstep,agc,ou,0.01,0.1,0.011274964545147958,0.11839482200927048,19.857341192407688,0.018051370028406382,0.33242909938097,0.0042581241055453444,0.016372025839104663,1.9411464354549615,0.0024296412405763698,0.101482850595437,0.2,411.0,
agc_window_sweep,hadamard_paired,agc,ou,0.01,0.1,0.0052508760898924275,0.05413406967990978,23.262994357691625,0.0012347670691087841,0.9322657537460327,0.0022083930173627062,0.008157746213163383,2.149127420179048,0.0001528062480836911,0.019741120000705825,0.01,21.0,
agc_window_sweep,hadamard_paired,agc,ou,0.01,0.1,0.005231467204728756,0.053901307894736794,23.282770114563842,0.0022138356673531232,0.881332837343216,0.0022098501115667365,0.008223441904908325,2.157806178781404,0.0002866403500599163,0.03303288704975236,0.02,41.0,
agc_window_sweep,hadamard_paired,agc,ou,0.01,0.1,0.005355960681680955,0.055241456630133134,23.172848345023716,0.00534220919944346,0.7347437524795533,0.002237909077658568,0.008173077056339528,2.147149352095993,0.0005472139372330622,0.05925327907554274,0.05,103.0,
agc_window_sweep,hadamard_paired,agc,ou,0.01,0.1,0.005745211596606586,0.059468834577471756,22.848579915367754,0.009944676421582699,0.5558742833137512,0.0023388249269604036,0.008374952692314266,2.1036328319152666,0.0010206661572104846,0.08260709722817812,0.1,205.0,
agc_window_sweep,hadamard_paired,agc,ou,0.01,0.1,0.006124769399932019,0.06350196700900314,22.5679956758573,0.017984960190951825,0.33376593559980394,0.0024873801355980076,0.009394594454027946,2.094801537279115,0.002407444806374018,0.09988801591942789,0.2,411.0,
agc_window_sweep,random_binary,agc,ou,0.01,0.1,0.034312211162891064,0.3651721885174385,14.927170931241449,0.000511243452783674,0.9709529602527618,0.011144675865442632,0.014069683392427883,1.6712401535085917,3.158042294658477e-05,0.006408782966736709,0.01,21.0,
agc_window_sweep,random_binary,agc,ou,0.01,0.1,0.035550809697382155,0.3778356642981635,14.78028558447169,0.0007827132532838732,0.9548940789699555,0.011720184548229042,0.017052308144168138,1.69084212402904,4.555640374438631e-05,0.012135860839396276,0.02,41.0,
agc_window_sweep,random_binary,agc,ou,0.01,0.1,0.0399926984282965,0.4236697334681609,14.286386737801852,0.0016940944083034992,0.9027960610389709,0.013607276645845694,0.025545429435338374,1.739982701194257,0.0002632907132962152,0.026428870859489712,0.05,103.0,
agc_window_sweep,random_binary,agc,ou,0.01,0.1,0.04664601467433216,0.49303268424085905,13.630761520298798,0.0033214606437832117,0.8004615092277527,0.01617364214555534,0.034624225426503105,1.777486727105645,0.0005416182109413642,0.05096644465412519,0.1,205.0,
agc_window_sweep,random_binary,agc,ou,0.01,0.1,0.05346984288371926,0.5648307824103521,13.041146299959012,0.005368649465963244,0.6255828183889389,0.01861808145048444,0.041271258852854174,1.787972795302096,0.0009604296628635392,0.14146440214132006,0.2,411.0,
agc_window_sweep,random_gaussian,agc,ou,0.01,0.1,0.03127902074465034,0.33586343152108933,15.289159167599484,0.023571464940905573,0.5101795738935471,0.009252705785352547,0.00969260538457011,1.5575151157222002,0.0020125068653109547,0.08435317416937792,0.01,21.0,
agc_window_sweep,random_gaussian,agc,ou,0.01,0.1,0.031018061104750295,0.33309312610109487,15.325290824385553,0.013044458162039519,0.6024905264377594,0.009168768204893528,0.01001380481284018,1.5567751619861119,0.0016355248287048625,0.09107498757120397,0.02,41.0,
agc_window_sweep,random_gaussian,agc,ou,0.01,0.1,0.03094220661940068,0.3323085491187106,15.33551839529493,0.006911273365840315,0.6746250420808793,0.009127719643085805,0.00995777467207523,1.5565532815893321,0.001591379864495593,0.09167813335715433,0.05,103.0,
agc_window_sweep,random_gaussian,agc,ou,0.01,0.1,0.030973183736012357,0.3326925499836404,15.330523034798127,0.007814785717055201,0.5736444199085236,0.009115004826147022,0.010033690022135305,1.5552359005360872,0.002323722840462146,0.1272985245817932,0.1,205.0,
agc_window_sweep,random_gaussian,agc,ou,0.01,0.1,0.031040353450528187,0.33353743906595335,15.319579526136435,0.010876221498474479,0.38364791130647063,0.009101722171233348,0.010250347565903924,1.5505864979998911,0.003738998640647381,0.2108543000114799,0.2,411.0,
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.03777642803039113,0.40113064680222865,14.521650850324065,0.00039743962232023476,0.977470178604126,0.012343157009765944,0.020196753451088963,1.7197772140274268,1.7690852066161905e-05,0.005078329498738607,0.01,21.0,
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.04225858322740669,0.4472275769121542,14.051710377717562,0.0007039976969826966,0.9594870138168335,0.014199709200661496,0.027063537955781116,1.770979857484321,5.024621584475055e-05,0.011136328759134534,0.02,41.0,
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.051923439036822304,0.5489645776457079,13.163532088958247,0.0016593776410445571,0.9048988330364227,0.01761954164704959,0.03729618965754105,1.7897199281401257,0.0002639299357600479,0.025399993337876275,0.05,103.0,
agc_window_sweep,random_uniform,agc,ou,0.01,0.1,0.06213510557423442,0.6575859399592513,12.378281366070562,0.0033024976076558234,0.8015318238735198,0.020827027339046563,0.041812557306968,1.7771918082526252,0.0005409429884871749,0.04797435724859583,0.1,205.0,
