experiment,basis,correction,channel,rho,sigma_a,seed,object,num_frames,num_pixels,mse,rel_mse,psnr,recon_scale,gain_rel_mse,gain_corr,gain_scale
oracle_agc,random_uniform,oracle,ou,0.001,0.1,0,0,2048,1024,0.025759009041795608,0.3046755922616422,15.890708484534544,0.658127940920685,1.4091977029186652e-14,0.9999996423721313,1.0000001192092896
oracle_agc,random_uniform,none,ou,0.001,0.1,0,0,2048,1024,0.0635370760228877,0.7515116841814997,11.969727752870314,0.22127891683070905,,,
oracle_agc,random_uniform,agc,ou,0.001,0.1,0,0,2048,1024,0.02831786832968447,0.33494158455143713,15.479394419250252,0.6343413962590879,0.0001600173709448427,0.9903896450996399,1.000001072883606
oracle_agc,random_uniform,oracle,ou,0.001,0.1,0,1,2048,1024,0.02642256329813567,0.3312979072254876,15.780250530259558,0.6669651240124791,1.4091977029186652e-14,0.9999996423721313,1.0000001192092896
oracle_agc,random_uniform,none,ou,0.001,0.1,0,1,2048,1024,0.06287174582540855,0.7883140473748176,12.01544479974064,0.21009371795034076,,,
oracle_agc,random_uniform,agc,ou,0.001,0.1,0,1,2048,1024,0.028558228915618558,0.35807583719473596,15.442687295297596,0.6407130016156616,0.00017360060883220285,0.9895856976509094,1.000046968460083
oracle_agc,random_uniform,oracle,ou,0.001,0.1,0,2,2048,1024,0.02418061527154204,0.3421910100347718,16.1653265278724,0.6871310908299569,1.4091977029186652e-14,0.9999996423721313,1.0000001192092896
oracle_agc,random_uniform,none,ou,0.001,0.1,0,2,2048,1024,0.05772879927807987,0.8169467944146729,12.386074754535128,0.18597752261311387,,,
oracle_agc,random_uniform,agc,ou,0.001,0.1,0,2,2048,1024,0.026040939653663386,0.3685173161341707,15.843433488658201,0.6700868521216428,0.0001720780855976045,0.9896883368492126,1.0000602006912231
oracle_agc,random_uniform,oracle,ou,0.001,0.1,0,3,2048,1024,0.032922373064262794,0.3492049822815927,14.825088681265298,0.6683124584343922,1.4091977029186652e-14,0.9999996423721313,1.0000001192092896
oracle_agc,random_uniform,none,ou,0.001,0.1,0,3,2048,1024,0.07538062180341742,0.7995562364188056,11.227402844417437,0.1931229142339814,,,
oracle_agc,random_uniform,agc,ou,0.001,0.1,0,3,2048,1024,0.03583816931270992,0.38013260026612306,14.45654183097368,0.6455111580690643,0.00017920995014719665,0.989230751991272,0.999996542930603
oracle_agc,random_uniform,oracle,ou,0.001,0.1,0,4,2048,1024,0.011522914862138613,0.3255565560690214,19.38437646918424,0.6371958966284095,1.4091977029186652e-14,0.9999996423721313,1.0000001192092896
oracle_agc,random_uniform,none,ou,0.001,0.1,0,4,2048,1024,0.02663268658244476,0.7524524676594848,15.745850217292947,0.22737379134835659,,,
oracle_agc,random_uniform,agc,ou,0.001,0.1,0,4,2048,1024,0.012082389916525202,0.34136338742131184,19.17847153057565,0.6328449028509863,0.00018148576782550663,0.9890933036804199,1.0000026226043701
oracle_agc,random_uniform,oracle,ou,0.001,0.1,0,5,2048,1024,0.03860570353232842,0.3341781046238244,14.13348528757415,0.6715493725405685,1.4091977029186652e-14,0.9999996423721313,1.0000001192092896
oracle_agc,random_uniform,none,ou,0.001,0.1,0,5,2048,1024,0.09525013330581796,0.8245027573879072,10.21134407841943,0.17530779516764394,,,
oracle_agc,random_uniform,agc,ou,0.001,0.1,0,5,2048,1024,0.04191196237782072,0.3627976922310583,13.776620044034054,0.6495159162334644,0.00016975328617263585,0.9898379445075989,1.0000697374343872
oracle_agc,random_uniform,oracle,ou,0.001,0.1,0,6,2048,1024,0.042490709134394136,0.31920352168784566,13.717060208383655,0.6698252625148301,1.4091977029186652e-14,0.9999996423721313,1.0000001192092896
oracle_agc,random_uniform,none,ou,0.001,0.1,0,6,2048,1024,0.10796595533980952,0.811074088169634,9.667131680217413,0.1726509001077217,,,
oracle_agc,random_uniform,agc,ou,0.001,0.1,0,6,2048,1024,0.04701850103894864,0.35321771328046436,13.277312204022735,0.6481382669800778,0.00017391475557815284,0.9895515441894531,0.9999884366989136
oracle_agc,random_uniform,oracle,ou,0.001,0.1,0,7,2048,1024,0.04329770877265218,0.3373413958334071,13.635350850258945,0.6516202781211621,1.4091977029186652e-14,0.9999996423721313,1.0000001192092896
oracle_agc,random_uniform,none,ou,0.001,0.1,0,7,2048,1024,0.10757381320105473,0.8381298070739258,9.68293436535913,0.1560546128993648,,,
oracle_agc,random_uniform,agc,ou,0.001,0.1,0,7,2048,1024,0.048693800601241705,0.3793834622868493,13.125263269999925,0.6263080159510828,0.00017080373072531074,0.9897749423980713,1.0000698566436768
oracle_agc,random_uniform,oracle,ou,0.001,0.1,0,8,2048,1024,0.0365596300893673,0.3227148679923918,14.369982071110536,0.6587981703025335,1.4091977029186652e-14,0.9999996423721313,1.0000001192092896
oracle_agc,random_uniform,none,ou,0.001,0.1,0,8,2048,1024,0.09553644596920459,0.8433080825503422,10.198309188478527,0.1576917807950722,,,
oracle_agc,random_uniform,agc,ou,0.001,0.1,0,8,2048,1024,0.04031334146547812,0.35584918768496027,13.94551202842366,0.631768316847401,0.00017464160919189453,0.9896241426467896,1.0001246929168701
oracle_agc,random_uniform,oracle,ou,0.001,0.1,0,9,2048,1024,0.025404724511462064,0.31968237859988163,15.950855102124752,0.6560872791094363,1.4091977029186652e-14,0.9999996423721313,1.0000001192092896
oracle_agc,random_uniform,none,ou,0.001,0.1,0,9,2048,1024,0.06144041929271339,0.7731404201138606,12.115458291762453,0.19786852268698654,,,
oracle_agc,random_uniform,agc,ou,0.001,0.1,0,9,2048,1024,0.028227808017597278,0.35520687522727923,15.493228449427946,0.6327640900363841,0.0001729178475216031,0.989614725112915,0.9999765753746033
oracle_agc,random_uniform,oracle,ou,0.001,0.1,1,0,2048,1024,0.025759009039580984,0.3046755922354478,15.890708484907927,0.658127955056255,1.4176686253142712e-14,1.0,0.9999998807907104
oracle_agc,random_uniform,none,ou,0.001,0.1,1,0,2048,1024,0.0468313270579219,0.5539173608976848,13.29463535453735,0.4145290100066798,,,
oracle_agc,random_uniform,agc,ou,0.001,0.1,1,0,2048,1024,0.027686673934852503,0.3274758654406738,15.5772921393668,0.6270063893910948,0.0001466776302549988,0.9692758321762085,1.0000511407852173
oracle_agc,random_uniform,oracle,ou,0.001,0.1,1,1,2048,1024,0.026422562255226455,0.3312978941490258,15.780250701677343,0.6669651210507699,1.4176686253142712e-14,1.0,0.9999998807907104
oracle_agc,random_uniform,none,ou,0.001,0.1,1,1,2048,1024,0.04568746054936527,0.5728497986991187,13.402029807065539,0.41509856712035187,,,
