experiment,basis,correction,channel,rho,sigma_delta,seed,object,num_frames,num_pixels,mse,rel_mse,psnr,recon_scale
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,2,4,2048,1024,0.013268255398233389,0.37486760808118713,18.771861774166553,0.5851312350230081
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,2,5,2048,1024,0.046898794795204354,0.4059646352689539,13.288383176371044,0.5981176279347615
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,2,6,2048,1024,0.05186231412069915,0.3896059549829517,12.851481087115236,0.5947767442056494
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,2,7,2048,1024,0.05636947986604916,0.43918626549650014,12.489559724948176,0.5490423669924698
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,2,8,2048,1024,0.04767871106197348,0.4208639121566791,13.21675493751017,0.5703967963472585
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,2,9,2048,1024,0.03161825339500902,0.3978708152465832,15.00062124342466,0.5770562930778109
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,3,0,2048,1024,0.031114908594274668,0.36802476324868233,15.07031470496976,0.595770511394656
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,3,1,2048,1024,0.03139035590801678,0.3935863111404848,15.03203760183631,0.6026819489526207
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,3,2,2048,1024,0.02932463615271571,0.4149864158258057,15.327673677153529,0.6122972174129383
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,3,3,2048,1024,0.039015180918465356,0.41383090868789735,14.087663748638118,0.6025157630609862
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,3,4,2048,1024,0.013576377554805327,0.38357297381045385,18.672160929289948,0.5862237846916348
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,3,5,2048,1024,0.04766250200143808,0.41257542598937236,13.218231634814305,0.5894388643058527
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,3,6,2048,1024,0.054439224687208236,0.4089645146460217,12.640880685617395,0.602964012921306
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,3,7,2048,1024,0.054364041439875034,0.42356148032609325,12.646882651515572,0.5650277218190433
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,3,8,2048,1024,0.04626004020876079,0.4083411876105044,13.34793994080848,0.5671464691857224
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,3,9,2048,1024,0.030530723410395744,0.3841857948826345,15.152629051864054,0.5981511601124156
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,4,0,2048,1024,0.03021799507038909,0.35741613856696725,15.19734353986138,0.6068908458009942
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,4,1,2048,1024,0.03165003858996718,0.3968423286624085,14.996257561237325,0.6099776174727244
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,4,2,2048,1024,0.02860838583301352,0.40485042806932087,15.435066456407915,0.6183841785601805
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,4,3,2048,1024,0.038606137733031225,0.4094922202815933,14.133436442483507,0.6115563946396474
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,4,4,2048,1024,0.013149892800239022,0.3715235132725862,18.810777875890082,0.5879239667109951
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,4,5,2048,1024,0.04811184303308837,0.41646500500354217,13.177480061452613,0.5936083693569599
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,4,6,2048,1024,0.0533786951392734,0.40099748435984556,12.726320468980742,0.5908325131921224
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,4,7,2048,1024,0.056080566650867344,0.4369352829376791,12.511876068084884,0.5728893257861432
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,4,8,2048,1024,0.0461024840940636,0.4069504268005179,13.362756733244707,0.5840158841908584
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.02,4,9,2048,1024,0.03034856269067491,0.38189356092664145,15.178618723083241,0.5982740759575249
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,0,0,2048,1024,0.04649674301484821,0.549959926381498,13.325774673298039,0.43474101803163856
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,0,1,2048,1024,0.04750965325742665,0.5956972652348455,13.232181392068895,0.4019293366765877
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,0,2,2048,1024,0.043971163057704814,0.6222561556085711,13.568320469374216,0.3946775373428173
