sigma_a,correction,challenger,baseline,rho_star_first_ge,boundary_status,max_margin_db,min_margin_db,points
0.05,agc,random_uniform,hadamard_paired,,not_reached,-2.673344807468917,-2.810208578518681,2
0.05,agc,random_binary,hadamard_paired,,not_reached,-1.7772538666917566,-1.9145396832310393,2
0.05,agc,fourier_fourstep,hadamard_paired,,not_reached,-1.158717030042304,-1.2912247595572772,2
0.05,agc,dct_paired,hadamard_paired,,not_reached,-2.0332135072620012,-2.0690470647337733,2
0.05,agc,srht_paired,hadamard_paired,3.0,left_censored,1.0102797046341863,0.9877648254413387,2
0.05,none,random_uniform,hadamard_paired,,not_reached,-3.523610361058262,-3.6842537944337455,2
0.05,none,random_binary,hadamard_paired,,not_reached,-2.6262089226439613,-2.7868615170603697,2
0.05,none,fourier_fourstep,hadamard_paired,,not_reached,-1.3492221371117807,-1.5047872088293204,2
0.05,none,dct_paired,hadamard_paired,,not_reached,-1.970197102680629,-2.0031615742348308,2
0.05,none,srht_paired,hadamard_paired,3.0,left_censored,0.11857590804885376,0.11828689059571573,2
0.05,pairwise,dct_paired,hadamard_paired,,not_reached,-1.9882485525471054,-2.021687998587673,2
0.05,pairwise,srht_paired,hadamard_paired,3.0,left_censored,0.10507450945943475,0.10445629868456408,2
0.05,reference_k2,random_uniform,hadamard_paired,,not_reached,-4.202896607477081,-4.357509461389583,2
0.05,reference_k2,random_binary,hadamard_paired,,not_reached,-3.3414684479466494,-3.523760134944542,2
0.05,reference_k2,fourier_fourstep,hadamard_paired,,not_reached,-1.4083647979237242,-1.550503196736635,2
0.05,reference_k2,dct_paired,hadamard_paired,,not_reached,-2.2110725910555935,-2.252407834133919,2
0.05,reference_k2,srht_paired,hadamard_paired,3.0,left_censored,0.043675572997496914,0.04119357409133784,2
0.05,reference_k32,random_uniform,hadamard_paired,,not_reached,-4.159695159174559,-4.318205498049448,2
0.05,reference_k32,random_binary,hadamard_paired,,not_reached,-3.1016624739739065,-3.262970763723235,2
0.05,reference_k32,fourier_fourstep,hadamard_paired,,not_reached,-1.3463107026635086,-1.5027716353691076,2
0.05,reference_k32,dct_paired,hadamard_paired,,not_reached,-1.9674817391690453,-2.0021042977241237,2
0.05,reference_k32,srht_paired,hadamard_paired,3.0,left_censored,0.0811676009458644,0.07904430337377022,2
0.05,reference_k8,random_uniform,hadamard_paired,,not_reached,-3.9639662608491015,-4.1119411933019006,2
0.05,reference_k8,random_binary,hadamard_paired,,not_reached,-3.0091715733762356,-3.1603288432591174,2
0.05,reference_k8,fourier_fourstep,hadamard_paired,,not_reached,-1.409693909024604,-1.555077642349378,2
0.05,reference_k8,dct_paired,hadamard_paired,,not_reached,-1.9891255458964032,-2.0242662803795426,2
0.05,reference_k8,srht_paired,hadamard_paired,3.0,left_censored,0.08782993044087917,0.08669629557759606,2
0.05,scgi_frozen,random_uniform,hadamard_paired,,not_reached,-2.499091488858248,-2.562267352661875,2
0.05,scgi_frozen,random_binary,hadamard_paired,,not_reached,-2.425889482251799,-2.4888966627693545,2
0.05,scgi_frozen,fourier_fourstep,hadamard_paired,,not_reached,-1.529610492409871,-1.5904893566016547,2
0.05,scgi_frozen,dct_paired,hadamard_paired,,not_reached,-1.8162280951670908,-1.8470186671715254,2
0.05,scgi_frozen,srht_paired,hadamard_paired,3.0,left_censored,0.9896605314434357,0.9834747827085444,2
0.05,scgi_proxy,random_uniform,hadamard_paired,,not_reached,-3.5508788353236795,-3.7108299905420505,2
0.05,scgi_proxy,random_binary,hadamard_paired,,not_reached,-2.655489624411681,-2.8159351830830666,2
0.05,scgi_proxy,fourier_fourstep,hadamard_paired,,not_reached,-1.5109671310040262,-1.666278699158383,2
0.05,scgi_proxy,dct_paired,hadamard_paired,,not_reached,-1.9729998042200343,-2.0062150307704663,2
0.05,scgi_proxy,srht_paired,hadamard_paired,3.0,left_censored,0.10947936412242143,0.10892556680815701,2
0.1,agc,random_uniform,hadamard_paired,,not_reached,-0.9982841662915973,-1.0754085792879522,2
0.1,agc,random_binary,hadamard_paired,,not_reached,-0.1750969999594325,-0.2521395682391816,2
0.1,agc,fourier_fourstep,hadamard_paired,,not_reached,-0.54781739693769,-0.6236503271547562,2
0.1,agc,dct_paired,hadamard_paired,,not_reached,-0.948872442730762,-0.9838401560628256,2
0.1,agc,srht_paired,hadamard_paired,3.0,left_censored,0.5271355532578976,0.5125018876452749,2
0.1,none,random_uniform,hadamard_paired,,not_reached,-1.3666558574060712,-1.4574953748334902,2
0.1,none,random_binary,hadamard_paired,,not_reached,-0.5313589133926122,-0.6215381391224959,2
0.1,none,fourier_fourstep,hadamard_paired,,not_reached,-0.40893258285201206,-0.49648840913816095,2
0.1,none,dct_paired,hadamard_paired,,not_reached,-0.9619713926712521,-0.9955183401656544,2
0.1,none,srht_paired,hadamard_paired,3.0,left_censored,0.1393832994971973,0.1377400359256331,2
0.1,pairwise,dct_paired,hadamard_paired,,not_reached,-0.9913716757938804,-1.0256868189868218,2
0.1,pairwise,srht_paired,hadamard_paired,3.0,left_censored,0.11702506564729553,0.11582464673051973,2
0.1,reference_k2,random_uniform,hadamard_paired,,not_reached,-1.7790565118772275,-1.8678001684436403,2
0.1,reference_k2,random_binary,hadamard_paired,,not_reached,-0.7904365108647866,-0.8630611806735491,2
0.1,reference_k2,fourier_fourstep,hadamard_paired,,not_reached,-0.34166394455319704,-0.4125849005569844,2
0.1,reference_k2,dct_paired,hadamard_paired,,not_reached,-1.2246137151794514,-1.277091379117179,2
0.1,reference_k2,srht_paired,hadamard_paired,3.0,left_censored,0.05667903919104056,0.05385198242258227,2
0.1,reference_k32,random_uniform,hadamard_paired,,not_reached,-1.7331561679650918,-1.8220688901566557,2
0.1,reference_k32,random_binary,hadamard_paired,,not_reached,-1.0051464789296514,-1.094843580243742,2
0.1,reference_k32,fourier_fourstep,hadamard_paired,,not_reached,-0.39833747339772607,-0.48625356905225026,2
0.1,reference_k32,dct_paired,hadamard_paired,,not_reached,-0.951100703310825,-0.9855761123121791,2
0.1,reference_k32,srht_paired,hadamard_paired,3.0,left_censored,0.10465743161917374,0.10464840233934147,2
0.1,reference_k8,random_uniform,hadamard_paired,,not_reached,-1.6037219532235376,-1.687114110540195,2
0.1,reference_k8,random_binary,hadamard_paired,,not_reached,-0.9059069627944059,-0.9854811854772745,2
0.1,reference_k8,fourier_fourstep,hadamard_paired,,not_reached,-0.45084898735638923,-0.530584980464937,2
0.1,reference_k8,dct_paired,hadamard_paired,,not_reached,-0.9780254009319655,-1.0128322395570706,2
0.1,reference_k8,srht_paired,hadamard_paired,3.0,left_censored,0.12111963004173987,0.11926193465622603,2
0.1,scgi_frozen,random_uniform,hadamard_paired,,not_reached,-0.9727023615724981,-1.0153896761612469,2
0.1,scgi_frozen,random_binary,hadamard_paired,,not_reached,-0.9036026877077745,-0.94598963593406,2
0.1,scgi_frozen,fourier_fourstep,hadamard_paired,,not_reached,-0.7329547966295955,-0.7750987836108187,2
0.1,scgi_frozen,dct_paired,hadamard_paired,,not_reached,-0.8283619255528549,-0.8606458037070706,2
0.1,scgi_frozen,srht_paired,hadamard_paired,3.0,left_censored,0.6725432450613216,0.6567693688351799,2
0.1,scgi_proxy,random_uniform,hadamard_paired,,not_reached,-1.378925152933265,-1.4692149978189946,2
0.1,scgi_proxy,random_binary,hadamard_paired,,not_reached,-0.5566103662100019,-0.6468493075969928,2
0.1,scgi_proxy,fourier_fourstep,hadamard_paired,,not_reached,-0.5670123418714326,-0.6549569278661789,2
0.1,scgi_proxy,dct_paired,hadamard_paired,,not_reached,-0.9636695190933455,-0.9973371525984511,2
0.1,scgi_proxy,srht_paired,hadamard_paired,3.0,left_censored,0.13206153365829287,0.13069704977450947,2
0.15,agc,random_uniform,hadamard_paired,,not_reached,-0.48272609515163367,-0.5258750916623427,2
0.15,agc,random_binary,hadamard_paired,3.0,left_censored,0.048767571949886346,0.005802160560781644,2
0.15,agc,fourier_fourstep,hadamard_paired,,not_reached,-0.270163404707807,-0.31304064338405624,2
0.15,agc,dct_paired,hadamard_paired,,not_reached,-0.4849825289087164,-0.5072887735410863,2
0.15,agc,srht_paired,hadamard_paired,3.0,left_censored,0.3282807229278717,0.3177183639361463,2
0.15,none,random_uniform,hadamard_paired,,not_reached,-0.6773285190694622,-0.7291453788915092,2
0.15,none,random_binary,hadamard_paired,,not_reached,-0.13349476322786202,-0.1845739442980303,2
0.15,none,fourier_fourstep,hadamard_paired,,not_reached,-0.16935117254686816,-0.2193234415090366,2
0.15,none,dct_paired,hadamard_paired,,not_reached,-0.5029185165407295,-0.5254207444760013,2
0.15,none,srht_paired,hadamard_paired,3.0,left_censored,0.12349930471289561,0.12113256053246602,2
0.15,pairwise,dct_paired,hadamard_paired,,not_reached,-0.5353375354479315,-0.5588685999429099,2
0.15,pairwise,srht_paired,hadamard_paired,3.0,left_censored,0.1012778636257412,0.09929046087836113,2
0.15,reference_k2,random_uniform,hadamard_paired,,not_reached,-0.9410197261719695,-0.9979140467316956,2
0.15,reference_k2,random_binary,hadamard_paired,,not_reached,-0.2365595313562956,-0.2653886066989628,2
0.15,reference_k2,fourier_fourstep,hadamard_paired,,not_reached,-0.13498770765855284,-0.1754847487736768,2
0.15,reference_k2,dct_paired,hadamard_paired,,not_reached,-0.6917178439308493,-0.7322752476221623,2
0.15,reference_k2,srht_paired,hadamard_paired,3.0,left_censored,0.05330088134599009,0.05098737500236261,2
0.15,reference_k32,random_uniform,hadamard_paired,,not_reached,-0.8787702763024008,-0.9287691141907128,2
0.15,reference_k32,random_binary,hadamard_paired,,not_reached,-0.4550535108696998,-0.505050970573441,2
0.15,reference_k32,fourier_fourstep,hadamard_paired,,not_reached,-0.1592357316230668,-0.20907200181357943,2
0.15,reference_k32,dct_paired,hadamard_paired,,not_reached,-0.48646599302076865,-0.5091735427865025,2
0.15,reference_k32,srht_paired,hadamard_paired,3.0,left_censored,0.09764138222726615,0.09636385837595185,2
0.15,reference_k8,random_uniform,hadamard_paired,,not_reached,-0.7957562229354007,-0.8426729440643683,2
0.15,reference_k8,random_binary,hadamard_paired,,not_reached,-0.3873722789132614,-0.4309171492845376,2
0.15,reference_k8,fourier_fourstep,hadamard_paired,,not_reached,-0.20069409050592313,-0.24502303091792044,2
0.15,reference_k8,dct_paired,hadamard_paired,,not_reached,-0.5111980297104424,-0.5339727422357186,2
0.15,reference_k8,srht_paired,hadamard_paired,3.0,left_censored,0.1159507440934604,0.11264980113017486,2
0.15,scgi_frozen,random_uniform,hadamard_paired,,not_reached,-0.44345531391789805,-0.46788786509793034,2
0.15,scgi_frozen,random_binary,hadamard_paired,,not_reached,-0.37943203736605113,-0.4034743879502152,2
0.15,scgi_frozen,fourier_fourstep,hadamard_paired,,not_reached,-0.36681614311868316,-0.391093857023753,2
0.15,scgi_frozen,dct_paired,hadamard_paired,,not_reached,-0.41422492798606925,-0.4339236416712051,2
