postprocess_method,rule,observations,mean_selected_cnr,min_selected_cnr,all_hit_apl_min,mean_regret_to_peak,max_regret_to_peak,mean_selected_step
raw_otsu_binary,min_proxy_std,4,4.286448609083891,0.09660595655441284,False,31.141473162919283,71.32169437408447,59.5
minmax_otsu_binary,min_proxy_mean,4,2.9631849639117718,0.09660595655441284,False,32.4647368080914,71.32169437408447,63.5
raw_otsu_binary,min_proxy_mean,4,2.9631849639117718,0.09660595655441284,False,32.4647368080914,71.32169437408447,63.5
minmax_otsu_binary,max_proxy_aug_loss,4,10.250204186886549,0.08638684451580048,False,25.177717585116625,43.443267822265625,55.0
minmax_otsu_binary,max_proxy_dual_abs_mean,4,10.250204186886549,0.08638684451580048,False,25.177717585116625,43.443267822265625,55.0
raw_otsu_binary,max_proxy_aug_loss,4,10.250204186886549,0.08638684451580048,False,25.177717585116625,43.443267822265625,55.0
raw_otsu_binary,max_proxy_dual_abs_mean,4,10.250204186886549,0.08638684451580048,False,25.177717585116625,43.443267822265625,55.0
minmax_otsu_binary,min_proxy_otsu_score,4,4.3366388119757175,0.08638684451580048,False,31.091282960027456,71.32169437408447,72.25
raw_otsu_binary,min_proxy_otsu_score,4,4.3366388119757175,0.08638684451580048,False,31.091282960027456,71.32169437408447,72.25
raw_mean_plus_std_binary,max_proxy_min,4,13.10172152519226,0.0,False,29.93097996711731,84.04799270629883,62.25
raw_mean_plus_std_binary,min_proxy_range,4,11.524563409388065,0.0,False,31.508138082921505,77.69179725646973,99.25
raw_mean_plus_std_binary,max_proxy_otsu_threshold,4,10.735580384731293,0.0,False,32.29712110757828,84.31712913513184,58.25
raw_mean_plus_std_binary,max_proxy_mean,4,10.587309122085571,0.0,False,32.445392370224,84.31712913513184,52.0
