lambda,m_alpha
0.0005239220771995787,-0.6925716739897779
0.0005270323975141268,-0.6925682579141612
0.0005301611825830348,-0.6925648215643753
0.0005333085420243219,-0.6925613648201291
0.0005364745861067675,-0.6925578875604174
0.0005396594257537731,-0.6925543896635181
0.0005428631725472489,-0.6925508710069869
0.0005460859387315237,-0.6925473314676533
0.0005493278372172766,-0.6925437709216171
0.0005525889815854931,-0.6925401892442431
0.0005558694860914449,-0.6925365863101568
0.0005591694656686924,-0.6925329619932405
0.0005624890359331114,-0.6925293161666286
0.0005658283131869443,-0.6925256487027035
0.0005691874144228738,-0.6925219594730906
0.000572566457328123,-0.6925182483486542
0.0005759655602885775,-0.692514515199493
0.0005793848423929338,-0.6925107598949354
0.0005828244234368713,-0.6925069823035349
0.0005862844239272496,-0.6925031822930661
0.0005897649650863301,-0.6924993597305189
0.0005932661688560236,-0.692495514482095
0.0005967881579021622,-0.6924916464132028
0.0006003310556187968,-0.6924877553884529
0.000603894986132521,-0.6924838412716524
0.0006074800743068188,-0.6924799039258016
0.0006110864457464404,-0.6924759432130885
0.0006147142268018018,-0.6924719589948839
0.0006183635445734121,-0.6924679511317363
0.0006220345269163259,-0.6924639194833686
0.0006257273024446256,-0.6924598639086702
0.0006294420005359207,-0.6924557842656957
0.00063317875133589,-0.6924516804116573
0.0006369376857628309,-0.6924475522029205
0.0006407189355122565,-0.6924433994949998
0.0006445226330615017,-0.6924392221425528
0.000648348911674368,-0.6924350199993754
0.0006521979054057924,-0.6924307929183969
0.0006560697491065432,-0.6924265407516746
0.0006599645784279448,-0.6924222633503889
0.0006638825298266311,-0.6924179605648378
0.0006678237405693248,-0.692413632244432
0.0006717883487376481,-0.6924092782376893
0.0006757764932329593,-0.6924048983922295
0.0006797883137812198,-0.6924004925547695
0.0006838239509378895,-0.6923960605711169
0.000687883546092851,-0.6923916022861656
0.000691967241475363,-0.6923871175438902
0.000696075180159044,-0.69238260618734
0.0007002075060668847,-0.6923780680586341
0.0007043643639762896,-0.6923735029989563
0.0007085458995241508,-0.6923689108485478
0.000712752259211949,-0.6923642914467041
0.0007169835904108871,-0.6923596446317669
0.0007212400413670532,-0.6923549702411206
0.0007255217612066144,-0.6923502681111852
0.0007298288999410412,-0.6923455380774113
0.0007341616084723641,-0.6923407799742741
0.0007385200385984592,-0.6923359936352678
0.0007429043430183676,-0.6923311788928994
0.0007473146753376448,-0.6923263355786833
0.0007517511900737421,-0.6923214635231356
0.0007562140426614208,-0.6923165625557669
0.0007607033894581973,-0.6923116325050784
0.0007652193877498215,-0.6923066731985543
0.0007697621957557871,-0.6923016844626563
0.0007743319726348753,-0.6922966661228176
0.0007789288784907303,-0.6922916180034367
0.0007835530743774691,-0.6922865399278718
0.0007882047223053241,-0.6922814317184338
0.0007928839852463182,-0.6922762931963803
0.0007975910271399786,-0.6922711241819101
0.0008023260128990716,-0.6922659244941559
0.0008070891084153925,-0.6922606939511792
0.000811880480565565,-0.6922554323699623
0.0008167002972169001,-0.6922501395664036
0.0008215487272332653,-0.6922448153553104
0.000826425940481013,-0.6922394595503922
0.0008313321078349192,-0.6922340719642549
0.000836267401184183,-0.6922286524083934
0.0008412319934384359,-0.6922232006931862
0.0008462260585338122,-0.6922177166278873
0.0008512497714390333,-0.6922122000206209
0.0008563033081615424,-0.6922066506783742
0.0008613868457536701,-0.6922010684069901
0.0008665005623188372,-0.6921954530111619
0.0008716446370177949,-0.6921898042944249
0.0008768192500749017,-0.6921841220591504
0.0008820245827844374,-0.6921784061065385
0.0008872608175169552,-0.6921726562366114
0.0008925281377256709,-0.6921668722482069
0.00089782672795289,-0.6921610539389703
0.0009031567738364736,-0.6921552011053478
0.0009085184621163422,-0.6921493135425797
0.000913911980641018,-0.6921433910446931
0.0009193375183742064,-0.6921374334044949
0.0009247952654014163,-0.6921314404135638
0.0009302854129366199,-0.6921254118622446
0.000935808153328952,-0.6921193475396388
0.0009413636800694487,-0.6921132472335992
0.000946952187797827,-0.6921071107307216
0.0009525738723093034,-0.6921009378163369
0.0009582289305614543,-0.6920947282745047
0.0009639175606811157,-0.6920884818880051
0.0009696399619713253,-0.6920821984383314
0.0009753963349183052,-0.6920758777056825
0.0009811868811984853,-0.6920695194689548
0.0009870118036855698,-0.692063123505735
0.0009928713064576446,-0.6920566895922924
0.000998765594804327,-0.6920502175035704
0.0010046948752339593,-0.69204370701318
0.0010106593554808422,-0.6920371578933903
0.0010166592445125134,-0.6920305699151218
0.0010226947525370702,-0.6920239428479379
0.0010287660910105322,-0.6920172764600369
0.0010348734726442496,-0.6920105705182441
0.0010410171114123615,-0.6920038247880035
0.0010471972225592795,-0.6919970390333698
0.0010534140226072463,-0.6919902130170003
0.001059667729363903,-0.6919833465001459
0.0010659585619299389,-0.6919764392426441
0.0010722867407067492,-0.6919694910029093
0.0010786524874041746,-0.6919625015379249
0.0010850560250482517,-0.6919554706032358
0.001091497577989044,-0.691948397952938
0.0010979773719084855,-0.6919412833396719
0.001104495633828302,-0.6919341265146121
0.0011110525921179549,-0.69192692722746
0.0011176484765026465,-0.6919196852264344
0.001124283518071368,-0.6919124002582632
0.0011309579492849947,-0.6919050720681743
0.0011376720039844323,-0.691897700399886
0.0011444259173988074,-0.6918902849956001
0.0011512199261537106,-0.6918828255959907
0.0011580542682794854,-0.6918753219401967
0.001164929183219569,-0.6918677737658121
0.0011718449118388796,-0.6918601808088767
0.001178801696432257,-0.6918525428038674
0.0011857997807329507,-0.691844859483689
0.0011928394099211582,-0.6918371305796643
0.0011999208306326169,-0.691829355821525
0.001207044290967243,-0.6918215349374033
0.0012142100404978259,-0.6918136676538206
0.00122141833027877,-0.6918057536956793
0.0012286694128548921,-0.691797792786253
0.0012359635422702687,-0.6917897846471769
0.001243300974077136,-0.6917817289984378
0.0012506819653448442,-0.6917736255583649
0.0012581067746688637,-0.6917654740436189
0.001265575662179845,-0.691757274169184
0.0012730888895527322,-0.6917490256483563
0.001280646720015931,-0.6917407281927347
0.001288249418360532,-0.6917323815122104
0.0012958972509495856,-0.6917239853149575
0.0013035904857274364,-0.6917155393074222
0.0013113293922291094,-0.6917070431943125
0.0013191142415897533,-0.6916984966785891
0.0013269453065541403,-0.6916898994614533
0.0013348228614862214,-0.6916812512423385
0.001342747182378739,-0.6916725517188982
0.0013507185468628956,-0.6916638005869962
0.0013587372342180862,-0.6916549975406961
0.0013668035253816687,-0.6916461422722507
0.0013749177029588279,-0.691637234472091
0.001383080051232453,-0.6916282738288154
0.001391290856173121,-0.6916192600291795
0.0013995504054490932,-0.6916101927580846
0.0014078589884364162,-0.691601071698567
0.0014162168962290366,-0.6915918965317865
0.0014246244216490245,-0.6915826669370171
0.001433081859256808,-0.691573382591633
0.0014415895053615149,-0.6915640431710999
0.001450147658031339,-0.6915546483489626
0.0014587566171039897,-0.6915451977968338
0.0014674166841971957,-0.6915356911843829
0.0014761281627192714,-0.691526128179324
0.0014848913578797485,-0.6915165084474054
0.0014937065767000677,-0.6915068316523969
0.001502574128024336,-0.6914970974560788
0.0015114943225301466,-0.6914873055182299
0.0015204674727394647,-0.6914774554966159
0.0015294938930295757,-0.6914675470469768
0.0015385738996440996,-0.6914575798230163
0.0015477078107040715,-0.6914475534763888
0.0015568959462190864,-0.6914374676566873
0.0015661386280985108,-0.6914273220114318
0.0015754361801627614,-0.6914171161860563
0.00158478892815465,-0.6914068498238978
0.0015941971997507957,-0.691396522566182
0.0016036613245731057,-0.691386134052013
0.0016131816342003233,-0.6913756839183588
0.0016227584621796452,-0.6913651718000406
0.001632392144038407,-0.6913545973297184
0.0016420830172958387,-0.6913439601378796
0.0016518314214748905,-0.6913332598528249
0.0016616376981141267,-0.6913224961006572
0.001671502190779693,-0.6913116685052668
0.0016814252450773524,-0.6913007766883194
0.001691407208664594,-0.6912898202692423
0.001701448431262814,-0.6912787988652129
0.001711549264669567,-0.691267712091143
0.0017217100627708922,-0.6912565595596668
0.0017319311815537114,-0.6912453408811281
0.0017422129791183022,-0.6912340556635648
0.0017525558156908428,-0.6912227035126974
0.0017629600536360314,-0.6912112840319146
0.001773426057469791,-0.6911997968222587
0.0017839541938720201,-0.6911882414824132
0.0017945448316994672,-0.6911766176086876
0.0018051983419986241,-0.6911649247950048
0.001815915098018755,-0.6911531626328856
0.001826695475224944,-0.6911413307114355
0.0018375398513112795,-0.69112942861733
0.0018484486062140572,-0.691117455934801
0.0018594221221251205,-0.6911054122456216
0.0018704607835052212,-0.6910932971290913
0.0018815649770975171,-0.6910811101620231
0.001892735091941102,-0.6910688509187274
0.0019039715193846435,-0.6910565189709971
0.0019152746531000938,-0.6910441138880941
0.0019266448890964808,-0.6910316352367332
0.0019380826257337832,-0.6910190825810677
0.0019495882637368873,-0.6910064554826744
0.001961162206209626,-0.6909937535005378
0.0019728048586489014,-0.6909809761910353
0.0019845166289588928,-0.6909681231079219
0.0019962979274653465,-0.6909551938023146
0.0020081491669299524,-0.6909421878226772
0.002020070762564805,-0.6909291047148036
0.0020320631320469495,-0.690915944021804
0.002044126695533018,-0.6909027052840869
0.002056261875673947,-0.6908893880393451
0.0020684690976297865,-0.6908759918225387
0.002080748789084595,-0.6908625161658791
0.002093101380261424,-0.6908489605988127
0.0021055273039373907,-0.690835324648006
0.002118026995458841,-0.6908216078373267
0.0021306008927566024,-0.6908078096878301
0.002143249436361324,-0.6907939297177396
0.0021559730694189158,-0.6907799674424326
0.0021687722377060695,-0.6907659223744229
0.002181647389645879,-0.690751794023343
0.002194598976323552,-0.6907375818959282
0.00220762745150221,-0.6907232854959993
0.0022207332716387912,-0.6907089043244449
0.002233916895900038,-0.6906944378792054
0.002247178786178587,-0.690679885655254
0.0022605194071091505,-0.6906652471445811
0.002273939226084793,-0.690650521836175
0.0022874387132733173,-0.6906357092160055
0.002301018341633713,-0.6906208087670054
0.00231467858693276,-0.6906058199690536
0.0023284199277616613,-0.6905907422989557
0.0023422428455528474,-0.690575575230427
0.002356147824596805,-0.6905603182340748
0.002370135352059084,-0.6905449707773784
0.002384205917997325,-0.6905295323246723
0.0023983600153784698,-0.690514002337127
0.002412598140095991,-0.6904983802727307
0.0024269207909873077,-0.6904826655862703
0.002441328469851221,-0.6904668577293128
0.0024558216814655324,-0.6904509561501866
0.002470400933604702,-0.6904349602939621
0.0024850667370576508,-0.6904188696024325
0.0024998196056456525,-0.6904026835140946
0.0025146600562403385,-0.6903864014641304
0.0025295886087818033,-0.690370022884386
0.0025446057862968225,-0.6903535472033528
0.0025597121149171778,-0.6903369738461486
0.002574908123898088,-0.6903203022344963
0.002590194345636754,-0.690303531786705
0.002605571315691011,-0.6902866619176494
0.0026210395727980897,-0.6902696920387501
0.0026365996588934943,-0.6902526215579532
0.0026522521191299875,-0.6902354498797093
0.0026679975018966905,-0.6902181764049543
0.002683836358838296,-0.6902008005310872
0.0026997692448743967,-0.6901833216519505
0.002715796718218923,-0.690165739157809
0.002731919340399706,-0.6901480524353284
0.002748137676278145,-0.6901302608675549
0.0027644522940690024,-0.6901123638338935
0.0027808637653603083,-0.6900943607100863
0.002797372665133387,-0.6900762508681921
0.0028139795717830028,-0.6900580336765642
0.0028306850671376226,-0.6900397084998278
0.0028474897364798015,-0.6900212746988595
0.0028643941685666846,-0.6900027316307649
0.0028813989556506505,-0.6899840786488559
0.0028985046935000266,-0.6899653151026295
0.0029157119814200083,-0.6899464403377441
0.0029330214222736068,-0.6899274536959984
0.00295043362250282,-0.6899083545153079
0.002967949192149829,-0.689889142129682
0.0029855687448784225,-0.6898698158692018
0.003003292897995445,-0.6898503750599971
0.003021122272472476,-0.689830819024222
0.0030390574929675344,-0.689811147080033
0.003057099187847015,-0.6897913585415653
0.0030752479892076526,-0.6897714527189082
0.0030935045328987177,-0.689751428918083
0.0031118694585442444,-0.6897312864410181
0.0031303434095654894,-0.689711024585525
0.003148927033203424,-0.6896906426452749
0.0031676209805414617,-0.6896701399097735
0.0031864259065282176,-0.689649515664338
0.003205342470000506,-0.6896287691900707
0.003224371333706372,-0.6896078997638357
0.003243513164328362,-0.6895869066582344
0.00326276863250683,-0.6895657891415787
0.0032821384128634817,-0.6895445464778678
0.0033016231840249754,-0.6895231779267622
0.003321223628646713,-0.6895016827435579
0.0033409404334367554,-0.6894800601791614
0.0033607742891798784,-0.6894583094800645
0.0033807258907617784,-0.6894364298883168
0.0034007959371934156,-0.6894144206415016
0.0034209851316355047,-0.6893922809727088
0.003441294181423151,-0.689370010110508
0.0034617237980906304,-0.6893476072789242
0.00348227469739632,-0.6893250716974083
0.003502947599347774,-0.6893024025808132
0.0035237432282269492,-0.6892795991393648
0.0035446623126155824,-0.6892566605786359
0.0035657055854207134,-0.689233586099519
0.003586873783900365,-0.6892103748981988
0.003608167649689372,-0.6891870261661243
0.0036295879288253657,-0.6891635390899818
0.0036511353717749097,-0.6891399128516668
0.003672810733459794,-0.6891161466282556
0.0036946147732834856,-0.6890922395919781
0.00371654825515773,-0.689068190910188
0.003738611947529316,-0.6890439997453358
0.003760806623407014,-0.6890196652549395
0.0037831330603886196,-0.6889951865915558
0.003805592040688252,-0.6889705629027509
0.0038281843511636976,-0.6889457933310719
0.003850910783344043,-0.6889208770140172
0.003873772133457341,-0.6888958130840068
0.003896769202458568,-0.6888706006683529
0.003919902796057629,-0.6888452388892305
0.003943173724747641,-0.6888197268636468
0.003966582803833272,-0.6887940637034105
0.003990130853459367,-0.6887682485151032
0.0040138186986396155,-0.6887422804000474
0.004037647169285526,-0.6887161584542764
0.00406161710023543,-0.6886898817685031
0.004085729331283806,-0.6886634494280894
0.004109984707210624,-0.6886368605130153
0.004134384077811019,-0.6886101140978457
0.0041589282979249955,-0.6885832092517014
0.004183618227467438,-0.6885561450382256
0.004208454731458177,-0.6885289205155525
0.004233438680052363,-0.688501534736275
0.0042585709485708795,-0.6884739867474128
0.0042838524175310795,-0.6884462755903794
0.004309283972677587,-0.6884184003009497
0.004334866505013345,-0.6883903599092278
0.004360600910830837,-0.6883621534396119
0.004386488091743483,-0.6883337799107639
0.004412528954717227,-0.6883052383355737
0.0044387244121023165,-0.6882765277211268
0.004465075381665264,-0.6882476470686697
0.004491582786621006,-0.6882185953735769
0.004518247555665241,-0.6881893716253157
0.004545070623006971,-0.6881599748074123
0.004572052928401232,-0.6881304038974171
0.0045991954171820185,-0.6881006578668705
0.004626499040295402,-0.688070735681267
0.004653964754332848,-0.68804063630002
0.004681593521564733,-0.6880103586764279
0.0047093863099740545,-0.6879799017576365
0.004737344093290346,-0.6879492644846045
0.004765467851023795,-0.6879184457920676
0.0047937585684995525,-0.6878874446085013
0.004822217236892265,-0.6878562598560857
0.00485084485326079,-0.6878248904506679
0.004879642420583132,-0.6877933353017256
0.0049086109477916,-0.6877615933123304
0.004937751449808108,-0.68772966337911
0.004967064947579801,-0.6876975443922112
0.004996552468114749,-0.6876652352352618
0.005026215044518006,-0.6876327347853335
0.005056053716027729,-0.6876000419129025
0.005086069528051661,-0.6875671554818125
0.005116263532203684,-0.6875340743492361
0.005146636786340742,-0.6875007973656346
0.005177190354599817,-0.6874673233747213
0.005207925307435301,-0.68743365121342
0.00523884272165641,-0.6873997797118276
0.005269943680464997,-0.6873657076931733
0.00530122927349342,-0.6873314339737788
0.005332700596842801,-0.6872969573630187
0.005364358753121339,-0.6872622766632801
0.0053962048514830325,-0.6872273906699219
0.005428240007666449,-0.6871922981712338
0.0054604653440339015,-0.6871569979483964
0.0054928819896106875,-0.6871214887754381
0.005525491080124728,-0.6870857694191959
0.005558293758046271,-0.6870498386392714
0.005591291172628005,-0.6870136951879912
0.005624484479945258,-0.6869773378103629
0.005657874842936529,-0.6869407652440334
0.00569146343144423,-0.6869039762192465
0.005725251422255669,-0.6868669694587994
0.005759239999144278,-0.6868297436780009
0.0057934303529110906,-0.686792297584626
0.00582782368142646,-0.686754629878874
0.005862421189672024,-0.6867167392533239
0.005897224089782929,-0.6866786243928906
0.00593223360109029,-0.6866402839747803
0.0059674509501639154,-0.6866017166684459
0.006002877370855278,-0.6865629211355425
0.0060385141043407435,-0.6865238960298822
0.006074362399165056,-0.6864846399973881
0.006110423511285082,-0.6864451516760495
0.006146698704113811,-0.686405429695876
0.0061831892485646215,-0.686365472678851
0.0062198964230958075,-0.6863252792388848
0.00625682151375537,-0.68628484798177
0.0062939658142260714,-0.6862441775051318
0.006331330625870766,-0.6862032663983832
0.00636891725777798,-0.6861621132426762
0.006406727026807814,-0.6861207166108546
0.006444761257638005,-0.686079075067406
0.006483021282810436,-0.6860371871684134
0.006521508442777716,-0.6859950514615072
0.006560224085950252,-0.6859526664858159
0.00659916956874338,-0.6859100307719165
0.006638346255624997,-0.6858671428417873
0.006677755519163259,-0.6858240012087556
0.006717398740074775,-0.6857806043774499
0.0067572773072728754,-0.6857369508437489
0.006797392617916377,-0.6856930390947307
0.00683774607745843,-0.685648867608623
0.006878339099695864,-0.6856044348547515
0.00691917310681861,-0.6855597392934888
0.006960249529459642,-0.6855147793762025
0.007001569806744984,-0.6854695535452042
0.007043135386344246,-0.6854240602336963
0.007084947724521229,-0.6853782978657204
0.007127008286185058,-0.6853322648561038
0.007169318544941393,-0.6852859596104075
0.007211879983144166,-0.685239380524872
0.007254694091947434,-0.6851925259863642
0.007297762371357659,-0.6851453943723227
0.007341086330286255,-0.6850979840507052
0.007384667486602451,-0.6850502933799322
0.007428507367186476,-0.6850023207088333
0.007472607507983042,-0.6849540643765911
0.00751696945405517,-0.6849055227126879
0.007561594759638313,-0.6848566940368471
0.007606484988194811,-0.684807576658979
0.007651641712468668,-0.6847581688791247
0.007697066514540656,-0.6847084689873977
0.007742760985883739,-0.6846584752639288
0.007788726727418833,-0.6846081859788075
0.007834965349570896,-0.6845575993920253
0.007881478472325348,-0.6845067137534173
0.00792826772528483,-0.684455527302604
0.007975334747726291,-0.6844040382689327
0.008022681188658435,-0.6843522448714188
0.008070308706879473,-0.6843001453186864
0.008118218971035264,-0.6842477378089091
0.008166413659677758,-0.6841950205297499
0.008214894461323799,-0.6841419916583006
0.008263663074514337,-0.6840886493610218
0.00831272120787383,-0.684034991793682
0.00836207058017024,-0.6839810171012966
0.008411712920375111,-0.6839267234180655
0.008461649967724288,-0.6838721088673123
0.008511883471778708,-0.6838171715614212
0.00856241519248583,-0.6837619096017755
0.008613246900241171,-0.683706321078693
0.008664380375950458,-0.6836504040713649
0.00871581741109189,-0.6835941566477907
0.008767559807779041,-0.6835375768647145
0.008819609378823857,-0.6834806627675613
0.008871967947800308,-0.6834234123903715
0.008924637349108144,-0.6833658237557371
0.008977619428037292,-0.6833078948747351
0.009030916040832376,-0.6832496237468627
0.00908452905475789,-0.6831910083599705
0.009138460348163471,-0.6831320466901967
0.009192711810549857,-0.6830727367019002
0.009247285342634942,-0.6830130763475932
0.009302182856420508,-0.6829530635678742
0.009357406275259071,-0.682892696291359
0.009412957533921401,-0.6828319724346139
0.00946883857866421,-0.6827708899020861
0.009525051367298384,-0.6827094465860349
0.009581597869257562,-0.6826476403664629
0.009638480065667147,-0.6825854691110452
0.009695699949413699,-0.6825229306750603
0.009753259525214773,-0.6824600229013187
0.009811160809689145,-0.682396743620093
0.009869405831427465,-0.682333090649046
0.009927996631063335,-0.6822690617931585
0.009986935261344797,-0.682204654844659
0.01004622378720626,-0.6821398675829491
0.010105864285840835,-0.6820746977745324
0.010165858846773117,-0.6820091431729405
0.010226209571932392,-0.6819432015186596
0.010286918575726275,-0.6818768705390563
0.010347987985114795,-0.6818101479483029
0.010409419939684906,-0.6817430314473039
0.010471216591725457,-0.6816755187236189
0.01053338010630259,-0.6816076074513885
0.010595912661335598,-0.6815392952912581
0.01065881644767323,-0.6814705798903002
0.01072209366917044,-0.6814014588819391
0.010785746542765621,-0.6813319298858729
0.010849777298558247,-0.6812619905079957
0.010914188179887027,-0.6811916383403205
0.01097898144340849,-0.6811208709608986
0.011044159359176053,-0.6810496859337434
0.011109724210719554,-0.6809780808087487
0.01117567829512525,-0.6809060531216109
0.011242023923116304,-0.680833600393747
0.011308763419133734,-0.680760720132215
0.01137589912141786,-0.6806874098296326
0.011443433382090213,-0.6806136669640961
0.011511368567235954,-0.6805394889990977
0.01157970705698676,-0.6804648733834441
0.011648451245604229,-0.6803898175511724
0.01171760354156374,-0.6803143189214687
0.011787166367638855,-0.6802383748985825
0.011857142160986194,-0.6801619828717439
0.01192753337323082,-0.6800851402150784
0.011998342470552138,-0.6800078442875224
0.012069571933770288,-0.6799300924327369
0.012141224258433076,-0.6798518819790228
0.012213301954903388,-0.6797732102392333
0.012285807548447172,-0.6796940745106876
0.01235874357932187,-0.6796144720750845
0.012432112602865449,-0.6795344001984123
0.012505917189585916,-0.6794538561308633
0.012580159925251374,-0.6793728371067433
0.012654843410980627,-0.6792913403443839
0.012729970263334294,-0.6792093630460507
0.012805543114406497,-0.6791269023978558
0.012881564611917069,-0.6790439555696655
0.012958037419304317,-0.67896051971501
0.013034964215818344,-0.6788765919709918
0.013112347696614906,-0.6787921694581933
0.013190190572849848,-0.678707249280585
0.013268495571774085,-0.6786218285254322
0.013347265436829153,-0.6785359042632015
0.013426502927743326,-0.6784494735474672
0.013506210820628308,-0.6783625334148163
0.013586391908076487,-0.6782750808847546
0.013667048999258781,-0.6781871129596101
0.013748184920023058,-0.6780986266244383
0.013829802512993136,-0.6780096188469248
0.013911904637668372,-0.677920086577289
0.013994494170523874,-0.677830026748186
0.014077574005111233,-0.6777394362746109
0.014161147052159933,-0.6776483120537972
0.014245216239679318,-0.6775566509651199
0.014329784513061179,-0.6774644498699959
0.014414854835182945,-0.6773717056117837
0.014500430186511485,-0.677278415015683
0.01458651356520754,-0.6771845748886339
0.01467310798723075,-0.6770901820192156
0.014760216486445335,-0.6769952331775436
0.014847842114726374,-0.676899725115168
0.014935987942066737,-0.6768036545649706
0.015024657056684635,-0.6767070182410598
0.015113852565131829,-0.6766098128386687
0.015203577592402456,-0.6765120350340488
0.015293835282042523,-0.6764136814843653
0.01538462879626004,-0.6763147488275917
0.015475961316035805,-0.6762152336824031
0.015567836041234859,-0.6761151326480699
0.015660256190718584,-0.6760144423043494
0.01575322500245748,-0.6759131592113797
0.015846745733644627,-0.6758112799095695
0.015940821660809755,-0.6757088009194903
0.016035456079934108,-0.675605718741766
0.01613065230656585,-0.6755020298569638
0.01622641367593627,-0.6753977307254829
0.016322743543076612,-0.6752928177874431
0.016419645282935633,-0.6751872874625734
0.01651712229049784,-0.6750811361501
0.01661517798090243,-0.6749743602286329
0.01671381578956295,-0.6748669560560524
0.01681303917228765,-0.6747589199693952
0.016912851605400563,-0.6746502482847405
0.017013256585863293,-0.6745409372970939
0.01711425763139754,-0.6744309832802713
0.01721585828060834,-0.6743203824867843
0.017318062093108037,-0.6742091311477216
0.01742087264964101,-0.6740972254726324
0.017524293552209115,-0.673984661649408
0.017628328424197873,-0.6738714358441633
