object,family,K_eff,basis,rho,s,seed,W,photon_budget,lambda_bar,zero_fraction,method,gain_rel_mse,log_gain_mse,fisher_reference,fisher_reference_nominal
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,2.0,1.9999916553497314,0.14501953125,soft_log_calibrated,0.012904503182522916,0.013167023678287544,0.00779064477108485,0.007812532596426114
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,2.0,1.9999916553497314,0.14501953125,soft_log_calibrated_carrier_oracle,0.012495221530147567,0.01273474611456982,0.00779064477108485,0.007812532596426114
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,2.0,1.9999916553497314,0.14501953125,naive_log,0.11921018101631975,0.156207136722159,0.00779064477108485,0.007812532596426114
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,2.0,1.9999916553497314,0.14501953125,anscombe,0.009469247825580045,0.009424559739132473,0.00779064477108485,0.007812532596426114
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,4.0,3.999983310699463,0.0263671875,soft_log,0.004185090094310856,0.004384531785802797,0.003895322385542425,0.003906266298213057
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,4.0,3.999983310699463,0.0263671875,soft_log_calibrated,0.004240305210430035,0.004452310109243079,0.003895322385542425,0.003906266298213057
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,4.0,3.999983310699463,0.0263671875,soft_log_calibrated_carrier_oracle,0.0042075864961019505,0.004427624594183277,0.003895322385542425,0.003906266298213057
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,4.0,3.999983310699463,0.0263671875,naive_log,0.032687653929936014,0.04117979791711368,0.003895322385542425,0.003906266298213057
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,4.0,3.999983310699463,0.0263671875,anscombe,0.0030114954127396835,0.0030945929766682777,0.003895322385542425,0.003906266298213057
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,8.0,7.999966621398926,0.00048828125,soft_log,0.0020101103192578336,0.0019849284108916457,0.0019476611927712125,0.0019531331491065285
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,8.0,7.999966621398926,0.00048828125,soft_log_calibrated,0.002002733504947748,0.001977683933482283,0.0019476611927712125,0.0019531331491065285
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,8.0,7.999966621398926,0.00048828125,soft_log_calibrated_carrier_oracle,0.0019114052109625481,0.00188473666962734,0.0019476611927712125,0.0019531331491065285
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,8.0,7.999966621398926,0.00048828125,naive_log,0.003042407475360555,0.003127271917225911,0.0019476611927712125,0.0019531331491065285
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,8.0,7.999966621398926,0.00048828125,anscombe,0.0017995500566714178,0.0017842536461557025,0.0019476611927712125,0.0019531331491065285
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,16.0,15.999933242797852,0.0,soft_log,0.000995392269708731,0.0009969789220618441,0.0009738305963856062,0.0009765665745532642
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,16.0,15.999933242797852,0.0,soft_log_calibrated,0.0009947469535946474,0.000996322619015236,0.0009738305963856062,0.0009765665745532642
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,16.0,15.999933242797852,0.0,soft_log_calibrated_carrier_oracle,0.0009432929745398313,0.0009403521189071753,0.0009738305963856062,0.0009765665745532642
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,16.0,15.999933242797852,0.0,naive_log,0.0010532979201724549,0.0010555224836886197,0.0009738305963856062,0.0009765665745532642
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,16.0,15.999933242797852,0.0,anscombe,0.0009724091162443619,0.0009754851738167957,0.0009738305963856062,0.0009765665745532642
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,32.0,31.999866485595703,0.0,soft_log,0.00046310930815381064,0.0004675542096921141,0.0004869152981928031,0.0004882832872766321
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,32.0,31.999866485595703,0.0,soft_log_calibrated,0.0004630324021713036,0.0004674754981185409,0.0004869152981928031,0.0004882832872766321
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,32.0,31.999866485595703,0.0,soft_log_calibrated_carrier_oracle,0.0004112583599095243,0.0004145014942373967,0.0004869152981928031,0.0004882832872766321
