object,family,K_eff,basis,rho,s,seed,W,photon_budget,lambda_bar,zero_fraction,method,gain_rel_mse,log_gain_mse,fisher_reference,fisher_reference_nominal
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,4.0,4.00007963180542,0.0185546875,soft_log_calibrated,0.004461707150729551,0.004506503386891154,0.003907892106168867,0.0039061722361131393
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,4.0,4.00007963180542,0.0185546875,soft_log_calibrated_carrier_oracle,0.004563058243425693,0.004604036947158651,0.003907892106168867,0.0039061722361131393
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,4.0,4.00007963180542,0.0185546875,naive_log,0.016017187134572324,0.016670955362082025,0.003907892106168867,0.0039061722361131393
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,4.0,4.00007963180542,0.0185546875,anscombe,0.003867668323905097,0.0039057727126451443,0.003907892106168867,0.0039061722361131393
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,8.0,8.00015926361084,0.0,soft_log,0.0028135220152931033,0.0028306993302165484,0.0019539460530844334,0.0019530861180565697
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,8.0,8.00015926361084,0.0,soft_log_calibrated,0.002805294432739769,0.002821946370026569,0.0019539460530844334,0.0019530861180565697
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,8.0,8.00015926361084,0.0,soft_log_calibrated_carrier_oracle,0.0025778173056499876,0.0025881558742143814,0.0019539460530844334,0.0019530861180565697
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,8.0,8.00015926361084,0.0,naive_log,0.003224282298856906,0.003266935217244837,0.0019539460530844334,0.0019530861180565697
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,8.0,8.00015926361084,0.0,anscombe,0.0026030870507908178,0.002613139901863893,0.0019539460530844334,0.0019530861180565697
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,16.0,16.00031852722168,0.0,soft_log,0.0011665117139484993,0.0012303920567071805,0.0009769730265422167,0.0009765430590282848
