object,family,K_eff,basis,N,N_factor,seed,v,rel_mse,measured_leverage,C0_measured,theory_rel_mse,target_energy
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,1,0.01,0.009375433093877334,1.0,3.358236201082832e-10,0.01,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,2,0.0,3.279527540119953e-13,1.0,3.358236201082832e-10,0.0,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,2,0.0001,0.00010352286300547919,1.0,3.358236201082832e-10,0.0001,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,2,0.0003,0.0003124173838811315,1.0,3.358236201082832e-10,0.0003,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,2,0.001,0.0009881163565196676,1.0,3.358236201082832e-10,0.001,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,2,0.003,0.0030055090021708837,1.0,3.358236201082832e-10,0.003,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,2,0.01,0.011590590962394717,1.0,3.358236201082832e-10,0.01,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,3,0.0,3.279527540119953e-13,1.0,3.358236201082832e-10,0.0,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,3,0.0001,0.00010829602550882812,1.0,3.358236201082832e-10,0.0001,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,3,0.0003,0.0003488872429218316,1.0,3.358236201082832e-10,0.0003,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,3,0.001,0.0010463811997352983,1.0,3.358236201082832e-10,0.001,0.06494319704508411
