sigma_a,correction,challenger,baseline,rho_star_first_ge,boundary_status,max_margin_db,min_margin_db,points
0.05,agc,random_uniform,hadamard_paired,,not_reached,-2.30503895009865,-9.884391077553921,9
0.05,agc,random_binary,hadamard_paired,,not_reached,-1.0476194898104882,-9.430974866784728,9
0.05,agc,fourier_fourstep,hadamard_paired,,not_reached,-0.4385413878437703,-2.52005083693356,9
0.05,agc,dct_paired,hadamard_paired,,not_reached,-0.8293871424762642,-2.3613753733274354,9
0.05,agc,srht_paired,hadamard_paired,0.001,left_censored,18.703294883502995,1.1382815557636459,9
0.05,none,random_uniform,hadamard_paired,,not_reached,-3.2967212266650616,-26.172529965035395,9
0.05,none,random_binary,hadamard_paired,,not_reached,-2.0281265569863063,-25.33722923935758,9
0.05,none,fourier_fourstep,hadamard_paired,,not_reached,-0.9453367079724053,-19.779514309140396,9
0.05,none,dct_paired,hadamard_paired,,not_reached,-0.36490971685663,-2.7065968197416126,9
0.05,none,srht_paired,hadamard_paired,0.001,left_censored,0.14194682365228317,-0.19247813524248159,9
0.05,pairwise,dct_paired,hadamard_paired,,not_reached,-1.8182913442249191,-3.0144348598968733,9
0.05,pairwise,srht_paired,hadamard_paired,0.001,left_censored,0.12038334280869911,0.014469285773714091,9
0.05,reference_k2,random_uniform,hadamard_paired,,not_reached,-3.8622767077473554,-31.91341817295716,9
0.05,reference_k2,random_binary,hadamard_paired,,not_reached,-2.619246531041977,-31.875167405641722,9
0.05,reference_k2,fourier_fourstep,hadamard_paired,,not_reached,-0.9247002195100897,-27.0423152709328,9
0.05,reference_k2,dct_paired,hadamard_paired,,not_reached,-2.047688128878862,-3.0181916615314464,9
0.05,reference_k2,srht_paired,hadamard_paired,0.001,left_censored,0.1162185371121609,0.004380713639903888,9
0.05,reference_k32,random_uniform,hadamard_paired,,not_reached,-3.784926720625016,-28.99228535365266,9
0.05,reference_k32,random_binary,hadamard_paired,,not_reached,-2.525149419342192,-28.887946704496724,9
0.05,reference_k32,fourier_fourstep,hadamard_paired,,not_reached,-0.914523081543372,-24.048127534667245,9
0.05,reference_k32,dct_paired,hadamard_paired,,not_reached,-1.778794758615165,-2.9583260169719168,9
0.05,reference_k32,srht_paired,hadamard_paired,0.3,observed,0.11969460781872598,-0.13309815256720015,9
0.05,reference_k8,random_uniform,hadamard_paired,,not_reached,-3.6601422675357576,-29.432351541590535,9
0.05,reference_k8,random_binary,hadamard_paired,,not_reached,-2.3838195910789963,-29.376927468914047,9
0.05,reference_k8,fourier_fourstep,hadamard_paired,,not_reached,-0.9796747657484239,-24.551441597247422,9
0.05,reference_k8,dct_paired,hadamard_paired,,not_reached,-1.799321681736906,-3.0003835316470457,9
0.05,reference_k8,srht_paired,hadamard_paired,0.1,observed,0.14900406736107463,-0.026993713188367963,9
0.05,scgi_frozen,random_uniform,hadamard_paired,,not_reached,-3.187489561440618,-19.880419823643482,9
