object,family,K_eff,basis,rho,s,seed,W,photon_budget,lambda_bar,zero_fraction,method,gain_rel_mse,fisher_reference
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,0.25,0.24999895691871643,0.77978515625,soft_log,0.0028274007290934227,0.06250026077140891
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,0.25,0.24999895691871643,0.77978515625,soft_log_calibrated,0.05559237756068601,0.06250026077140891
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,0.25,0.24999895691871643,0.77978515625,naive_log,0.12350498880583696,0.06250026077140891
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,0.25,0.24999895691871643,0.77978515625,anscombe,0.005728482888383535,0.06250026077140891
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,0.5,0.49999791383743286,0.60400390625,soft_log,0.0078088177627881694,0.031250130385704455
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,0.5,0.49999791383743286,0.60400390625,soft_log_calibrated,0.03506819941664037,0.031250130385704455
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,0.5,0.49999791383743286,0.60400390625,naive_log,0.33488018269997877,0.031250130385704455
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,0.5,0.49999791383743286,0.60400390625,anscombe,0.011244886782473611,0.031250130385704455
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,1.0,0.9999958276748657,0.3544921875,soft_log,0.009085335346321066,0.015625065192852228
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,1.0,0.9999958276748657,0.3544921875,soft_log_calibrated,0.020470493092810023,0.015625065192852228
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,1.0,0.9999958276748657,0.3544921875,naive_log,0.20897729309890112,0.015625065192852228
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,1.0,0.9999958276748657,0.3544921875,anscombe,0.010740596364562075,0.015625065192852228
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,2.0,1.9999916553497314,0.14501953125,soft_log,0.010480652638569024,0.007812532596426114
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,2.0,1.9999916553497314,0.14501953125,soft_log_calibrated,0.013082190032605256,0.007812532596426114
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,2.0,1.9999916553497314,0.14501953125,naive_log,0.11869078709082789,0.007812532596426114
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,2.0,1.9999916553497314,0.14501953125,anscombe,0.009723715912101276,0.007812532596426114
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,4.0,3.999983310699463,0.0263671875,soft_log,0.0042273267418269644,0.003906266298213057
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,4.0,3.999983310699463,0.0263671875,soft_log_calibrated,0.004284173950009413,0.003906266298213057
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,4.0,3.999983310699463,0.0263671875,naive_log,0.03234821956232263,0.003906266298213057
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,4.0,3.999983310699463,0.0263671875,anscombe,0.003105387008914022,0.003906266298213057
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,8.0,7.999966621398926,0.00048828125,soft_log,0.002234863659021047,0.0019531331491065285
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,8.0,7.999966621398926,0.00048828125,soft_log_calibrated,0.002226491523468023,0.0019531331491065285
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,8.0,7.999966621398926,0.00048828125,naive_log,0.0033033827855636555,0.0019531331491065285
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,8.0,7.999966621398926,0.00048828125,anscombe,0.0020126675885079473,0.0019531331491065285
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,16.0,15.999933242797852,0.0,soft_log,0.0010286328023003419,0.0009765665745532642
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,16.0,15.999933242797852,0.0,soft_log_calibrated,0.0010279634689877152,0.0009765665745532642
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,16.0,15.999933242797852,0.0,naive_log,0.0010870776747447914,0.0009765665745532642
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,16.0,15.999933242797852,0.0,anscombe,0.0010210729398477223,0.0009765665745532642
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,32.0,31.999866485595703,0.0,soft_log,0.000494824686548283,0.0004882832872766321
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,32.0,31.999866485595703,0.0,soft_log_calibrated,0.0004947378716165572,0.0004882832872766321
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,32.0,31.999866485595703,0.0,naive_log,0.0005107528161235904,0.0004882832872766321
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,32.0,31.999866485595703,0.0,anscombe,0.0004960457066725005,0.0004882832872766321
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,64.0,63.999732971191406,0.0,soft_log,0.00033221065420162906,0.00024414164363831606
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,64.0,63.999732971191406,0.0,soft_log_calibrated,0.0003321934076586945,0.00024414164363831606
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,64.0,63.999732971191406,0.0,naive_log,0.0003388412826246468,0.00024414164363831606
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,64.0,63.999732971191406,0.0,anscombe,0.0003316068682497483,0.00024414164363831606
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,128.0,127.99946594238281,0.0,soft_log,0.00019737543525694188,0.00012207082181915803
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,128.0,127.99946594238281,0.0,soft_log_calibrated,0.0001973731877980848,0.00012207082181915803
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,128.0,127.99946594238281,0.0,naive_log,0.00019908512782621602,0.00012207082181915803
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,128.0,127.99946594238281,0.0,anscombe,0.00019767740265832064,0.00012207082181915803
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,0.25,0.2500022351741791,0.783203125,soft_log,0.003494615943060373,0.06249944121145119
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,0.25,0.2500022351741791,0.783203125,soft_log_calibrated,0.05706156470217486,0.06249944121145119
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,0.25,0.2500022351741791,0.783203125,naive_log,0.10924939080682827,0.06249944121145119
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,0.25,0.2500022351741791,0.783203125,anscombe,0.00667005237969411,0.06249944121145119
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,0.5,0.5000044703483582,0.6044921875,soft_log,0.00809513876644505,0.031249720605725596
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,0.5,0.5000044703483582,0.6044921875,soft_log_calibrated,0.04188576374237856,0.031249720605725596
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,0.5,0.5000044703483582,0.6044921875,naive_log,0.3625076712011278,0.031249720605725596
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,0.5,0.5000044703483582,0.6044921875,anscombe,0.012312353093844661,0.031249720605725596
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,1.0,1.0000089406967163,0.384765625,soft_log,0.00888452210810693,0.015624860302862798
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,1.0,1.0000089406967163,0.384765625,soft_log_calibrated,0.020371054495964387,0.015624860302862798
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,1.0,1.0000089406967163,0.384765625,naive_log,0.22051877708120698,0.015624860302862798
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,1.0,1.0000089406967163,0.384765625,anscombe,0.010887618542410151,0.015624860302862798
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,2.0,2.0000178813934326,0.13232421875,soft_log,0.006958799912435191,0.007812430151431399
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,2.0,2.0000178813934326,0.13232421875,soft_log_calibrated,0.008514733626773699,0.007812430151431399
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,2.0,2.0000178813934326,0.13232421875,naive_log,0.09093186890390931,0.007812430151431399
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,2.0,2.0000178813934326,0.13232421875,anscombe,0.006319671655660317,0.007812430151431399
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,4.0,4.000035762786865,0.0244140625,soft_log,0.006174602304781373,0.0039062150757156995
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,4.0,4.000035762786865,0.0244140625,soft_log_calibrated,0.006237597198475351,0.0039062150757156995
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,4.0,4.000035762786865,0.0244140625,naive_log,0.028497242667414203,0.0039062150757156995
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,4.0,4.000035762786865,0.0244140625,anscombe,0.005260282724690764,0.0039062150757156995
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,8.0,8.00007152557373,0.0,soft_log,0.003290665052450306,0.0019531075378578498
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,8.0,8.00007152557373,0.0,soft_log_calibrated,0.0032773607537036854,0.0019531075378578498
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,8.0,8.00007152557373,0.0,naive_log,0.003923362980364676,0.0019531075378578498
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,8.0,8.00007152557373,0.0,anscombe,0.002929525609109486,0.0019531075378578498
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,16.0,16.00014305114746,0.0,soft_log,0.0013323025534692778,0.0009765537689289249
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,16.0,16.00014305114746,0.0,soft_log_calibrated,0.0013310262517868105,0.0009765537689289249
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,16.0,16.00014305114746,0.0,naive_log,0.0014423516942028928,0.0009765537689289249
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,16.0,16.00014305114746,0.0,anscombe,0.001308722250927173,0.0009765537689289249
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,32.0,32.00028610229492,0.0,soft_log,0.0005468215577622838,0.00048827688446446244
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,32.0,32.00028610229492,0.0,soft_log_calibrated,0.0005467200665153276,0.00048827688446446244
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,32.0,32.00028610229492,0.0,naive_log,0.0005665101648298173,0.00048827688446446244
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,32.0,32.00028610229492,0.0,anscombe,0.0005222713355350755,0.00048827688446446244
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,64.0,64.00057220458984,0.0,soft_log,0.00035065455830635015,0.00024413844223223122
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,64.0,64.00057220458984,0.0,soft_log_calibrated,0.0003506394552475979,0.00024413844223223122
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,64.0,64.00057220458984,0.0,naive_log,0.0003564911372086766,0.00024413844223223122
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,64.0,64.00057220458984,0.0,anscombe,0.00034892077430785185,0.00024413844223223122
