arm,pixel_perm,sign_flip,row_perm,object,family,K_eff,draw,num_frames,chunks,levene_p,levene_reject,ks_absdev_p,local_std_envelope_cv,running_mean_cv,walsh_flatness_ratio,walsh_S2
row_perm_only,False,False,True,digit_2,synthetic_digit,948.8780926075453,28,8192,8,0.053698678204803584,False,0.3273936805515063,0.7130028235900694,0.0005083460710011423,0.9997825829661462,916.4386222462547
row_perm_only,False,False,True,digit_2,synthetic_digit,948.8780926075453,29,8192,8,0.06865838003621572,False,0.1426043426418189,0.7056660462370582,0.0005034198402427137,0.9997825829661462,916.4386222462547
row_perm_only,False,False,True,digit_2,synthetic_digit,948.8780926075453,30,8192,8,0.20454072147408042,False,0.23100441666637422,0.5819790826506613,0.0005035239737480879,0.9997825829661462,916.4386222462547
row_perm_only,False,False,True,digit_2,synthetic_digit,948.8780926075453,31,8192,8,0.0018765487886024477,False,0.0748541981952452,0.7544366219810732,0.0007454811711795628,0.9997825829661462,916.4386222462547
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,0,8192,8,0.019289371700345642,False,0.059439347248463524,0.24930279599548594,0.0006157630705274642,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,1,8192,8,0.0004466969097540287,True,0.2106117312437866,0.435945283144446,0.0006015397957526147,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,2,8192,8,1.4102653027261738e-08,True,0.006099634106828198,0.4512284139648638,0.0006107499939389527,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,3,8192,8,0.08727639687217166,False,0.2106117312437866,0.29488418515032466,0.0007334352703765035,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,4,8192,8,0.6692827035665339,False,0.4813104546945413,0.204445071547977,0.0006177696050144732,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,5,8192,8,0.08307417401144428,False,0.3273936805515063,0.30178165147999597,0.000606495188549161,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,6,8192,8,0.5919800068248979,False,0.19162747608137745,0.280564658115385,0.0006099704187363386,0.9996474910858939,605.1506381772474
