object,method,lambda_true,lambda_analytic,cnr,psnr,ssim,ks_d,ks_p
stripe_target,static,0.9995262026786804,0.9995262026786804,2.4917545318603516,7.4561333656311035,0.19021350145339966,0.004813581705093384,0.9360316219746723
stripe_target,dynamic,0.9995262026786804,0.9995262026786804,-0.014121588319540024,5.850866317749023,0.0008588917553424835,0.27866649627685547,0.0
stripe_target,scgi,0.9995262026786804,0.9995262026786804,2.4919216632843018,7.458614349365234,0.19019074738025665,0.004685729742050171,0.9740339702575446
stripe_target,analytic,0.9995262026786804,0.9995262026786804,2.491907835006714,7.4594526290893555,0.19019584357738495,0.00464099645614624,0.9874417273996682
stripe_target,oracle,0.9995262026786804,0.9995262026786804,2.49183988571167,7.455483436584473,0.19021344184875488,0.0048132240772247314,0.9361372255246769
