basis,n_fits,median_slope,slope_q25,slope_q75,iqr_slope,n_fits_slowdrift,median_slope_slowdrift,in_variance_band,collapse_arm,collapse_minW,collapse_median_err_over_floor_minW,collapse_cross_obj_dev_minW
hadamard_paired,1,-0.24306813403260322,-0.24306813403260322,-0.24306813403260322,0.0,1,-0.24306813403260322,False,False,,,
hadamard_random_paired,10,-0.6089209204090897,-0.6632887044760143,-0.5134993736323725,0.14978933084364177,9,-0.6092974198046167,True,True,4.0,0.40376477316522186,0.06932376617059237
hadamard_raw_ordered,19,0.004660129461344759,-0.0040013186996683825,0.012517980933155204,0.016519299632823586,10,0.006204570357036204,False,False,,,
hadamard_raw_shuffled,20,-0.02115435957191096,-0.03653578900995396,-0.016658459037158454,0.019877329972795506,10,-0.02836294478300998,False,False,,,
random_binary,18,-0.3564322542959907,-0.39717772472160473,-0.2961475105578441,0.10103021416376062,10,-0.39397102184370725,True,True,4.0,0.8932278624550616,0.048034341924645944
random_uniform,15,-0.32700493485878324,-0.39962917161570954,-0.18686275947830883,0.21276641213740072,10,-0.38387194283407566,False,True,4.0,0.9031703057430638,0.053393795151289426
srht_paired,9,-0.5967123950408275,-0.6593620812945236,-0.5180020198581049,0.14136006143641866,9,-0.5967123950408275,True,True,4.0,0.40527141567493097,0.07388287885557995
