target_threshold,cnr,method
0.1,21.110126495361328,best_trace_regen
0.2,21.110126495361328,best_trace_regen
0.3,21.110126495361328,best_trace_regen
0.4,21.110126495361328,best_trace_regen
0.5,21.110126495361328,best_trace_regen
0.6,21.110126495361328,best_trace_regen
0.7,21.110126495361328,best_trace_regen
0.8,21.110126495361328,best_trace_regen
0.9,21.110126495361328,best_trace_regen
