method,source_config,steps,standard_cnr,standard_psnr,standard_ssim,bbox_cnr,bbox_psnr,bbox_ssim,ks_p
static,,,3.5481929779052734,8.706781387329102,0.059498853981494904,3.553913116455078,8.81645393371582,0.15448372066020966,0.9774320713435642
dynamic,,,0.04880339652299881,5.765266418457031,0.002853262471035123,0.05073993280529976,5.770701885223389,0.035711441189050674,4.757497282031966e-286
scgi,,,3.548128843307495,8.708683967590332,0.05948871374130249,3.5538558959960938,8.817522048950195,0.15445652604103088,1.0
analytic,,,3.548149585723877,8.707430839538574,0.05949541926383972,3.5538876056671143,8.816834449768066,0.15447425842285156,1.0
oracle,,,3.548179864883423,8.70711898803711,0.05949241667985916,3.553896427154541,8.816534042358398,0.15446901321411133,0.9774320713435642
best_final,nlm_allobjects/cfg0000,200,12.796236038208008,11.924447059631348,0.07445986568927765,12.119711875915527,10.491538047790527,0.18134953081607819,1.0
best_trace_regen,nlm_allobjects/cfg0000,40,21.110126495361328,4.124779224395752,0.08346118032932281,22.267824172973633,4.708669185638428,0.2195378988981247,1.0
