correction,sigma_a,rho,seed,object,q_delta_raw,m_delta,var_delta_scalar,gain_rel_mse_aligned,qdelta_over_aligned,delta_lag1_corr,raw_rel_mse_total,projected_gain_energy,clean_floor_raw,clean_floor_gain_cross,raw_identity_sum,raw_identity_abs_error,scalar_qdelta_proxy,xi_present,delta_xi_cross
agc,0.05,0.001,2,5,6.231356558400602e-05,-2.9684972896028207e-05,6.231268438639019e-05,6.221322837518528e-05,1.00161279540447,0.9566577462213557,0.5089180507502198,0.02842499689261255,0.49345120782500074,-0.012958154323868628,0.5089180503937447,3.564750716833487e-10,0.030867274179623448,False,0.0
scgi_proxy,0.05,0.001,2,5,6.190928661616867e-05,-2.9579035147601364e-05,6.190841169684844e-05,6.181139178806916e-05,1.0015837667664103,0.9563721009179535,0.5090502839278213,0.028247112456171283,0.49345120782500074,-0.012647988200852086,0.5090503320803199,4.8152498655085196e-08,0.03066701297440534,False,0.0
agc,0.05,0.001,2,6,6.084969245795169e-05,-3.9803412552465265e-05,6.084810814630086e-05,6.066993955755606e-05,1.0029628000572688,0.9566675659691768,0.5072175673601371,0.02910875240790267,0.4846212373521136,-0.006512296600533436,0.5072176931594828,1.2579934571821383e-07,0.03183016397929925,False,0.0
scgi_proxy,0.05,0.001,2,6,6.08610350528193e-05,-3.978666210612458e-05,6.085945207433775e-05,6.068456423236057e-05,1.0029080017742737,0.9567011953532472,0.5076292702883535,0.029137525229222135,0.4846212373521136,-0.0061293720546064575,0.5076293905267292,1.2023837570040996e-07,0.0318360972328623,False,0.0
agc,0.05,0.001,2,7,6.852742464525439e-05,-1.3464582401953357e-05,6.852724335027513e-05,6.804995064157993e-05,1.0070165224099767,0.9590866204746208,0.5535319168375431,0.03749015884348962,0.526752882227022,-0.01071116883649428,0.5535318722340173,4.460352576174387e-08,0.04126479267745318,False,0.0
scgi_proxy,0.05,0.001,2,7,6.85348251126717e-05,-1.3462448533538925e-05,6.853464387515119e-05,6.806685996707529e-05,1.0068750805578923,0.9591626815930324,0.553581162129856,0.03749398447043418,0.526752882227022,-0.010665669145553044,0.5535811975519032,3.542204718431918e-08,0.041269248977325416,False,0.0
agc,0.05,0.001,2,8,6.184496781195822e-05,-2.065654404569757e-05,6.184454111914632e-05,6.185132951941341e-05,0.9998971451785333,0.9568398775073305,0.5264892633178334,0.032889091069524805,0.5043874577514778,-0.010787351232101481,0.526489197588901,6.572893240797129e-08,0.0349135583025155,False,0.0
scgi_proxy,0.05,0.001,2,8,6.151916609422071e-05,-2.1158445472059214e-05,6.151871841440593e-05,6.154858419904485e-05,0.9995220344187121,0.9566574696078753,0.5265475162337491,0.03266352145531507,0.5043874577514778,-0.01050358926685658,0.5265473899399362,1.262938128521185e-07,0.034729632307083286,False,0.0
agc,0.05,0.001,2,9,6.994504888962772e-05,-2.971783735460456e-05,6.994416573977068e-05,6.968404341023415e-05,1.0037455558922868,0.96035940621983,0.5323042870001592,0.02964781377561348,0.5066149518944131,-0.003958465522017369,0.5323043001480091,1.3147849919903365e-08,0.03210786370205034,False,0.0
scgi_proxy,0.05,0.001,2,9,6.992208370349288e-05,-2.900682221876219e-05,6.992124230775765e-05,6.967148510739207e-05,1.003596860260902,0.9603531299966609,0.5326316516504918,0.029708644993472522,0.5066149518944131,-0.003691974443418176,0.5326316224444674,2.9206024376726702e-08,0.03209732166829648,False,0.0
agc,0.05,0.001,3,0,4.451497918148889e-05,5.689579083766256e-06,4.4514946810178736e-05,4.447986793820746e-05,1.0007893738203135,0.9391054767953417,0.502515326327748,0.017796154587427625,0.4923020115030484,-0.00758282560713146,0.5025153404833447,1.415559669482036e-08,0.017183138698614566,False,0.0
scgi_proxy,0.05,0.001,3,0,4.458655466034422e-05,4.249064226694173e-06,4.458653660579742e-05,4.45814584963955e-05,1.0001143112881588,0.9393672090079962,0.5025616336340625,0.01785757266679566,0.4923020115030484,-0.0075978690756067346,0.5025617150942373,8.146017482779655e-08,0.017210767407044972,False,0.0
