correction,sigma_a,rho,seed,object,q_delta_raw,m_delta,var_delta_scalar,gain_rel_mse_aligned,qdelta_over_aligned,delta_lag1_corr,raw_rel_mse_total,projected_gain_energy,clean_floor_raw,clean_floor_gain_cross,raw_identity_sum,raw_identity_abs_error,scalar_qdelta_proxy,xi_present,delta_xi_cross
agc,0.1,0.003,2,5,0.000650770765989934,-0.00036115698572802726,0.0006506403316215938,0.0006462041055783629,1.0070669009561364,0.952413627207949,0.760040670233053,0.29567292603805384,0.49345120782500074,-0.02908339433085758,0.760040739532197,6.9299143978796e-08,0.32236190424402084,False,0.0
scgi_proxy,0.1,0.003,2,5,0.0006478991350722936,-0.00034744012751517314,0.0006477784204300858,0.0006436557159759104,1.0065926845533397,0.9522380669514473,0.7589261494103594,0.2936427602529947,0.49345120782500074,-0.028167740269786776,0.7589262278082086,7.839784921248594e-08,0.3209394303726133,False,0.0
agc,0.1,0.003,2,6,0.0006391708894402155,-0.00038189862911817415,0.0006390250428772932,0.0006357526290230453,1.005376714560226,0.9517883980685081,0.7993783963993765,0.3055675178941489,0.4846212373521136,0.00918952511839897,0.7993782803646615,1.1603471494758821e-07,0.3343470344691608,False,0.0
scgi_proxy,0.1,0.003,2,6,0.0006369945976041093,-0.0003686976953417988,0.000636858659613559,0.00063389225397259,1.0048941182228952,0.9516672504110101,0.7992399355633043,0.30381927386081187,0.4846212373521136,0.010799365577046409,0.7992398767899719,5.877333242310101e-08,0.3332086273020591,False,0.0
agc,0.1,0.003,2,7,0.0006564568316193584,-0.0003464803817311905,0.0006563367829644337,0.0006513480911962688,1.00784333368308,0.9525146857902111,0.8888063986537366,0.36109609963122696,0.526752882227022,0.0009573808301112251,0.8888063626883601,3.596537645478293e-08,0.3952950982573738,False,0.0
scgi_proxy,0.1,0.003,2,7,0.0006538355725270358,-0.0003341727742123312,0.000653723901084011,0.0006490940577350557,1.0073048192869385,0.9523905037670635,0.8879292218155251,0.3584503939386497,0.526752882227022,0.0027256607448448308,0.8879289369105164,2.8490500869615687e-07,0.39371666869346533,False,0.0
agc,0.1,0.003,2,8,0.0006482422386361263,-0.0003281179857475174,0.0006481345772235554,0.0006453547393903136,1.0044742822351325,0.9524023548233181,0.8335130979060148,0.338016726950585,0.5043874577514778,-0.008891303647465333,0.8335128810545973,2.168514174893943e-07,0.3659544825310654,False,0.0
scgi_proxy,0.1,0.003,2,8,0.0006445032071670669,-0.00031736966563688585,0.0006444024836624004,0.0006423650193028152,1.0033286181532306,0.9521746583142324,0.8334698201792858,0.33473747327057896,0.5043874577514778,-0.005655167079635368,0.8334697639424214,5.623686438749331e-08,0.36384367387826005,False,0.0
agc,0.1,0.003,2,9,0.0006608694246455565,-0.0003779777721696181,0.0006607265574493023,0.0006578965694643557,1.0045187272881224,0.9531511430150725,0.7982699107983148,0.276041255929052,0.5066149518944131,0.015613719530664323,0.7982699273541295,1.6555814719154682e-08,0.30336822617502773,False,0.0
scgi_proxy,0.1,0.003,2,9,0.0006604596115864182,-0.0003621601358433977,0.0006603284516224241,0.0006577747408300638,1.004081748035758,0.9531573151613926,0.7982295341683691,0.2756835191433668,0.5066149518944131,0.01593102608686021,0.7982294971246401,3.7043728973173984e-08,0.3031801038982545,False,0.0
agc,0.1,0.003,3,0,0.0004578452309669882,-0.00013073387835534317,0.0004578281396200383,0.00045656351721845567,1.0028073065415763,0.9333508869057418,0.6726978115216674,0.18327211250304243,0.4923020115030484,-0.002876399732030376,0.6726977242740605,8.724760691691813e-08,0.17673192823768596,False,0.0
scgi_proxy,0.1,0.003,3,0,0.00045795486972783185,-0.00013768086800359716,0.0004579359137064177,0.00045704879448749125,1.001982447500724,0.933398730310008,0.6714153064088787,0.18349025641369623,0.4923020115030484,-0.004376889438511045,0.6714153784782336,7.20693549283169e-08,0.17677424967799574,False,0.0
agc,0.1,0.003,3,1,0.0004683629524174597,-0.0001566603840871675,0.0004683384099415173,0.0004643115680664778,1.00872557271802,0.9351346296512237,0.6492703946517073,0.1867396727025327,0.4980248860946312,-0.03549409188263089,0.649270466914533,7.226282572325715e-08,0.17981121662956684,False,0.0
scgi_proxy,0.1,0.003,3,1,0.00046837954836490844,-0.00016039569157397064,0.0004683538215870329,0.00046454972471110523,1.0082441630036159,0.9351119153289497,0.6487365860811772,0.18676646365250493,0.4980248860946312,-0.036054569801744984,0.6487367799453911,1.9386421390432673e-07,0.17981758805046272,False,0.0
agc,0.1,0.003,3,2,0.00046338359911703657,-8.963445487018145e-05,0.0004633755647815367,0.0004599167441483587,1.0075380055472813,0.9335106690595389,0.6472708472730699,0.20939413415736335,0.47856935164185194,-0.04069260752135603,0.6472708782778592,3.100478929152217e-08,0.20404054651878054,False,0.0
scgi_proxy,0.1,0.003,3,2,0.000462810227361652,-9.407176816541186e-05,0.0004628013778640862,0.0004595485224854201,1.0070976289045415,0.9334280587983332,0.646816073337685,0.20939865993638912,0.47856935164185194,-0.041151936753469384,0.6468160748247717,1.4870866760219315e-09,0.20378807516124864,False,0.0
agc,0.1,0.003,3,3,0.00047763081736712965,-6.678573720399179e-05,0.0004776263570324357,0.0004726678889710456,1.0104998213584762,0.9353883499030944,0.6962773504890818,0.2052329059614516,0.5095086583081527,-0.018464139120218218,0.6962774251493861,7.466030427227821e-08,0.20281548732074617,False,0.0
scgi_proxy,0.1,0.003,3,3,0.0004746568150463376,-7.335121290925878e-05,0.0004746514346459023,0.0004700577410403639,1.0097840618384344,0.9350039789431964,0.6957673429090324,0.2040057405685312,0.5095086583081527,-0.017747021151442784,0.6957673777252411,3.481620869383306e-08,0.20155264223610658,False,0.0
agc,0.1,0.003,3,4,0.00048231808008783743,-0.0001082523658183785,0.0004823063615131321,0.00047840052866376936,1.008188852623157,0.9363984851818627,0.6422822718089467,0.17528510912899278,0.5442038003208816,-0.07720664056499549,0.6422822688848788,2.924067876719505e-09,0.16987243669544855,False,0.0
scgi_proxy,0.1,0.003,3,4,0.00048244091721325294,-0.00011856356345995976,0.0004824268598946726,0.0004789436934515834,1.0073019517940955,0.9364635077255568,0.6419763160330915,0.17559600094522676,0.5442038003208816,-0.0778233817166769,0.6419764195494314,1.0351633994432063e-07,0.16991569993328362,False,0.0
agc,0.1,0.003,3,5,0.00046645560308066327,-0.00017947194351576324,0.00046642339290215394,0.0004637719539459795,1.005786570558763,0.934638942551215,0.6458307994366673,0.23902494530725338,0.49345120782500074,-0.0866453735811102,0.6458307795511439,1.988552345011385e-08,0.231060650405279,False,0.0
scgi_proxy,0.1,0.003,3,5,0.00046548066617537484,-0.00018473660126462068,0.00046544653856352803,0.00046289540478028357,1.0055849796053136,0.9344586590247952,0.6453409550093655,0.23856725028092876,0.49345120782500074,-0.08667746072521115,0.6453409973807183,4.2371352759751346e-08,0.23057771150615916,False,0.0
agc,0.1,0.003,3,6,0.00046483104314483983,-0.00015100965545103244,0.0004648082392288004,0.0004620629770215601,1.00599066850394,0.9344002335847275,0.7033396444692346,0.24999687502309795,0.4846212373521136,-0.03127837598575841,0.7033397363894531,9.192021854786958e-08,0.243150749466697,False,0.0
scgi_proxy,0.1,0.003,3,6,0.0004653786239967677,-0.00015862426841551535,0.0004653534623382374,0.00046281685354188085,1.0055351710623368,0.9344367125141116,0.7023163637500791,0.25046621446743433,0.4846212373521136,-0.032771167052067784,0.7023162847674802,7.8982598905597e-08,0.24343718621936972,False,0.0
agc,0.1,0.003,3,7,0.0004750561347221527,-0.00013704534680195556,0.00047503735329507265,0.0004724175378214568,1.0055853068301905,0.9354359105651524,0.7407818717319786,0.2973955861354692,0.526752882227022,-0.08336662527415266,0.7407818430883385,2.8643640126446712e-08,0.28606201109907664,False,0.0
scgi_proxy,0.1,0.003,3,7,0.0004763525194147547,-0.00014147340662749912,0.0004763325046899719,0.00047417180030606687,1.004599006324881,0.9356242959895749,0.7398655115884811,0.2980371644358163,0.526752882227022,-0.08492463775576643,0.7398654089070719,1.0268140926417146e-07,0.2868426481337729,False,0.0
agc,0.1,0.003,3,8,0.0004713318556459702,-0.0001832823950078346,0.00047129826320965035,0.0004680428246501833,1.0070272009794086,0.9350690573204642,0.7395122773018652,0.27567163853420323,0.5043874577514778,-0.04054691103678783,0.7395121852488932,9.20529720227492e-08,0.26608263863865295,False,0.0
scgi_proxy,0.1,0.003,3,8,0.00047154254482207063,-0.0001882955866120552,0.0004715070895941331,0.0004682772560045123,1.006972981872788,0.9350581366830677,0.7401372438500982,0.27610691112977004,0.5043874577514778,-0.040357153643387156,0.7401372152378607,2.861223746819519e-08,0.26620157974402886,False,0.0
agc,0.1,0.003,3,9,0.0004742584410790824,-0.00012664528986050609,0.0004742424020496385,0.0004722294688690454,1.0042965810983722,0.9351535347192863,0.7043384602398939,0.22843915477066254,0.5066149518944131,-0.03071563038057969,0.704338476284496,1.6044602091369597e-08,0.21770555067797162,False,0.0
scgi_proxy,0.1,0.003,3,9,0.00047331039782123115,-0.00013304279056248195,0.0004732926974371105,0.00047138435184024274,1.0040859353380511,0.9350252836267641,0.7036431729496023,0.22804080854107486,0.5066149518944131,-0.03101245671785898,0.703643303717629,1.307680266293687e-07,0.21727035699107078,False,0.0
agc,0.1,0.003,4,0,0.00047909723200911054,-0.0002264682467736483,0.00047904594414231386,0.00046419096179306507,1.0321123663383405,0.9354572486156925,0.6863516662290957,0.19590853917963966,0.4923020115030484,-0.0018588184528055812,0.6863517322298825,6.600078683582922e-08,0.1849353709494315,False,0.0
scgi_proxy,0.1,0.003,4,0,0.00047538086913247093,-0.00021607456806793603,0.0004753341809135052,0.00046074436977505684,1.0317670715424256,0.9350082885914973,0.6856849279056072,0.19387161586191654,0.4923020115030484,-0.0004886857476369678,0.6856849416173281,1.371172086983563e-08,0.18350082509682475,False,0.0
agc,0.1,0.003,4,1,0.00047367596295654573,-0.0002788198207504662,0.00047359822246410236,0.0004582286346703768,1.033710962426608,0.9350754434589009,0.6467697121689248,0.19482079923109943,0.4980248860946312,-0.04607591067128407,0.6467697746544466,6.248552186782774e-08,0.18185095714291827,False,0.0
scgi_proxy,0.1,0.003,4,1,0.00047286015566671793,-0.0002733480026962839,0.0004727854365361399,0.0004574931226670742,1.033589648102375,0.9349672787096738,0.645877338421359,0.19409671616558952,0.4980248860946312,-0.04624418820427747,0.6458774140559432,7.56345842622963e-08,0.1815377570903478,False,0.0
agc,0.1,0.003,4,2,0.00048656285939589517,-0.0002103665581473298,0.00048651860530710844,0.00047060794895514846,1.0339027644479233,0.9365863987891349,0.661333853504834,0.2276889382639822,0.47856935164185194,-0.044924617272797465,0.6613336726330367,1.8087179731729464e-07,0.2142470124882523,False,0.0
scgi_proxy,0.1,0.003,4,2,0.00048591619948821244,-0.0002082061459341845,0.00048587284968900767,0.00047023152001202106,1.0333552278158435,0.9365277467627064,0.6602606995585174,0.22716925671371044,0.47856935164185194,-0.04547803834419865,0.6602605700113637,1.295471536710835e-07,0.21396227034108353,False,0.0
agc,0.1,0.003,4,3,0.0004967172265359313,-0.00019961400083795864,0.0004966773807866009,0.0004766003112308681,1.0422091946459482,0.9373078325649777,0.6526153749408561,0.22649277018143882,0.5095086583081527,-0.08338589555668102,0.6526155329329104,1.579920543282043e-07,0.21092011381472348,False,0.0
scgi_proxy,0.1,0.003,4,3,0.0004937499729504607,-0.00019100014785539414,0.0004937134918939799,0.0004738935676869005,1.0419005587277337,0.9369949595466203,0.6524558143376791,0.22473734200787365,0.5095086583081527,-0.08179013872303141,0.652455861592995,4.725531588256615e-08,0.2096601344330353,False,0.0
agc,0.1,0.003,4,4,0.000480786225639196,-0.00011442618181507547,0.0004807731322881112,0.00046134949661791325,1.0421301619786532,0.9355959115048028,0.7133875200798103,0.18029651517771575,0.5442038003208816,-0.011112911712909474,0.7133874037856878,1.1629412255409477e-07,0.16933291753040688,False,0.0
scgi_proxy,0.1,0.003,4,4,0.00047947882972852485,-0.00010670053047093838,0.00047946744472532213,0.00046068010851740837,1.0408064530322696,0.9355060725899433,0.713290312216169,0.17952873117481657,0.5442038003208816,-0.010442273911638477,0.7132902575840597,5.463210928091655e-08,0.16887245266657486,False,0.0
agc,0.1,0.003,4,5,0.0004870926402929305,-0.00024925360577559717,0.00048703051293293837,0.00047230219934135675,1.0313156300610067,0.9371810728080147,0.7311017165965522,0.25584582453164806,0.49345120782500074,-0.018195176332117646,0.7311018560245311,1.3942797894017644e-07,0.24128328940717308,False,0.0
scgi_proxy,0.1,0.003,4,5,0.0004870576592770757,-0.00024312599165092198,0.00048699854902925944,0.0004726974875666201,1.0303792004150047,0.9371705144335906,0.7306154125764225,0.2556613881791726,0.49345120782500074,-0.018497068146635983,0.7306155278575374,1.1528111487635329e-07,0.2412659614209256,False,0.0
agc,0.1,0.003,4,6,0.0004772199229031934,-0.00020569027282147745,0.00047717761441486,0.00045974086970090866,1.0380193590655884,0.9357872663437553,0.7194263653636591,0.2667264287104674,0.4846212373521136,-0.031921372832090296,0.7194262932304908,7.21331683273263e-08,0.24963130932327662,False,0.0
scgi_proxy,0.1,0.003,4,6,0.0004756820352797913,-0.00020015863914653851,0.0004756419717989663,0.00045844021951779723,1.0376097362926175,0.9355882623973634,0.7191597987200187,0.2657982878503164,0.4846212373521136,-0.03125988795690034,0.7191596372455296,1.6147448911318918e-07,0.24882684814595102,False,0.0
agc,0.1,0.003,4,7,0.00047627888176754267,-0.0001960387025985199,0.0004762404505946262,0.00045886621228419244,1.0379471597977799,0.9350207244167371,0.7985862015975337,0.30498418450076564,0.526752882227022,-0.033150976641956334,0.7985860900858314,1.1151170231649132e-07,0.28679830614571206,False,0.0
scgi_proxy,0.1,0.003,4,7,0.00047455789297050284,-0.00018723305286453315,0.0004745228367544179,0.00045740578207187355,1.0374986752920716,0.9348142867463165,0.7977367762500905,0.3033814983929473,0.526752882227022,-0.03239764072605966,0.7977367398939096,3.6356180954655315e-08,0.28576198752907506,False,0.0
agc,0.1,0.003,4,8,0.00048495030119868453,-0.0001775249828578771,0.00048491878607914593,0.00046881005982868373,1.034428103731176,0.9366387110552663,0.7477472407912705,0.29087783407506007,0.5043874577514778,-0.04751805803410306,0.7477472337924348,6.99883573318516e-09,0.2737707078480994,False,0.0
scgi_proxy,0.1,0.003,4,8,0.0004853952469901636,-0.00017658797965625463,0.0004853640636756045,0.00046964295324869454,1.0335409988215614,0.9366936058384735,0.7458623213974904,0.2908927568726001,0.5043874577514778,-0.0494178686038381,0.7458623460202397,2.462274928394237e-08,0.2740218946686585,False,0.0
agc,0.1,0.003,4,9,0.0004998023091116704,-0.0002679107630038343,0.0004997305329347371,0.00048290000995621085,1.035001654187152,0.938188522574077,0.7076441998144992,0.2418884777839786,0.5066149518944131,-0.04085912267996462,0.7076443069984271,1.0718392784436759e-07,0.22943131320489038,False,0.0
scgi_proxy,0.1,0.003,4,9,0.0004979633406068618,-0.0002616428266846474,0.0004978948836381062,0.00048152386443689466,1.03414052217161,0.9379802967502601,0.7059129671152845,0.2406447625820877,0.5066149518944131,-0.04134674289053591,0.7059129715859649,4.470680381452041e-09,0.22858714551836928,False,0.0
agc,0.1,0.01,0,0,0.0020691615564605594,-0.000324462452943512,0.0020690562805771896,0.0020627493504434824,1.003108572554246,0.9487673170940388,1.208572688977967,0.7422902237800764,0.4923020115030484,-0.026019415937255073,1.2085728193458696,1.303679024733384e-07,0.7987129426601652,False,0.0
scgi_proxy,0.1,0.01,0,0,0.0020640678932333655,-0.00031904289373677064,0.0020639661048653217,0.0020570990163832903,1.003387720666129,0.9486503332252515,1.2105272297725378,0.7418122624354329,0.4923020115030484,-0.023586873009078253,1.210527400929403,1.7115686512525485e-07,0.796746747834822,False,0.0
agc,0.1,0.01,0,1,0.002062692765292601,-0.00025184991211519924,0.0020626293369143687,0.0020600133575499058,1.0013006749363422,0.94866296649458,1.157130579295634,0.73822373631867,0.4980248860946312,-0.07911782211824593,1.157130800295055,2.2099942120767935e-07,0.7918971680955735,False,0.0
scgi_proxy,0.1,0.01,0,1,0.0020595371354464225,-0.00025058200067481546,0.00205947434410736,0.0020563791040331125,1.0015357243258873,0.9485510387555564,1.1581525312978993,0.7386441977363002,0.4980248860946312,-0.07851636780971565,1.1581527160212157,1.8472331642094275e-07,0.7906856767960477,False,0.0
agc,0.1,0.01,0,2,0.002090906470564787,-0.00028637811351654946,0.0020908244581408853,0.0020844731479883194,1.0030863062844806,0.9491917067372434,1.3269939054765978,0.8532082341420344,0.47856935164185194,-0.004783342193246967,1.3269942435906392,3.3811404143158086e-07,0.9206836404797745,False,0.0
scgi_proxy,0.1,0.01,0,2,0.0020891590132904774,-0.0002848718913663279,0.0020890778612959867,0.002082014689221978,1.0034314474847288,0.949158573101518,1.3291290501890092,0.8547629806617301,0.47856935164185194,-0.004203185359913697,1.3291291469436683,9.675465917347026e-08,0.9199141869688006,False,0.0
agc,0.1,0.01,0,3,0.0020903105077327306,-0.00031632509215733103,0.002090210446168802,0.002086261985823512,1.0019405625643993,0.9491523350978059,1.3304548882995735,0.8234962137794053,0.5095086583081527,-0.0025498768465794263,1.3304549952409785,1.0694140506473104e-07,0.8876046705161074,False,0.0
scgi_proxy,0.1,0.01,0,3,0.0020874063199543586,-0.0003179603306020639,0.002087305221182522,0.002082825405523181,1.00219937514639,0.9490864929143468,1.3322743219438107,0.8247847727265792,0.5095086583081527,-0.002019064918886201,1.3322743661158458,4.4172035140732646e-08,0.8863714706510142,False,0.0
agc,0.1,0.01,0,4,0.0021011565383220326,-0.00030264404463351864,0.0021010649449042813,0.0020925584249198437,1.0041089000430268,0.949573306201274,1.1937197914025144,0.6845751267280148,0.5442038003208816,-0.03505907692326252,1.1937198501256339,5.872311947818787e-08,0.7400273715186775,False,0.0
scgi_proxy,0.1,0.01,0,4,0.0020998001029315554,-0.00029619527244070776,0.0020997123712921395,0.0020904873963445425,1.0044548015947368,0.9495549198980726,1.1940325040178985,0.6855197681409955,0.5442038003208816,-0.0356910432573424,1.1940325252045345,2.1186636001147008e-08,0.7395496349491539,False,0.0
agc,0.1,0.01,0,5,0.002084670538724033,-0.00029148306360991756,0.0020845855763476618,0.0020786516834050417,1.0028955574265006,0.9490351830208118,1.4727537547221645,0.96006199748775,0.49345120782500074,0.01924066586194008,1.472753871174691,1.1645252651071303e-07,1.032649897175748,False,0.0
scgi_proxy,0.1,0.01,0,5,0.002084202409053412,-0.0002918281488179733,0.00208411724538497,0.002077793702483177,1.0030843805920557,0.9489818386205885,1.4767576442575405,0.9627745873895465,0.49345120782500074,0.020531452480459057,1.4767572476950062,3.965625343660406e-07,1.0324180072692846,False,0.0
agc,0.1,0.01,0,6,0.002096161473677209,-0.0003456378359602322,0.0020960420081635616,0.0020872356835752726,1.0042763690618048,0.9494216022919237,1.489247718553486,1.0211679545305576,0.4846212373521136,-0.016541459073145713,1.4892477328095255,1.4256039460036618e-08,1.0964913829324732,False,0.0
scgi_proxy,0.1,0.01,0,6,0.0020949208628137164,-0.00034145547004103615,0.002094804270975695,0.002085343236103654,1.0045928298729172,0.9493639923537003,1.493481958197143,1.0229118421621193,0.4846212373521136,-0.014050854079616494,1.4934822254346165,2.672374734835614e-07,1.095842425713063,False,0.0
agc,0.1,0.01,0,7,0.002066126917796139,-0.0002454246294222994,0.0020660666845474123,0.0020606955513358116,1.002635695727497,0.9486107162547232,1.669361246556165,1.1536130398691231,0.526752882227022,-0.01100460858500427,1.669361313511141,6.695497600794909e-08,1.2441485923266382,False,0.0
scgi_proxy,0.1,0.01,0,7,0.002061127294132271,-0.00024764784706938386,0.002061065964676113,0.0020549690816551447,1.0029967421564154,0.9484815717723641,1.6713822030745193,1.153112480616757,0.526752882227022,-0.008483171134987906,1.671382191708791,1.136572835847005e-08,1.2411379956929138,False,0.0
agc,0.1,0.01,0,8,0.002084659270644205,-0.00031761228099918735,0.002084558393083164,0.0020803173538297415,1.0020871415635073,0.9490967836773604,1.5799223648906586,1.0938860806361486,0.5043874577514778,-0.018351239142579665,1.5799222992450466,6.564561205735231e-08,1.1768600673835705,False,0.0
scgi_proxy,0.1,0.01,0,8,0.0020855834258102545,-0.00030890621634464805,0.002085488002759758,0.0020802905783057213,1.002544282784208,0.9490780537503432,1.5814471016981422,1.0968438993433844,0.5043874577514778,-0.019784355652930383,1.5814470014419317,1.0025621044462696e-07,1.1773817839663738,False,0.0
agc,0.1,0.01,0,9,0.002072668328699127,-0.0003389569961139631,0.002072553436853913,0.002067861147224903,1.0023247119279142,0.9487156797523785,1.3511791354748586,0.8853348800165054,0.5066149518944131,-0.040770332348863375,1.3511794995620552,3.6408719661373823e-07,0.9514462174791147,False,0.0
scgi_proxy,0.1,0.01,0,9,0.002070656890389768,-0.0003336960164977074,0.002070545537358342,0.0020650033839046955,1.0027377710511944,0.9486653830358138,1.3534579261142103,0.8861556066832523,0.5066149518944131,-0.03931271151921371,1.3534578470584517,7.905575860611691e-08,0.9505228785422316,False,0.0
agc,0.1,0.01,1,0,0.001992015557047197,-0.00032744727460433355,0.0019919083353295516,0.0020298915915191174,0.9813408584822134,0.9500513913137416,1.2229226057119926,0.764352097581883,0.4923020115030484,-0.03373152997494145,1.22292257910999,2.6602002600739638e-08,0.76893396865327,False,0.0
scgi_proxy,0.1,0.01,1,0,0.0019885897772487157,-0.0003440789475109261,0.0019884713869265957,0.0020254170522093773,0.9818174361075467,0.9500048876501177,1.2196645342302197,0.7606134179640313,0.4923020115030484,-0.03325106384630614,1.2196643656207735,1.6860944618279916e-07,0.7676115901975097,False,0.0
agc,0.1,0.01,1,1,0.001991773249339259,-0.00031621488392826906,0.001991673257486441,0.002028621733188629,0.9818357048795632,0.9503636727979626,1.319672395194414,0.7529095106349724,0.4980248860946312,0.06873816234528249,1.3196725590748861,1.6388047208160117e-07,0.7646701545571837,False,0.0
scgi_proxy,0.1,0.01,1,1,0.0019899261827308326,-0.000339822710891777,0.001989810703255995,0.002025492722168565,0.9824405493791883,0.9503321235801541,1.3162592473682773,0.7497293758172517,0.4980248860946312,0.06850475992773591,1.3162590218396188,2.255286584151861e-07,0.7639610393456949,False,0.0
agc,0.1,0.01,1,2,0.0019614835503373737,-0.0003130412194526211,0.0019613855555322976,0.002002290217205882,0.9796200038746369,0.9493070027495912,1.3790880527813383,0.8557395428714375,0.47856935164185194,0.04477901114269527,1.3790879056559848,1.4712535345573485e-07,0.8636951682386839,False,0.0
scgi_proxy,0.1,0.01,1,2,0.0019568454862629076,-0.0003331155208407195,0.0019567345203126826,0.001996250357478857,0.9802605564636114,0.9492244606319942,1.3748675854809589,0.8512515280548127,0.47856935164185194,0.045046534204190095,1.3748674139008548,1.7158010412465785e-07,0.861652901032105,False,0.0
agc,0.1,0.01,1,3,0.0019852930759547186,-0.0002884532290365975,0.001985209870689377,0.002027195645496249,0.9793297851469718,0.9499282899854877,1.3611751792745104,0.8322884743477574,0.5095086583081527,0.019378229949838316,1.3611753626057486,1.8333123819047614e-07,0.8430113134110544,False,0.0
scgi_proxy,0.1,0.01,1,3,0.001980582197397006,-0.0003075838467310471,0.001980487589574236,0.0020211711525917053,0.9799181008779723,0.9498506569626843,1.3577274313795975,0.8275475351405139,0.5095086583081527,0.020671327483151553,1.3577275209318183,8.955222075002212e-08,0.8410109417942102,False,0.0
agc,0.1,0.01,1,4,0.0019798587806917627,-0.0003098512251486313,0.0019797627729100367,0.0020186821930110455,0.980767942346896,0.9499344442113281,1.2817602466763218,0.6853040602143787,0.5442038003208816,0.05225263906857224,1.2817604996038325,2.5292751071326336e-07,0.6973062990459321,False,0.0
scgi_proxy,0.1,0.01,1,4,0.001980726416259071,-0.00032422191990144817,0.0019806212964057265,0.0020185227040201426,0.9812752724129407,0.9500036089462514,1.279621697688605,0.6835049976929028,0.5442038003208816,0.05191312704925165,1.279621925063036,2.2737443106102262e-07,0.6976118803087275,False,0.0
agc,0.1,0.01,1,5,0.001984392188380872,-0.0003508244896247664,0.0019842691105583514,0.002022655913606286,0.9810824347492738,0.9501776277593809,1.435191556200015,0.9655471895535687,0.49345120782500074,-0.02380688904983901,1.4351915083287303,4.787128471406277e-08,0.9829766148765697,False,0.0
scgi_proxy,0.1,0.01,1,5,0.0019883577735558787,-0.0003673393415918171,0.001988222835363998,0.00202476535923779,0.9820188618321597,0.9502802446085367,1.4340593429635,0.964665857409048,0.49345120782500074,-0.024057812652980463,1.4340592525810683,9.03824317610713e-08,0.9849409833689258,False,0.0
agc,0.1,0.01,1,6,0.001995130377121054,-0.00035975125740769055,0.0019950009561538473,0.002031825017184019,0.9819400589358716,0.9505048939080412,1.540992781717891,1.032963447701264,0.4846212373521136,0.023408269835879028,1.5409929548892565,1.7317136546957101e-07,1.0436425312704365,False,0.0
scgi_proxy,0.1,0.01,1,6,0.00199116334729823,-0.00038174499458211127,0.0019910176180573413,0.0020260398741811514,0.9827858635324158,0.9504251876690851,1.5364122319935407,1.027648591222072,0.4846212373521136,0.024142362867954865,1.5364121914421405,4.055140023773163e-08,1.0415673981897144,False,0.0
agc,0.1,0.01,1,7,0.001980385297022366,-0.00029485401013928627,0.0019802983581350708,0.0020196663681417704,0.9805507128607853,0.9499075845421601,1.7108873111320395,1.1791086303257818,0.526752882227022,0.005025265235495873,1.7108867777882997,5.333437398391538e-07,1.1925180192622882,False,0.0
scgi_proxy,0.1,0.01,1,7,0.001978287711377553,-0.0003137582097074356,0.001978189267163394,0.0020163299050182104,0.9811329517327602,0.9498954833101477,1.7028117513778265,1.1736639512598386,0.526752882227022,0.0023950610692228536,1.7028118945560835,1.431782570282536e-07,1.1912549273366175,False,0.0
agc,0.1,0.01,1,8,0.001984204569092197,-0.00030570226621603054,0.0019841111152166272,0.0020223064348101616,0.9811592026499478,0.9500964275678491,1.649324420691628,1.1020220015998707,0.5043874577514778,0.04291529049382953,1.649324749845178,3.2915354997165025e-07,1.1201500196063336,False,0.0
scgi_proxy,0.1,0.01,1,8,0.001986500602348819,-0.00032547149044407953,0.0019863946706577262,0.0020228358916938305,0.9820374507421924,0.950167888807718,1.6463655570340716,1.0998828208285651,0.5043874577514778,0.04209487233520465,1.6463651509152475,4.0611882412555644e-07,1.121446207377234,False,0.0
agc,0.1,0.01,1,9,0.0019715143395570905,-0.00037860393879198803,0.0019713709986146216,0.0020081570837646723,0.9817530488506965,0.9496938488701036,1.470573740993024,0.8980962928059815,0.5066149518944131,0.06586278205247788,1.4705740267528724,2.8575984845069513e-07,0.9050120731350849,False,0.0
scgi_proxy,0.1,0.01,1,9,0.0019707804588503645,-0.0003996602118612252,0.0019706207305654195,0.002005526563152671,0.9826748221934863,0.9497030430751326,1.466766403341795,0.8960640868732589,0.5066149518944131,0.06408735681985676,1.4667663955875287,7.75426634014309e-09,0.9046751895088785,False,0.0
agc,0.1,0.01,2,0,0.0020453966062959645,-0.0008797813720172868,0.002044622591033416,0.00201921327970922,1.0129670930999994,0.9497437723397733,1.2517532777408416,0.7259169339240641,0.4923020115030484,0.03353434520754979,1.2517532906346622,1.2893820677817303e-08,0.78953948144885,False,0.0
scgi_proxy,0.1,0.01,2,0,0.0020391604695137308,-0.0008489795179786726,0.0020384397032917833,0.002013501012697816,1.0127437019669212,0.9496467637291904,1.2438831525562468,0.7214839983508191,0.4923020115030484,0.030096992633303385,1.243883002487171,1.500690758327039e-07,0.787132282675696,False,0.0
agc,0.1,0.01,2,1,0.0020316729549829694,-0.000927990282001408,0.0020308117890194804,0.0020066858269274235,1.012451938275662,0.9493569578651746,1.2608426786177502,0.7202501527765901,0.4980248860946312,0.04256797877821944,1.2608430176494407,3.3903169049942505e-07,0.7799882205526395,False,0.0
scgi_proxy,0.1,0.01,2,1,0.0020163444280163556,-0.0008987599624942712,0.0020155366585461725,0.0019926871173083782,1.0118720648628132,0.9490233468294386,1.2519986146319904,0.7116588278361193,0.4980248860946312,0.042314958209498724,1.2519986721402494,5.7508259043714816e-08,0.7741033804542081,False,0.0
